"Time","Frequency 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Frequency C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)","Voltage 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Voltage C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)"
2025-03-26 00:00:00,101,50.4,226,227
2025-03-26 00:02:00,49.9,50.5,226,227
2025-03-26 00:04:00,50.0,50.1,226,227
2025-03-26 00:06:00,49.9,50.4,226,224
2025-03-26 00:08:00,66.8,50.2,226,226
2025-03-26 00:10:00,101,50.5,226,226
2025-03-26 00:12:00,100,50.3,226,227
2025-03-26 00:14:00,100,50.3,226,229
2025-03-26 00:16:00,100,50.3,226,227
2025-03-26 00:18:00,66.7,50.2,226,227
2025-03-26 00:20:00,50.1,50.5,226,224
2025-03-26 00:22:00,100,50.1,227,224
2025-03-26 00:24:00,66.4,50.3,226,228
2025-03-26 00:26:00,66.5,50.2,226,229
2025-03-26 00:28:00,100,50.2,226,224
2025-03-26 00:30:00,66.3,50.2,226,228
2025-03-26 00:32:00,100,50.5,227,229
2025-03-26 00:34:00,99.9,50.2,226,231
2025-03-26 00:36:00,66.8,50.3,227,229
2025-03-26 00:38:00,100,50.1,227,229
2025-03-26 00:40:00,99.4,50.3,227,226
2025-03-26 00:42:00,66.9,50.3,228,230
2025-03-26 00:44:00,50.0,50.5,228,230
2025-03-26 00:46:00,100.0,50.2,228,229
2025-03-26 00:48:00,50.0,50.0,228,230
2025-03-26 00:50:00,50.0,50.0,228,226
2025-03-26 00:52:00,66.7,50.1,226,230
2025-03-26 00:54:00,99.4,50.2,229,231
2025-03-26 00:56:00,66.6,50,229,226
2025-03-26 00:58:00,100,50.0,229,230
2025-03-26 01:00:00,99.6,50.3,228,230
2025-03-26 01:02:00,49.8,50.2,228,226
2025-03-26 01:04:00,197,50.4,228,229
2025-03-26 01:06:00,50.0,50.2,228,230
2025-03-26 01:08:00,49.8,50.3,229,225
2025-03-26 01:10:00,66.8,50.3,229,232
2025-03-26 01:12:00,50.0,50.2,228,230
2025-03-26 01:14:00,100,50.2,228,230
2025-03-26 01:16:00,100,50.4,228,231
2025-03-26 01:18:00,49.9,50.2,229,229
2025-03-26 01:20:00,50.0,50.5,229,230
2025-03-26 01:22:00,50.1,50.1,229,229
2025-03-26 01:24:00,99.4,50.3,229,230
2025-03-26 01:26:00,49.9,50.4,229,231
2025-03-26 01:28:00,49.9,50.2,229,230
2025-03-26 01:30:00,66.8,50.5,229,231
2025-03-26 01:32:00,100,50.1,229,229
2025-03-26 01:34:00,50,50.2,229,230
2025-03-26 01:36:00,50.0,50.2,229,230
2025-03-26 01:38:00,66.7,50.4,229,231
2025-03-26 01:40:00,49.9,50.4,229,230
2025-03-26 01:42:00,49.9,50.2,229,229
2025-03-26 01:44:00,99.4,50.3,229,230
2025-03-26 01:46:00,50.0,50.2,229,229
2025-03-26 01:48:00,50.0,50.2,229,231
2025-03-26 01:50:00,99.9,50.4,229,232
2025-03-26 01:52:00,50.0,50.3,229,232
2025-03-26 01:54:00,49.9,50.4,229,234
2025-03-26 01:56:00,49.9,50.3,228,233
2025-03-26 01:58:00,100,50.4,229,232
2025-03-26 02:00:00,49.9,50.3,230,233
2025-03-26 02:02:00,49.9,50.2,229,233
2025-03-26 02:04:00,100,50.3,228,231
2025-03-26 02:06:00,49.9,50.3,229,231
2025-03-26 02:08:00,50.0,50.5,229,235
2025-03-26 02:10:00,100,50.2,229,234
2025-03-26 02:12:00,50.0,50.3,229,233
2025-03-26 02:14:00,99.4,50.3,228,232
2025-03-26 02:16:00,50.0,50.4,226,233
2025-03-26 02:18:00,50.0,50.3,229,233
2025-03-26 02:20:00,99.4,50.4,229,233
2025-03-26 02:22:00,50.0,50.4,229,234
2025-03-26 02:24:00,50.0,50.4,229,234
2025-03-26 02:26:00,66.7,50.3,229,235
2025-03-26 02:28:00,100,50.2,229,232
2025-03-26 02:30:00,49.9,50.4,229,234
2025-03-26 02:32:00,50.0,50.3,229,234
2025-03-26 02:34:00,99.6,50.5,229,234
2025-03-26 02:36:00,66.5,50.4,229,234
2025-03-26 02:38:00,99.6,50.6,229,234
2025-03-26 02:40:00,49.9,50.3,229,233
2025-03-26 02:42:00,100,50.5,228,234
2025-03-26 02:44:00,100,50.4,229,233
2025-03-26 02:46:00,50.0,50.2,229,234
2025-03-26 02:48:00,66.7,50.3,229,234
2025-03-26 02:50:00,100,50.5,229,233
2025-03-26 02:52:00,50.0,50.5,229,233
2025-03-26 02:54:00,66.3,50.4,229,232
2025-03-26 02:56:00,50.0,50.4,229,233
2025-03-26 02:58:00,66.8,50.4,229,234
2025-03-26 03:00:00,66.6,50.3,229,234
2025-03-26 03:02:00,100,50.3,229,232
2025-03-26 03:04:00,50.0,50.3,230,232
2025-03-26 03:06:00,50.0,50.3,230,233
2025-03-26 03:08:00,50.1,50.5,230,233
2025-03-26 03:10:00,66.6,50.4,230,233
2025-03-26 03:12:00,66.6,50.4,230,231
2025-03-26 03:14:00,50.0,50.5,227,232
2025-03-26 03:16:00,50.1,50.3,230,233
2025-03-26 03:18:00,49.9,50.4,229,233
2025-03-26 03:20:00,49.9,50.1,228,232
2025-03-26 03:22:00,49.9,50.3,230,232
2025-03-26 03:24:00,50.0,50.3,230,233
2025-03-26 03:26:00,100,50.4,230,232
2025-03-26 03:28:00,99.4,50.5,230,232
2025-03-26 03:30:00,66.8,50.5,229,233
2025-03-26 03:32:00,49.9,50.5,228,234
2025-03-26 03:34:00,49.9,50.4,229,234
2025-03-26 03:36:00,49.9,50.4,229,233
2025-03-26 03:38:00,100,50.3,229,233
2025-03-26 03:40:00,50.0,50.4,230,233
2025-03-26 03:42:00,50.0,50.1,230,233
2025-03-26 03:44:00,66.7,50.4,230,232
2025-03-26 03:46:00,100,50.5,230,234
2025-03-26 03:48:00,49.9,50.3,230,234
2025-03-26 03:50:00,49.8,50.4,230,233
2025-03-26 03:52:00,100,50.5,229,233
2025-03-26 03:54:00,49.8,50.3,230,233
2025-03-26 03:56:00,66.5,50.4,230,233
2025-03-26 03:58:00,99.7,50.2,230,234
2025-03-26 04:00:00,66.5,50.3,230,233
2025-03-26 04:02:00,66.8,50.3,230,233
2025-03-26 04:04:00,49.9,50.4,230,233
2025-03-26 04:06:00,50.0,50.4,230,234
2025-03-26 04:08:00,49.9,50.3,231,232
2025-03-26 04:10:00,100,50.4,230,231
2025-03-26 04:12:00,99.4,50.4,230,231
2025-03-26 04:14:00,100,50.2,230,230
2025-03-26 04:16:00,99.7,50.2,228,231
2025-03-26 04:18:00,49.9,50.2,228,230
2025-03-26 04:20:00,99.4,50.3,230,231
2025-03-26 04:22:00,99.9,50.3,229,231
2025-03-26 04:24:00,49.9,50.2,230,230
2025-03-26 04:26:00,50.0,50.3,230,230
2025-03-26 04:28:00,99.4,50.2,230,232
2025-03-26 04:30:00,99.4,50.0,230,232
2025-03-26 04:32:00,50.0,50.2,230,231
2025-03-26 04:34:00,50.0,50.3,230,232
2025-03-26 04:36:00,100,50.2,230,231
2025-03-26 04:38:00,50.0,50.3,230,230
2025-03-26 04:40:00,99.6,50.3,230,230
2025-03-26 04:42:00,49.9,50.1,230,230
2025-03-26 04:44:00,49.9,50.2,230,229
2025-03-26 04:46:00,50.0,50.3,230,229
2025-03-26 04:48:00,67.0,50.1,229,229
2025-03-26 04:50:00,50.1,50.1,229,229
2025-03-26 04:52:00,50.0,50.3,230,230
2025-03-26 04:54:00,66.9,50.2,230,229
2025-03-26 04:56:00,49.9,50.3,230,230
2025-03-26 04:58:00,100.0,50.1,230,230
2025-03-26 05:00:00,66.4,50.2,230,228
2025-03-26 05:02:00,50.0,50.1,229,230
2025-03-26 05:04:00,49.9,50.1,229,229
2025-03-26 05:06:00,100,50.2,229,229
2025-03-26 05:08:00,100,50.1,229,228
2025-03-26 05:10:00,66.7,50.3,230,229
2025-03-26 05:12:00,99.7,49.9,230,227
2025-03-26 05:14:00,99.9,50.1,230,227
2025-03-26 05:16:00,50.0,50.1,230,228
2025-03-26 05:18:00,50.0,50.0,230,228
2025-03-26 05:20:00,50.1,50.1,229,228
2025-03-26 05:22:00,49.9,50.2,230,228
2025-03-26 05:24:00,50.1,50.1,230,228
2025-03-26 05:26:00,49.9,50.2,230,229
2025-03-26 05:28:00,66.6,50.1,230,228
2025-03-26 05:30:00,50.0,50.1,230,227
2025-03-26 05:32:00,50.0,50.1,230,230
2025-03-26 05:34:00,66.9,50.1,229,229
2025-03-26 05:36:00,66.8,7813,230,0.711
2025-03-26 05:38:00,100,5208,230,0.973
2025-03-26 05:40:00,99.7,4274,230,0.755
2025-03-26 05:42:00,49.9,7813,230,0.755
2025-03-26 05:44:00,50.1,2762,230,1.26
2025-03-26 05:46:00,49.9,3906,230,1.03
2025-03-26 05:48:00,66.4,5208,230,0.711
2025-03-26 05:50:00,66.4,2933,230,1.18
2025-03-26 05:52:00,50.0,5848,230,0.639
2025-03-26 05:54:00,49.9,2469,230,0.610
2025-03-26 05:56:00,50.0,5814,229,0.494
2025-03-26 05:58:00,50.0,5848,229,0.508
2025-03-26 06:00:00,100,6711,230,0.929
2025-03-26 06:02:00,99.4,7813,228,0.799
2025-03-26 06:04:00,50.0,6711,229,0.915
2025-03-26 06:06:00,50.0,7692,230,0.494
2025-03-26 06:08:00,49.9,2336,229,0.784
2025-03-26 06:10:00,50.0,3891,229,1.19
2025-03-26 06:12:00,66.8,7813,229,0.581
2025-03-26 06:14:00,100,3906,229,0.900
2025-03-26 06:16:00,66.3,7813,230,0.682
2025-03-26 06:18:00,66.5,3906,229,0.857
2025-03-26 06:20:00,50.1,9346,229,0.726
2025-03-26 06:22:00,100,5848,230,0.711
2025-03-26 06:24:00,49.9,6667,229,0.929
2025-03-26 06:26:00,50.1,2237,230,0.697
2025-03-26 06:28:00,50.0,4237,229,0.639
2025-03-26 06:30:00,50.0,4274,230,0.479
2025-03-26 06:32:00,50.0,4673,230,0.595
2025-03-26 06:34:00,50.0,3906,226,0.799
2025-03-26 06:36:00,50,7813,227,0.552
2025-03-26 06:38:00,99.4,3135,227,0.900
2025-03-26 06:40:00,100,5208,227,0.755
2025-03-26 06:42:00,99.4,11765,227,0.407
2025-03-26 06:44:00,50.0,9174,227,0.479
2025-03-26 06:46:00,100,6711,227,0.769
2025-03-26 06:48:00,50.1,6711,227,0.726
2025-03-26 06:50:00,49.9,5208,227,0.436
2025-03-26 06:52:00,50.0,6667,227,0.566
2025-03-26 06:54:00,50.0,9346,226,0.523
2025-03-26 06:56:00,50.1,9346,227,0.740
2025-03-26 06:58:00,50.0,2915,227,0.726
2025-03-26 07:00:00,99.4,9346,226,0.552
2025-03-26 07:02:00,100.0,6711,224,1.00
2025-03-26 07:04:00,50.0,3891,224,0.407
2025-03-26 07:06:00,50.0,3333,226,0.769
2025-03-26 07:08:00,50.0,2762,226,0.755
2025-03-26 07:10:00,50.0,6711,226,0.450
2025-03-26 07:12:00,49.8,3115,226,0.973
2025-03-26 07:14:00,50.0,9346,226,0.740
2025-03-26 07:16:00,99.4,49.9,226,222
2025-03-26 07:18:00,49.9,50.2,226,227
2025-03-26 07:20:00,49.9,49.7,226,226
2025-03-26 07:22:00,100,50.0,226,221
2025-03-26 07:24:00,100,50.1,226,225
2025-03-26 07:26:00,49.9,49.6,226,219
2025-03-26 07:28:00,99.6,49.7,226,218
2025-03-26 07:30:00,49.9,49.9,226,219
2025-03-26 07:32:00,66.6,50.0,226,216
2025-03-26 07:34:00,66.4,49.8,226,217
2025-03-26 07:36:00,50.0,49.6,226,216
2025-03-26 07:38:00,50.1,49.8,226,226
2025-03-26 07:40:00,49.9,49.8,226,226
2025-03-26 07:42:00,101,50.1,227,222
2025-03-26 07:44:00,100,49.8,226,221
2025-03-26 07:46:00,50.0,49.9,227,221
2025-03-26 07:48:00,50.0,49.7,226,224
2025-03-26 07:50:00,100,49.8,226,218
2025-03-26 07:52:00,66.7,49.9,226,221
2025-03-26 07:54:00,50.0,49.6,227,223
2025-03-26 07:56:00,100,49.9,227,225
2025-03-26 07:58:00,49.9,49.8,228,220
2025-03-26 08:00:00,66.7,50.0,227,228
2025-03-26 08:02:00,50.0,49.8,227,224
2025-03-26 08:04:00,50.0,49.8,226,223
2025-03-26 08:06:00,66.6,49.7,227,230
2025-03-26 08:08:00,197,49.5,227,226
2025-03-26 08:10:00,50.0,49.6,227,231
2025-03-26 08:12:00,50.0,49.8,227,230
2025-03-26 08:14:00,66.5,49.8,227,226
2025-03-26 08:16:00,66.4,49.8,226,227
2025-03-26 08:18:00,50.1,50.0,226,225
2025-03-26 08:20:00,99.6,49.9,226,225
2025-03-26 08:22:00,66.9,49.6,226,215
2025-03-26 08:24:00,100,49.7,226,216
2025-03-26 08:26:00,50.0,49.8,226,217
2025-03-26 08:28:00,100,49.8,226,212
2025-03-26 08:30:00,66.7,50.0,226,213
2025-03-26 08:32:00,50.2,49.8,226,215
2025-03-26 08:34:00,50.0,49.9,226,210
2025-03-26 08:36:00,66.6,49.6,226,203
2025-03-26 08:38:00,50.0,50.0,226,208
2025-03-26 08:40:00,50.0,50.0,226,205
2025-03-26 08:42:00,100,49.9,227,211
2025-03-26 08:44:00,50.0,49.6,226,207
2025-03-26 08:46:00,49.9,49.8,226,208
2025-03-26 08:48:00,100,49.7,226,209
2025-03-26 08:50:00,49.9,49.7,226,209
2025-03-26 08:52:00,50.0,49.6,226,210
2025-03-26 08:54:00,50.1,49.6,226,216
2025-03-26 08:56:00,66.5,49.9,226,213
2025-03-26 08:58:00,50.0,49.6,226,209
2025-03-26 09:00:00,49.9,49.7,226,211
2025-03-26 09:02:00,99.7,49.4,226,211
2025-03-26 09:04:00,49.8,49.6,226,203
2025-03-26 09:06:00,50.1,49.5,226,200
2025-03-26 09:08:00,49.9,49.9,226,207
2025-03-26 09:10:00,66.3,49.8,226,204
2025-03-26 09:12:00,99.4,49.5,226,205
2025-03-26 09:14:00,99.9,49.5,227,197
2025-03-26 09:16:00,50.1,49.6,227,203
2025-03-26 09:18:00,50.0,49.8,227,197
2025-03-26 09:20:00,66.4,49.6,227,199
2025-03-26 09:22:00,66.9,49.6,227,202
2025-03-26 09:24:00,199,49.5,227,194
2025-03-26 09:26:00,99.6,49.3,227,198
2025-03-26 09:28:00,66.5,49.5,227,200
2025-03-26 09:30:00,50.0,49.5,227,198
2025-03-26 09:32:00,99.4,49.8,227,195
2025-03-26 09:34:00,66.4,49.6,227,198
2025-03-26 09:36:00,99.2,49.6,226,197
2025-03-26 09:38:00,99.4,49.8,227,199
2025-03-26 09:40:00,99.4,49.4,227,195
2025-03-26 09:42:00,66.9,49.7,227,199
2025-03-26 09:44:00,50.1,49.5,227,204
2025-03-26 09:46:00,50.0,50.0,227,206
2025-03-26 09:48:00,100,49.1,227,199
2025-03-26 09:50:00,66.7,49.3,227,200
2025-03-26 09:52:00,100.0,49.4,227,201
2025-03-26 09:54:00,101,49.6,227,196
2025-03-26 09:56:00,99.4,49.5,227,202
2025-03-26 09:58:00,100,50.5,231,200
2025-03-26 10:00:00,101,49.9,232,200
2025-03-26 10:02:00,99.3,49.7,229,201
2025-03-26 10:04:00,66.9,49.7,229,201
2025-03-26 10:06:00,99.2,50.0,229,198
2025-03-26 10:08:00,50.0,2915,230,0.740
2025-03-26 10:10:00,50.0,49.6,230,209
2025-03-26 10:12:00,99.6,49.6,230,211
2025-03-26 10:14:00,99.7,49.2,230,207
2025-03-26 10:16:00,49.8,49.7,230,200
2025-03-26 10:18:00,99.6,49.6,230,206
2025-03-26 10:20:00,99.9,49.4,230,197
2025-03-26 10:22:00,50.1,49.2,230,197
2025-03-26 10:24:00,99.4,49.4,230,198
2025-03-26 10:26:00,99.4,49.2,230,202
2025-03-26 10:28:00,49.8,49.6,230,205
2025-03-26 10:30:00,66.9,49.5,230,213
2025-03-26 10:32:00,100,49.7,230,206
2025-03-26 10:34:00,49.9,49.7,230,206
2025-03-26 10:36:00,50.0,49.7,230,198
2025-03-26 10:38:00,100,49.6,230,201
2025-03-26 10:40:00,99.4,49.3,230,205
2025-03-26 10:42:00,66.8,49.2,230,202
2025-03-26 10:44:00,99.2,49.4,231,207
2025-03-26 10:46:00,50.1,49.5,230,201
2025-03-26 10:48:00,49.9,49.8,231,203
2025-03-26 10:50:00,99.4,49.4,230,202
2025-03-26 10:52:00,50.0,49.5,230,200
2025-03-26 10:54:00,49.9,49.2,230,191
2025-03-26 10:56:00,50.0,49.2,230,195
2025-03-26 10:58:00,49.8,49.6,230,197
2025-03-26 11:00:00,100.0,49.4,230,195
2025-03-26 11:02:00,50.1,49.6,230,202
2025-03-26 11:04:00,99.9,49.2,231,197
2025-03-26 11:06:00,50.0,49.7,230,198
2025-03-26 11:08:00,66.5,49.8,230,197
2025-03-26 11:10:00,50.1,49.8,230,201
2025-03-26 11:12:00,49.9,49.4,230,196
2025-03-26 11:14:00,50.0,49.5,231,196
2025-03-26 11:16:00,100,49.4,230,204
2025-03-26 11:18:00,50.0,49.5,231,202
2025-03-26 11:20:00,99.1,49.3,230,198
2025-03-26 11:22:00,49.8,49.6,230,204
2025-03-26 11:24:00,49.8,49.3,230,200
2025-03-26 11:26:00,49.9,49.4,230,192
2025-03-26 11:28:00,100,49.5,230,199
2025-03-26 11:30:00,66.7,49.4,230,198
2025-03-26 11:32:00,99.2,49.4,231,192
2025-03-26 11:34:00,66.4,49.2,230,191
2025-03-26 11:36:00,66.8,49.2,230,196
2025-03-26 11:38:00,49.8,49.2,230,195
2025-03-26 11:40:00,66.5,49.8,230,196
2025-03-26 11:42:00,66.4,49.6,230,197
2025-03-26 11:44:00,66.4,49.5,230,202
2025-03-26 11:46:00,49.9,49.6,230,204
2025-03-26 11:48:00,50.2,49.2,230,198
2025-03-26 11:50:00,66.8,49.7,230,196
2025-03-26 11:52:00,50.0,49.3,230,203
2025-03-26 11:54:00,99.5,49.7,230,205
2025-03-26 11:56:00,50.2,49.7,230,204
2025-03-26 11:58:00,49.9,49.3,229,202
2025-03-26 12:00:00,100,49.7,230,203
2025-03-26 12:02:00,66.3,49.6,230,203
2025-03-26 12:04:00,49.9,49.5,230,200
2025-03-26 12:06:00,66.4,49.3,230,196
2025-03-26 12:08:00,49.9,49.6,230,200
2025-03-26 12:10:00,66.9,49.8,230,202
2025-03-26 12:12:00,66.9,49.7,230,201
2025-03-26 12:14:00,50.0,49.3,230,203
2025-03-26 12:16:00,99.6,49.1,230,204
2025-03-26 12:18:00,99.2,49.7,230,207
2025-03-26 12:20:00,66.8,50.0,230,206
2025-03-26 12:22:00,100,49.3,230,197
