"Time","Frequency 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Frequency C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)","Voltage 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Voltage C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)"
2023-07-02 00:00:00,51.1,51.1,211,214
2023-07-02 00:02:00,51.1,51.1,209,211
2023-07-02 00:04:00,51.0,51.0,208,211
2023-07-02 00:06:00,50.9,50.9,208,210
2023-07-02 00:08:00,51.1,51.2,209,211
2023-07-02 00:10:00,51.0,50.9,207,211
2023-07-02 00:12:00,50.8,50.8,208,210
2023-07-02 00:14:00,51.1,51.0,209,211
2023-07-02 00:16:00,51.0,51.0,209,211
2023-07-02 00:18:00,50.9,50.9,208,210
2023-07-02 00:20:00,51.0,51.0,209,212
2023-07-02 00:22:00,51.0,51.0,210,212
2023-07-02 00:24:00,50.9,50.8,209,212
2023-07-02 00:26:00,51.1,51.1,209,212
2023-07-02 00:28:00,50.7,50.8,210,212
2023-07-02 00:30:00,50.9,50.9,212,214
2023-07-02 00:32:00,50.8,50.8,209,212
2023-07-02 00:34:00,51.1,51.1,211,214
2023-07-02 00:36:00,51.0,51.0,211,214
2023-07-02 00:38:00,50.9,50.9,210,213
2023-07-02 00:40:00,51.0,50.9,209,212
2023-07-02 00:42:00,51.1,51.0,211,214
2023-07-02 00:44:00,50.9,50.9,209,212
2023-07-02 00:46:00,50.9,50.9,206,209
2023-07-02 00:48:00,51.0,50.9,218,220
2023-07-02 00:50:00,51.1,51.1,211,214
2023-07-02 00:52:00,50.8,50.9,210,213
2023-07-02 00:54:00,51.2,51.1,211,214
2023-07-02 00:56:00,51.1,51.1,212,214
2023-07-02 00:58:00,51.1,51.0,211,214
2023-07-02 01:00:00,50.9,50.9,211,214
2023-07-02 01:02:00,51.2,51.1,212,214
2023-07-02 01:04:00,50.9,50.9,214,216
2023-07-02 01:06:00,51.1,51.1,214,216
2023-07-02 01:08:00,51.1,51.0,215,217
2023-07-02 01:10:00,50.9,50.9,215,217
2023-07-02 01:12:00,51.2,51.2,214,216
2023-07-02 01:14:00,50.2,50.2,213,216
2023-07-02 01:16:00,50.2,50.1,215,217
2023-07-02 01:18:00,50.2,50.2,214,216
2023-07-02 01:20:00,50.2,50.2,214,217
2023-07-02 01:22:00,50.0,50.0,216,218
2023-07-02 01:24:00,50.2,50.2,216,219
2023-07-02 01:26:00,50.2,50.2,215,218
2023-07-02 01:28:00,50.2,50.2,209,213
2023-07-02 01:30:00,50.2,50.2,216,218
2023-07-02 01:32:00,50.3,50.3,214,216
2023-07-02 01:34:00,50.2,50.1,214,217
2023-07-02 01:36:00,50.2,50.3,216,218
2023-07-02 01:38:00,50.3,50.3,214,215
2023-07-02 01:40:00,50.3,50.3,213,216
2023-07-02 01:42:00,50.3,50.3,215,218
2023-07-02 01:44:00,50.2,50.1,216,219
2023-07-02 01:46:00,50.1,50.1,214,217
2023-07-02 01:48:00,50.3,50.3,215,218
2023-07-02 01:50:00,50.3,50.3,217,219
2023-07-02 01:52:00,50.3,50.3,212,214
2023-07-02 01:54:00,50.2,50.2,215,218
2023-07-02 01:56:00,50.2,50.2,215,218
2023-07-02 01:58:00,50.2,50.2,217,219
2023-07-02 02:00:00,50.2,50.2,216,219
2023-07-02 02:02:00,50.2,50.3,213,216
2023-07-02 02:04:00,50.2,50.1,214,216
2023-07-02 02:06:00,50.4,50.4,215,217
2023-07-02 02:08:00,50.1,50.2,214,216
2023-07-02 02:10:00,50.2,50.2,215,217
2023-07-02 02:12:00,50.3,50.3,215,216
2023-07-02 02:14:00,50.3,50.2,213,216
2023-07-02 02:16:00,50.2,50.2,213,216
2023-07-02 02:18:00,49.9,50.0,214,216
2023-07-02 02:20:00,50.2,50.2,214,216
2023-07-02 02:22:00,50.3,50.3,214,216
2023-07-02 02:24:00,50.2,50.2,214,216
2023-07-02 02:26:00,50.2,50.1,214,216
2023-07-02 02:28:00,50.2,50.1,213,216
2023-07-02 02:30:00,50.2,50.3,214,216
2023-07-02 02:32:00,50.3,50.3,215,217
2023-07-02 02:34:00,50.1,50.1,215,217
2023-07-02 02:36:00,50.1,50.1,213,216
2023-07-02 02:38:00,50.3,50.3,215,217
2023-07-02 02:40:00,50.3,50.3,216,217
2023-07-02 02:42:00,50.2,50.2,214,216
2023-07-02 02:44:00,50.2,50.3,214,216
2023-07-02 02:46:00,50.4,50.4,215,217
2023-07-02 02:48:00,50.3,50.3,215,218
2023-07-02 02:50:00,50.1,50.1,214,216
2023-07-02 02:52:00,50.4,50.4,216,217
2023-07-02 02:54:00,50.3,50.3,215,217
2023-07-02 02:56:00,50.3,50.3,214,216
2023-07-02 02:58:00,50.1,50.1,221,223
2023-07-02 03:00:00,50.3,50.4,216,218
2023-07-02 03:02:00,50.1,50.2,215,217
2023-07-02 03:04:00,50.4,50.4,215,218
2023-07-02 03:06:00,50.3,50.4,217,219
