"Time","Frequency 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Frequency C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)","Voltage 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Voltage C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)"
2023-03-12 00:00:00,50.3,50.4,216,219
2023-03-12 00:02:00,50.3,50.3,217,219
2023-03-12 00:04:00,50.6,50.7,219,221
2023-03-12 00:06:00,50.4,50.5,217,219
2023-03-12 00:08:00,50.3,50.3,216,219
2023-03-12 00:10:00,50.4,50.4,219,220
2023-03-12 00:12:00,50.3,50.2,218,220
2023-03-12 00:14:00,50.5,50.6,216,219
2023-03-12 00:16:00,50.4,50.4,219,220
2023-03-12 00:18:00,50.5,50.5,217,219
2023-03-12 00:20:00,50.5,50.5,216,219
2023-03-12 00:22:00,50.3,50.3,219,221
2023-03-12 00:24:00,50.5,50.5,219,221
2023-03-12 00:26:00,50.5,50.5,219,221
2023-03-12 00:28:00,50.2,50.2,219,221
2023-03-12 00:30:00,50.4,50.4,220,221
2023-03-12 00:32:00,50.5,50.5,219,221
2023-03-12 00:34:00,50.3,50.3,219,221
2023-03-12 00:36:00,50.3,50.3,220,221
2023-03-12 00:38:00,50.4,50.4,219,221
2023-03-12 00:40:00,50.4,50.4,219,222
2023-03-12 00:42:00,50.4,50.4,221,222
2023-03-12 00:44:00,50.5,50.6,220,222
2023-03-12 00:46:00,50.3,50.3,219,222
2023-03-12 00:48:00,50.4,50.3,221,223
2023-03-12 00:50:00,50.5,50.6,221,223
2023-03-12 00:52:00,50.3,50.3,220,222
2023-03-12 00:54:00,50.4,50.3,221,223
2023-03-12 00:56:00,50.3,50.3,221,223
2023-03-12 00:58:00,50.4,50.4,220,222
2023-03-12 01:00:00,50.5,50.5,219,220
2023-03-12 01:02:00,50.3,50.3,216,219
2023-03-12 01:04:00,50.6,50.5,221,223
2023-03-12 01:06:00,50.4,50.4,222,223
2023-03-12 01:08:00,50.4,50.4,218,220
2023-03-12 01:10:00,50.4,50.4,219,221
2023-03-12 01:12:00,50.6,50.6,223,225
2023-03-12 01:14:00,50.3,50.3,221,223
2023-03-12 01:16:00,50.3,50.3,219,222
2023-03-12 01:18:00,50.6,50.5,223,224
2023-03-12 01:20:00,50.3,50.3,221,223
2023-03-12 01:22:00,50.6,50.5,220,222
2023-03-12 01:24:00,50.3,50.3,221,223
2023-03-12 01:26:00,50.5,50.5,221,223
2023-03-12 01:28:00,50.3,50.4,221,223
2023-03-12 01:30:00,50.5,50.5,222,224
2023-03-12 01:32:00,50.5,50.5,221,223
2023-03-12 01:34:00,50.4,50.5,221,223
2023-03-12 01:36:00,50.4,50.4,222,223
2023-03-12 01:38:00,50.7,50.7,223,225
2023-03-12 01:40:00,50.4,50.4,221,223
2023-03-12 01:42:00,50.4,50.4,222,223
2023-03-12 01:44:00,50.4,50.5,224,226
2023-03-12 01:46:00,50.5,50.4,221,224
2023-03-12 01:48:00,50.5,50.5,225,226
2023-03-12 01:50:00,50.5,50.5,225,226
2023-03-12 01:52:00,50.6,50.7,223,226
2023-03-12 01:54:00,50.4,50.4,225,226
2023-03-12 01:56:00,50.5,50.5,225,226
2023-03-12 01:58:00,50.4,50.4,223,225
2023-03-12 02:00:00,50.4,50.5,225,226
2023-03-12 02:02:00,50.4,50.5,225,227
2023-03-12 02:04:00,50.3,50.4,223,226
2023-03-12 02:06:00,50.5,50.5,224,226
2023-03-12 02:08:00,50.4,50.4,224,226
2023-03-12 02:10:00,50.4,50.4,222,225
2023-03-12 02:12:00,50.4,50.5,223,225
2023-03-12 02:14:00,50.4,50.4,221,222
2023-03-12 02:16:00,50.5,50.5,223,225
2023-03-12 02:18:00,50.5,50.5,223,226
2023-03-12 02:20:00,50.4,50.4,224,226
2023-03-12 02:22:00,50.5,50.5,222,224
2023-03-12 02:24:00,50.5,50.5,223,225
2023-03-12 02:26:00,50.5,50.5,223,225
2023-03-12 02:28:00,50.5,50.5,222,225
2023-03-12 02:30:00,50.3,50.4,222,225
2023-03-12 02:32:00,50.5,50.5,224,226
2023-03-12 02:34:00,50.4,50.4,223,226
2023-03-12 02:36:00,50.5,50.5,223,226
2023-03-12 02:38:00,50.4,50.4,224,226
2023-03-12 02:40:00,50.5,50.4,223,225
2023-03-12 02:42:00,50.6,50.6,223,226
2023-03-12 02:44:00,50.5,50.5,224,226
2023-03-12 02:46:00,50.5,50.6,223,225
2023-03-12 02:48:00,50.3,50.4,221,224
2023-03-12 02:50:00,50.5,50.5,225,226
2023-03-12 02:52:00,50.5,50.5,223,225
2023-03-12 02:54:00,50.5,50.5,223,226
2023-03-12 02:56:00,50.4,50.4,225,226
2023-03-12 02:58:00,50.5,50.5,221,222
2023-03-12 03:00:00,50.6,50.6,221,222
2023-03-12 03:02:00,50.4,50.4,224,226
2023-03-12 03:04:00,50.5,50.5,223,224
2023-03-12 03:06:00,50.4,50.3,223,225
2023-03-12 03:08:00,50.5,50.5,225,226
2023-03-12 03:10:00,50.6,50.5,222,224
2023-03-12 03:12:00,50.4,50.4,221,224
2023-03-12 03:14:00,50.5,50.5,223,226
2023-03-12 03:16:00,50.5,50.4,222,225
2023-03-12 03:18:00,50.5,50.5,223,226
2023-03-12 03:20:00,50.6,50.6,224,226
2023-03-12 03:22:00,50.4,50.4,223,226
