Time,Frequency 1C712FB8 (Hgr Katwa - Labo),Frequency AEBA416D (Hgr Katwa - Cabine),Voltage 1C712FB8 (Hgr Katwa - Labo),Voltage AEBA416D (Hgr Katwa - Cabine),Generator_ON
1/1/23 2:36,49.9,50,225,208,FALSE
1/1/23 2:38,49.8,49.8,225,208,FALSE
1/1/23 2:40,49.8,49.8,224,209,FALSE
1/1/23 2:42,49.9,49.9,222,209,FALSE
1/1/23 2:44,49.9,50,222,209,FALSE
1/1/23 2:46,49.5,49.7,221,209,FALSE
1/1/23 2:48,50.1,50,222,209,FALSE
1/1/23 2:50,50,50.1,222,209,FALSE
1/1/23 2:52,49.9,49.9,222,209,FALSE
1/1/23 2:54,50.2,50,223,209,FALSE
1/1/23 2:56,50.1,50.1,223,209,FALSE
1/1/23 2:58,49.9,49.9,225,208,FALSE
1/1/23 3:00,49.8,49.9,226,208,FALSE
1/1/23 3:02,50.1,50.2,226,209,FALSE
1/1/23 3:04,50.2,49.8,226,209,FALSE
1/1/23 3:06,49.9,49.8,226,209,FALSE
1/1/23 3:08,50,50,226,209,FALSE
1/1/23 3:10,49.9,49.9,226,209,FALSE
1/1/23 3:12,49.8,50,226,209,FALSE
1/1/23 3:14,50.1,50,226,209,FALSE
1/1/23 3:16,50,50,226,209,FALSE
1/1/23 3:18,50,50.1,226,209,FALSE
1/1/23 3:20,50,50.1,226,209,FALSE
1/1/23 3:22,50,50.1,226,209,FALSE
1/1/23 3:24,50,50,223,209,FALSE
1/1/23 3:26,49.8,49.8,224,209,FALSE
1/1/23 3:28,49.9,49.9,223,209,FALSE
1/1/23 3:30,49.5,49.9,221,209,FALSE
1/1/23 3:32,49.8,50.1,221,209,FALSE
1/1/23 3:34,50.1,49.9,222,209,FALSE
1/1/23 3:36,50.1,50.1,223,209,FALSE
1/1/23 3:38,49.9,49.8,223,209,FALSE
1/1/23 3:40,49.9,49.9,222,209,FALSE
1/1/23 3:42,49.8,49.8,221,209,FALSE
1/1/23 3:44,49.8,49.8,225,209,FALSE
1/1/23 3:46,50.1,50,226,209,FALSE
1/1/23 3:48,50,50,225,209,FALSE
1/1/23 3:50,49.7,49.9,223,209,FALSE
1/1/23 3:52,50,50,226,209,FALSE
1/1/23 3:54,50,50.2,226,209,FALSE
1/1/23 3:56,49.8,49.8,225,209,FALSE
1/1/23 3:58,49.8,49.8,223,209,FALSE
1/1/23 4:00,50,49.7,226,209,FALSE
1/1/23 4:02,49.9,50,226,209,FALSE
1/1/23 4:04,50.1,50.1,226,209,FALSE
1/1/23 4:06,49.9,50,224,209,FALSE
1/1/23 4:08,49.9,49.9,225,209,FALSE
1/1/23 4:10,49.8,49.6,226,209,FALSE
1/1/23 4:12,50,50,223,209,FALSE
1/1/23 4:14,49.8,50.1,223,206,FALSE
1/1/23 4:16,49.8,49.7,223,206,FALSE
1/1/23 4:18,49.8,49.8,223,206,FALSE
1/1/23 4:20,50,50,223,207,FALSE
1/1/23 4:22,50.1,49.9,222,207,FALSE
1/1/23 4:24,50,49.9,223,207,FALSE
1/1/23 4:26,49.9,50,223,207,FALSE
1/1/23 4:28,50.1,49.8,226,206,FALSE
1/1/23 4:30,49.9,49.7,225,206,FALSE
1/1/23 4:32,49.8,50,224,206,FALSE
1/1/23 4:34,50,49.9,226,206,FALSE
1/1/23 4:36,49.9,49.8,226,206,FALSE
1/1/23 4:38,50,49.8,226,207,FALSE
1/1/23 4:40,50,50,224,207,FALSE
1/1/23 4:42,50,50,226,207,FALSE
1/1/23 4:44,50.1,49.9,226,208,FALSE
1/1/23 4:46,50.1,49.8,226,208,FALSE
1/1/23 4:48,49.8,49.8,225,209,FALSE
1/1/23 4:50,50,50,226,209,FALSE
1/1/23 4:52,49.8,50,226,209,FALSE
1/1/23 4:54,49.8,49.7,226,209,FALSE
1/1/23 4:56,49.8,49.8,225,209,FALSE
1/1/23 4:58,49.9,50,223,209,FALSE
1/1/23 5:00,50,50.1,224,209,FALSE
1/1/23 5:02,50.2,49.7,225,209,FALSE
1/1/23 5:04,49.9,49.7,223,209,FALSE
1/1/23 5:06,49.8,49.9,223,209,FALSE
1/1/23 5:08,50,50,224,210,FALSE
1/1/23 5:10,49.9,49.8,224,209,FALSE
1/1/23 5:12,49.9,50.1,226,211,FALSE
1/1/23 5:14,49.9,49.9,226,210,FALSE
1/1/23 5:16,50,50.1,227,211,FALSE
1/1/23 5:18,49.8,49.9,226,211,FALSE
1/1/23 5:20,50,50.1,226,211,FALSE
1/1/23 5:22,49.7,49.8,223,211,FALSE
1/1/23 5:24,49.8,49.8,225,211,FALSE
1/1/23 5:26,50,50,225,211,FALSE
1/1/23 5:28,49.8,49.9,225,212,FALSE
1/1/23 5:30,49.9,50.1,223,212,FALSE
1/1/23 5:32,49.8,49.9,225,212,FALSE
1/1/23 5:34,49.9,50,225,211,FALSE
1/1/23 5:36,50.1,49.6,226,211,FALSE
1/1/23 5:38,50.2,49.9,224,212,FALSE
1/1/23 5:40,50,49.9,225,212,FALSE
1/1/23 5:42,49.8,49.9,222,211,FALSE
1/1/23 5:44,50,50,223,213,FALSE
1/1/23 5:46,50,49.8,222,216,FALSE
1/1/23 5:48,50,49.8,223,217,FALSE
1/1/23 5:50,50,49.9,223,217,FALSE
1/1/23 5:52,49.9,49.8,222,217,FALSE
1/1/23 5:54,49.9,49.8,221,218,FALSE
1/1/23 5:56,50,49.9,224,218,FALSE
1/1/23 5:58,50.2,50,225,218,FALSE
1/1/23 6:00,49.8,49.7,224,218,FALSE
1/1/23 6:02,50,50,223,218,FALSE
1/1/23 6:04,49.8,49.8,222,218,FALSE
1/1/23 6:06,49.9,50,222,219,FALSE
1/1/23 6:08,49.7,49.7,222,217,FALSE
1/1/23 6:10,50,49.9,222,218,FALSE
1/1/23 6:12,49.9,49.7,221,218,FALSE
1/1/23 6:14,50.3,49.8,226,213,FALSE
1/1/23 6:16,49.6,50,224,214,FALSE
1/1/23 6:18,50,50,224,213,FALSE
1/1/23 6:20,49.9,49.9,223,214,FALSE
1/1/23 6:22,50,49.9,224,212,FALSE
1/1/23 6:24,49.9,49.6,226,207,FALSE
1/1/23 6:26,50.3,49.8,222,214,FALSE
1/1/23 6:28,50.1,50,220,221,FALSE
1/1/23 6:30,49.7,50.2,218,223,FALSE
1/1/23 6:32,50,50,220,223,FALSE
1/1/23 6:34,50,50.1,219,223,FALSE
1/1/23 6:36,49.8,50.1,220,222,FALSE
1/1/23 6:38,50,50.2,222,222,FALSE
1/1/23 6:40,49.6,50.1,224,221,FALSE
1/1/23 6:42,49.7,50.1,224,225,FALSE
1/1/23 6:44,50.4,50.2,224,224,FALSE
1/1/23 6:46,50.1,49.7,226,223,FALSE
1/1/23 6:48,49.7,50.1,224,224,FALSE
1/1/23 6:50,49.8,49.8,223,223,FALSE
1/1/23 6:52,49.6,50,221,220,FALSE
1/1/23 6:54,50.1,50,225,218,FALSE
1/1/23 6:56,50.2,50.1,225,224,FALSE
1/1/23 6:58,49.8,49.9,222,223,FALSE
1/1/23 7:00,50.1,50,226,219,FALSE
1/1/23 7:02,50,49.8,222,223,FALSE
1/1/23 7:04,49.6,50.2,221,223,FALSE
1/1/23 7:06,50.1,49.8,223,222,FALSE
1/1/23 7:08,49.9,50.1,219,223,FALSE
1/1/23 7:10,49.8,49.8,218,223,FALSE
1/1/23 7:12,50,49.9,221,218,FALSE
1/1/23 7:14,50,49.7,220,222,FALSE
1/1/23 7:16,49.9,49.9,219,223,FALSE
1/1/23 7:18,50,50.1,219,223,FALSE
1/1/23 7:20,49.8,49.9,221,223,FALSE
1/1/23 7:22,50.1,50,221,223,FALSE
1/1/23 7:24,49.9,49.8,219,221,FALSE
1/1/23 7:26,50.1,50,219,223,FALSE
1/1/23 7:28,49.9,50.2,226,223,FALSE
1/1/23 7:30,49.9,49.6,229,221,FALSE
1/1/23 7:32,49.7,49.9,228,222,FALSE
1/1/23 7:34,50.2,49.8,226,222,FALSE
1/1/23 7:36,49.8,49.9,223,220,FALSE
1/1/23 7:38,49.7,49.9,228,221,FALSE
1/1/23 7:40,49.6,50,228,221,FALSE
1/1/23 7:42,50.1,49.9,227,221,FALSE
1/1/23 7:44,49.9,50,226,220,FALSE
1/1/23 7:46,50.1,50.1,223,220,FALSE
1/1/23 7:48,50.2,49.9,223,218,FALSE
1/1/23 7:50,49.9,49.9,221,219,FALSE
1/1/23 7:52,50.2,49.8,221,219,FALSE
1/1/23 7:54,49.9,49.8,222,219,FALSE
1/1/23 7:56,50.4,50.2,222,221,FALSE
1/1/23 7:58,50.1,49.9,228,220,FALSE
1/1/23 8:00,50,50,223,219,FALSE
1/1/23 8:02,50,49.8,223,220,FALSE
1/1/23 8:04,49.8,50.1,223,221,FALSE
1/1/23 8:06,50,49.8,223,219,FALSE
1/1/23 8:08,50.2,50.1,218,219,FALSE
1/1/23 8:10,50.2,49.6,219,216,FALSE
1/1/23 8:12,49.9,50.4,219,219,FALSE
1/1/23 8:14,49.9,50,218,219,FALSE
1/1/23 8:16,50.2,50,219,219,FALSE
1/1/23 8:18,49.8,50.4,220,219,FALSE
1/1/23 8:20,49.6,50.1,216,220,FALSE
1/1/23 8:22,50.2,50,216,218,FALSE
1/1/23 8:24,49.8,49.9,219,219,FALSE
1/1/23 8:26,49.8,49.9,220,219,FALSE
1/1/23 8:28,49.7,50.2,221,219,FALSE
1/1/23 8:30,50.4,50.3,223,215,FALSE
1/1/23 8:32,50.3,50.2,220,221,FALSE
1/1/23 8:34,49.7,49.8,220,219,FALSE
1/1/23 8:36,49.8,50.1,220,220,FALSE
1/1/23 8:38,49.9,50.2,218,218,FALSE
1/1/23 8:40,49.7,49.8,221,217,FALSE
1/1/23 8:42,50,49.7,220,219,FALSE
1/1/23 8:44,49.9,50,220,217,FALSE
1/1/23 8:46,50.2,50.1,217,218,FALSE
1/1/23 8:48,50.1,50,219,214,FALSE
1/1/23 8:50,49.9,50.1,219,213,FALSE
1/1/23 8:52,49.7,49.9,216,219,FALSE
1/1/23 8:54,49.9,50.1,219,218,FALSE
1/1/23 8:56,49.7,50.1,219,217,FALSE
1/1/23 8:58,49.8,49.7,221,216,FALSE
1/1/23 9:00,50.1,49.9,222,218,FALSE
1/1/23 9:02,50,50.1,217,216,FALSE
1/1/23 9:04,49.8,49.8,218,217,FALSE
1/1/23 9:06,50,49.8,220,216,FALSE
1/1/23 9:08,50,49.7,221,216,FALSE
1/1/23 9:10,49.7,49.8,221,216,FALSE
1/1/23 9:12,50.3,50.2,221,218,FALSE
1/1/23 9:14,49.9,50.1,219,219,FALSE
1/1/23 9:16,49.8,49.8,215,219,FALSE
1/1/23 9:18,50.2,50,222,216,FALSE
1/1/23 9:20,49.7,49.7,221,215,FALSE
1/1/23 9:22,49.8,50.1,219,215,FALSE
1/1/23 9:24,49.7,50,221,215,FALSE
1/1/23 9:26,50,50.3,221,215,FALSE
1/1/23 9:28,49.9,49.8,217,215,FALSE
1/1/23 9:30,50,49.7,216,216,FALSE
1/1/23 9:32,50.1,49.9,216,215,FALSE
1/1/23 9:34,50.2,50,217,215,FALSE
1/1/23 9:36,49.8,49.9,216,215,FALSE
1/1/23 9:38,49.9,50,215,215,FALSE
1/1/23 9:40,50.1,50,215,216,FALSE
1/1/23 9:42,49.9,50.1,219,215,FALSE
1/1/23 9:44,49.9,49.6,214,215,FALSE
1/1/23 9:46,49.9,50,217,214,FALSE
1/1/23 9:48,50.2,50,217,214,FALSE
1/1/23 9:50,50,50,218,214,FALSE
1/1/23 9:52,49.7,49.5,219,214,FALSE
1/1/23 9:54,49.8,49.8,218,215,FALSE
1/1/23 9:56,50,50.1,218,214,FALSE
1/1/23 9:58,50,50.2,220,215,FALSE
1/1/23 10:00,50.1,50,217,214,FALSE
1/1/23 10:02,50,50.1,218,214,FALSE
1/1/23 10:04,49.7,50,216,215,FALSE
1/1/23 10:06,50.4,50,218,215,FALSE
1/1/23 10:08,50.1,50.1,218,214,FALSE
1/1/23 10:10,49.7,49.9,217,214,FALSE
1/1/23 10:12,49.9,50.3,215,214,FALSE
1/1/23 10:14,50,49.8,217,214,FALSE
1/1/23 10:16,49.8,49.7,217,214,FALSE
1/1/23 10:18,49.9,49.8,219,215,FALSE
1/1/23 10:20,49.9,50.1,216,216,FALSE
1/1/23 10:22,49.9,49.7,216,215,FALSE
1/1/23 10:24,49.6,49.7,220,214,FALSE
1/1/23 10:26,49.8,50.1,219,214,FALSE
1/1/23 10:28,49.7,49.9,218,214,FALSE
1/1/23 10:30,49.8,49.8,217,214,FALSE
1/1/23 10:32,50.4,50.4,219,211,FALSE
1/1/23 10:34,49.9,50,219,214,FALSE
1/1/23 10:36,50,50,219,214,FALSE
1/1/23 10:38,49.9,49.8,218,214,FALSE
1/1/23 10:40,49.9,49.6,220,209,FALSE
1/1/23 10:42,50,50.2,221,214,FALSE
1/1/23 10:44,49.9,50,219,215,FALSE
1/1/23 10:46,50.1,49.8,216,216,FALSE
1/1/23 10:48,50.2,50.2,219,214,FALSE
1/1/23 10:50,49.9,50,222,209,FALSE
1/1/23 10:52,49.8,50,221,214,FALSE
1/1/23 10:54,50,50,219,212,FALSE
1/1/23 10:56,49.9,49.9,220,214,FALSE
1/1/23 10:58,49.9,50.2,221,214,FALSE
1/1/23 11:00,50.1,50,221,214,FALSE
1/1/23 11:02,50.1,50.1,221,214,FALSE
1/1/23 11:04,50,50,219,211,FALSE
1/1/23 11:06,49.7,49.5,220,212,FALSE
1/1/23 11:08,50.1,49.9,220,211,FALSE
1/1/23 11:10,50,50,220,214,FALSE
1/1/23 11:12,49.8,49.9,220,212,FALSE
1/1/23 11:14,49.9,49.9,221,212,FALSE
1/1/23 11:16,50.1,50.1,219,213,FALSE
1/1/23 11:18,49.9,50,218,212,FALSE
1/1/23 11:20,49.8,49.9,217,212,FALSE
1/1/23 11:22,50,49.8,218,212,FALSE
1/1/23 11:24,49.7,49.7,216,212,FALSE
1/1/23 11:26,49.7,49.6,215,212,FALSE
1/1/23 11:28,49.8,49.8,214,212,FALSE
1/1/23 11:30,49.9,49.9,216,213,FALSE
1/1/23 11:32,50.3,50.1,217,213,FALSE
1/1/23 11:34,50.2,50.1,216,213,FALSE
1/1/23 11:36,50,50,215,213,FALSE
1/1/23 11:38,49.7,49.7,217,214,FALSE
1/1/23 11:40,49.8,49.8,217,214,FALSE
1/1/23 11:42,49.8,49.7,217,212,FALSE
1/1/23 11:44,50,50,218,213,FALSE
1/1/23 11:46,50,49.8,219,213,FALSE
1/1/23 11:48,49.9,50,221,214,FALSE
1/1/23 11:50,49.6,49.6,221,212,FALSE
1/1/23 11:52,49.8,49.9,221,213,FALSE
1/1/23 11:54,49.8,49.8,221,214,FALSE
1/1/23 11:56,50.1,49.9,221,213,FALSE
1/1/23 11:58,49.8,49.8,221,214,FALSE
1/1/23 12:00,49.8,49.8,216,215,FALSE
1/1/23 12:02,49.9,49.9,218,214,FALSE
1/1/23 12:04,49.8,50,217,214,FALSE
1/1/23 12:06,49.8,49.9,217,214,FALSE
1/1/23 12:08,49.9,50,218,214,FALSE
1/1/23 12:10,49.9,49.8,216,214,FALSE
1/1/23 12:12,50,49.7,218,213,FALSE
1/1/23 12:14,49.9,50.1,218,213,FALSE
1/1/23 12:16,49.8,50,219,212,FALSE
1/1/23 12:18,50.1,50,216,213,FALSE
1/1/23 12:20,50.1,49.9,221,214,FALSE
1/1/23 12:22,49.7,49.8,221,214,FALSE
1/1/23 12:24,50,49.8,221,213,FALSE
1/1/23 12:26,50,50,219,214,FALSE
1/1/23 12:28,50,50.1,221,214,FALSE
1/1/23 12:30,49.5,49.8,220,214,FALSE
1/1/23 12:32,49.8,49.8,220,213,FALSE
1/1/23 12:34,50,50.1,219,211,FALSE
1/1/23 12:36,49.7,49.6,221,211,FALSE
1/1/23 12:38,49.9,49.8,221,213,FALSE
1/1/23 12:40,49.8,50,215,214,FALSE
1/1/23 12:42,50.2,50.1,217,214,FALSE
1/1/23 12:44,50.2,50,219,214,FALSE
1/1/23 12:46,49.7,50,216,217,FALSE
1/1/23 12:48,50.2,50.2,216,215,FALSE
1/1/23 12:50,50,50,214,215,FALSE
1/1/23 12:52,50.1,50.1,216,215,FALSE
1/1/23 12:54,49.8,50,218,214,FALSE
1/1/23 12:56,50,50,213,217,FALSE
1/1/23 12:58,49.9,49.9,217,214,FALSE
1/1/23 13:00,50.2,50.1,214,211,FALSE
1/1/23 13:02,49.8,49.9,216,215,FALSE
1/1/23 13:04,50,49.8,216,216,FALSE
1/1/23 13:06,50,49.8,219,213,FALSE
1/1/23 13:08,49.6,49.8,219,210,FALSE
1/1/23 13:10,50,49.8,219,211,FALSE
1/1/23 13:12,50,50,221,208,FALSE
1/1/23 13:14,50.1,50,221,209,FALSE
1/1/23 13:16,49.9,50.3,219,210,FALSE
1/1/23 13:18,49.9,49.7,221,209,FALSE
1/1/23 13:20,50.1,50.1,222,210,FALSE
1/1/23 13:22,49.8,49.8,219,207,FALSE
1/1/23 13:24,49.4,49.6,216,209,FALSE
1/1/23 13:26,49.7,49.7,219,209,FALSE
1/1/23 13:28,49.6,49.7,219,208,FALSE
1/1/23 13:30,49.6,49.8,221,211,FALSE
1/1/23 13:32,49.8,49.9,216,214,FALSE
1/1/23 13:34,50,49.9,216,214,FALSE
1/1/23 13:36,49.6,49.7,216,213,FALSE
1/1/23 13:38,49.7,49.8,214,211,FALSE
1/1/23 13:40,49.7,49.8,216,211,FALSE
1/1/23 13:42,49.9,49.9,216,214,FALSE
1/1/23 13:44,50.3,50.4,219,212,FALSE
1/1/23 13:46,50,49.8,216,214,FALSE
1/1/23 13:48,49.9,50,216,214,FALSE
1/1/23 13:50,49.8,49.7,221,213,FALSE
1/1/23 13:52,50,49.9,220,214,FALSE
1/1/23 13:54,50,50,221,214,FALSE
1/1/23 13:56,50.1,50.1,221,214,FALSE
1/1/23 13:58,50.3,50.1,221,213,FALSE
1/1/23 14:00,50.1,50.1,222,215,FALSE
1/1/23 14:02,50,49.9,222,213,FALSE
1/1/23 14:04,50.1,50,219,214,FALSE
1/1/23 14:06,50,49.9,219,214,FALSE
1/1/23 14:08,50,50,221,214,FALSE
1/1/23 14:10,49.8,49.8,221,214,FALSE
1/1/23 14:12,49.9,49.7,221,211,FALSE
1/1/23 14:14,49.9,49.8,220,214,FALSE
1/1/23 14:16,49.9,49.9,222,214,FALSE
1/1/23 14:18,50.1,50.1,220,213,FALSE
1/1/23 14:20,49.9,50.1,221,214,FALSE
1/1/23 14:22,49.8,50,216,213,FALSE
1/1/23 14:24,50,50,220,215,FALSE
1/1/23 14:26,49.8,49.8,220,214,FALSE
1/1/23 14:28,50.1,50,221,213,FALSE
1/1/23 14:30,50.1,50,220,214,FALSE
1/1/23 14:32,50.1,50.1,217,216,FALSE
1/1/23 14:34,50,50,221,214,FALSE
1/1/23 14:36,50,50,221,216,FALSE
1/1/23 14:38,49.9,49.9,219,214,FALSE
1/1/23 14:40,49.9,49.8,219,214,FALSE
1/1/23 14:42,49.6,49.8,219,213,FALSE
1/1/23 14:44,50.4,50.5,219,215,FALSE
1/1/23 14:46,50.2,50.3,219,214,FALSE
1/1/23 14:48,49.8,50,218,215,FALSE
1/1/23 14:50,50,49.9,222,216,FALSE
1/1/23 14:52,49.9,49.9,219,212,FALSE
1/1/23 14:54,49.9,49.9,218,211,FALSE
1/1/23 14:56,49.6,49.6,216,211,FALSE
1/1/23 14:58,49.9,49.9,217,211,FALSE
1/1/23 15:00,50.1,50,215,211,FALSE
1/1/23 15:02,50,49.9,214,211,FALSE
1/1/23 15:04,49.8,49.8,214,210,FALSE
1/1/23 15:06,49.6,49.7,212,210,FALSE
1/1/23 15:08,49.8,49.7,215,210,FALSE
1/1/23 15:10,50,50,213,211,FALSE
1/1/23 15:12,49.6,49.6,214,209,FALSE
1/1/23 15:14,49.9,49.8,214,211,FALSE
1/1/23 15:16,50.1,50.1,214,210,FALSE
1/1/23 15:18,50,49.9,217,209,FALSE
1/1/23 15:20,50.2,50.2,218,204,FALSE
1/1/23 15:22,50.2,50.2,215,203,FALSE
1/1/23 15:24,50,50.1,223,207,FALSE
1/1/23 15:26,49.7,49.8,221,207,FALSE
1/1/23 15:28,49.9,50,217,204,FALSE
1/1/23 15:30,49.8,49.8,220,207,FALSE
1/1/23 15:32,50,49.9,220,207,FALSE
1/1/23 15:34,50,49.9,220,207,FALSE
1/1/23 15:36,50,49.9,219,212,FALSE
1/1/23 15:38,50.1,50.1,217,213,FALSE
1/1/23 15:40,49.7,49.8,214,209,FALSE
1/1/23 15:42,50.3,50.3,219,213,FALSE
1/1/23 15:44,50.1,50,216,211,FALSE
1/1/23 15:46,50,50,215,212,FALSE
1/1/23 15:48,49.7,49.6,216,211,FALSE
1/1/23 15:50,49.8,49.8,219,213,FALSE
1/1/23 15:52,50.1,50.1,219,214,FALSE
1/1/23 15:54,50,49.9,219,214,FALSE
1/1/23 15:56,50.2,50.1,218,215,FALSE
1/1/23 15:58,50.1,50.1,219,215,FALSE
1/1/23 16:00,50,50.1,219,215,FALSE
1/1/23 16:02,50.1,50.1,219,215,FALSE
1/1/23 16:04,50.5,50.3,217,216,FALSE
1/1/23 16:06,49.8,49.7,221,214,FALSE
1/1/23 16:08,50.1,49.9,223,214,FALSE
1/1/23 16:10,49.8,49.6,221,214,FALSE
1/1/23 16:12,50,50,219,214,FALSE
1/1/23 16:14,50,49.9,223,214,FALSE
1/1/23 16:16,49.8,49.6,216,210,FALSE
1/1/23 16:18,50,49.7,218,211,FALSE
1/1/23 16:20,50,50.2,218,212,FALSE
1/1/23 16:22,49.8,49.7,220,211,FALSE
1/1/23 16:24,50,49.9,220,211,FALSE
1/1/23 16:26,49.5,49.5,214,211,FALSE
1/1/23 16:28,49.8,50.2,213,211,FALSE
1/1/23 16:30,49.9,50,214,213,FALSE
1/1/23 16:32,49.6,49.8,214,212,FALSE
1/1/23 16:34,49.6,49.8,214,212,FALSE
1/1/23 16:36,49.7,49.8,212,211,FALSE
1/1/23 16:38,49.9,49.8,214,215,FALSE
1/1/23 16:40,50,50,215,218,FALSE
1/1/23 16:42,50,50.1,218,218,FALSE
1/1/23 16:44,49.9,50,218,215,FALSE
1/1/23 16:46,50.2,50.2,218,216,FALSE
1/1/23 16:48,50,50,221,214,FALSE
1/1/23 16:50,49.8,49.9,220,212,FALSE
1/1/23 16:52,49.8,49.8,214,216,FALSE
1/1/23 16:54,49.8,49.7,216,214,FALSE
1/1/23 16:56,50,49.9,221,215,FALSE
1/1/23 16:58,50,50,221,214,FALSE
1/1/23 17:00,50,50,222,214,FALSE
1/1/23 17:02,50,50,219,214,FALSE
1/1/23 17:04,50,49.7,219,215,FALSE
1/1/23 17:06,50,49.9,219,216,FALSE
1/1/23 17:08,50,50.1,220,214,FALSE
1/1/23 17:10,49.8,50,216,211,FALSE
1/1/23 17:12,49.6,49.7,218,214,FALSE
1/1/23 17:14,50,50,217,214,FALSE
1/1/23 17:16,49.7,49.7,219,214,FALSE
1/1/23 17:18,50,50,215,214,FALSE
1/1/23 17:20,49.9,49.9,218,214,FALSE
1/1/23 17:22,49.9,49.8,217,215,FALSE
1/1/23 17:24,49.8,49.8,218,215,FALSE
1/1/23 17:26,50.1,50.1,219,215,FALSE
1/1/23 17:28,50,50.2,218,214,FALSE
1/1/23 17:30,49.9,49.9,220,214,FALSE
1/1/23 17:32,49.8,49.8,220,214,FALSE
1/1/23 17:34,49.9,49.9,221,214,FALSE
1/1/23 17:36,49.8,49.9,221,214,FALSE
1/1/23 17:38,50,49.8,222,214,FALSE
