"Time","Frequency 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Frequency C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)","Voltage 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Voltage C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)"
2023-08-13 00:00:00,50.5,50.5,218,221
2023-08-13 00:02:00,50.7,50.7,214,217
2023-08-13 00:04:00,50.7,50.8,215,218
2023-08-13 00:06:00,50.6,50.7,215,217
2023-08-13 00:08:00,50.6,50.6,214,217
2023-08-13 00:10:00,50.6,50.6,216,220
2023-08-13 00:12:00,50.4,50.4,218,221
2023-08-13 00:14:00,50.6,50.6,218,220
2023-08-13 00:16:00,50.5,50.5,215,219
2023-08-13 00:18:00,50.6,50.6,218,220
2023-08-13 00:20:00,50.5,50.5,218,220
2023-08-13 00:22:00,50.7,50.8,216,219
2023-08-13 00:24:00,50.5,50.5,216,220
2023-08-13 00:26:00,50.6,50.6,219,221
2023-08-13 00:28:00,50.8,50.8,218,221
2023-08-13 00:30:00,50.4,50.4,216,220
2023-08-13 00:32:00,50.7,50.7,219,221
2023-08-13 00:34:00,50.7,50.6,219,221
2023-08-13 00:36:00,50.6,50.7,217,220
2023-08-13 00:38:00,50.7,50.8,216,219
2023-08-13 00:40:00,50.6,50.6,219,221
2023-08-13 00:42:00,50.8,50.8,218,221
2023-08-13 00:44:00,50.8,50.9,218,221
2023-08-13 00:46:00,50.6,50.6,221,223
2023-08-13 00:48:00,50.6,50.5,221,223
2023-08-13 00:50:00,50.4,50.4,218,221
2023-08-13 00:52:00,50.7,50.7,220,223
2023-08-13 00:54:00,50.8,50.8,222,224
2023-08-13 00:56:00,50.6,50.6,219,223
2023-08-13 00:58:00,50.7,50.6,220,223
2023-08-13 01:00:00,50.8,50.7,221,224
2023-08-13 01:02:00,50.7,50.8,221,224
2023-08-13 01:04:00,50.7,50.7,221,224
2023-08-13 01:06:00,50.6,50.7,222,225
2023-08-13 01:08:00,50.7,50.7,222,224
2023-08-13 01:10:00,50.7,50.8,221,225
2023-08-13 01:12:00,50.6,50.6,222,225
2023-08-13 01:14:00,50.8,50.8,221,225
2023-08-13 01:16:00,50.5,50.5,221,224
2023-08-13 01:18:00,50.6,50.6,222,226
2023-08-13 01:20:00,50.7,50.6,223,226
2023-08-13 01:22:00,50.9,50.9,222,226
2023-08-13 01:24:00,50.6,50.7,222,226
2023-08-13 01:26:00,50.9,50.8,223,226
2023-08-13 01:28:00,50.7,50.7,223,226
2023-08-13 01:30:00,50.6,50.6,221,225
2023-08-13 01:32:00,50.5,50.5,222,226
2023-08-13 01:34:00,50.7,50.6,223,226
2023-08-13 01:36:00,50.8,50.8,223,226
2023-08-13 01:38:00,50.8,50.8,223,227
2023-08-13 01:40:00,50.7,50.7,223,226
2023-08-13 01:42:00,50.4,50.4,223,226
2023-08-13 01:44:00,50.5,50.5,220,224
2023-08-13 01:46:00,50.6,50.6,223,226
2023-08-13 01:48:00,50.8,50.8,223,226
2023-08-13 01:50:00,50.7,50.7,222,225
2023-08-13 01:52:00,50.7,50.8,222,225
2023-08-13 01:54:00,50.7,50.7,223,226
2023-08-13 01:56:00,50.7,50.7,222,226
2023-08-13 01:58:00,50.6,50.6,221,226
2023-08-13 02:00:00,50.4,50.4,223,225
2023-08-13 02:02:00,50.6,50.6,223,226
2023-08-13 02:04:00,50.7,50.7,222,225
2023-08-13 02:06:00,50.6,50.6,224,226
2023-08-13 02:08:00,50.7,50.7,224,226
2023-08-13 02:10:00,50.4,50.4,223,226
2023-08-13 02:12:00,50.5,50.5,223,226
2023-08-13 02:14:00,50.9,50.8,225,227
2023-08-13 02:16:00,50.8,50.7,223,226
2023-08-13 02:18:00,50.8,50.9,223,227
2023-08-13 02:20:00,50.6,50.6,225,228
2023-08-13 02:22:00,50.8,50.8,226,228
2023-08-13 02:24:00,50.9,50.8,224,227
2023-08-13 02:26:00,50.4,50.4,226,228
2023-08-13 02:28:00,50.2,50.2,226,228
2023-08-13 02:30:00,50.2,50.2,224,228
2023-08-13 02:32:00,50.3,50.3,224,228
2023-08-13 02:34:00,50.1,50.1,226,228
2023-08-13 02:36:00,50.0,50.0,223,227
2023-08-13 02:38:00,50.1,50.1,223,227
2023-08-13 02:40:00,50.2,50.2,225,228
2023-08-13 02:42:00,50.3,50.4,224,228
2023-08-13 02:44:00,50.2,50.2,224,228
2023-08-13 02:46:00,50.3,50.3,225,228
2023-08-13 02:48:00,50.3,50.3,226,228
2023-08-13 02:50:00,50.1,50.1,223,228
2023-08-13 02:52:00,50.0,50.1,223,228
2023-08-13 02:54:00,50.2,50.2,225,228
2023-08-13 02:56:00,50.3,50.3,226,229
2023-08-13 02:58:00,50.2,50.1,224,228
2023-08-13 03:00:00,50.2,50.1,224,228
2023-08-13 03:02:00,49.9,50.0,226,229
2023-08-13 03:04:00,50.2,50.2,224,228
2023-08-13 03:06:00,50.0,50.0,223,226
2023-08-13 03:08:00,50.3,50.2,225,228
2023-08-13 03:10:00,50.3,50.3,225,228
2023-08-13 03:12:00,50.3,50.4,223,228
2023-08-13 03:14:00,50.3,50.4,226,228
2023-08-13 03:16:00,50.2,50.2,226,229
2023-08-13 03:18:00,50.1,50.1,223,228
2023-08-13 03:20:00,50.3,50.3,224,228
2023-08-13 03:22:00,50.3,50.3,226,228
2023-08-13 03:24:00,50.2,50.2,225,228
2023-08-13 03:26:00,50.4,50.4,223,228
2023-08-13 03:28:00,50.2,50.2,226,229
2023-08-13 03:30:00,50.4,50.4,226,228
2023-08-13 03:32:00,50.3,50.3,224,228
2023-08-13 03:34:00,50.2,50.2,224,228
2023-08-13 03:36:00,50.4,50.3,226,228
2023-08-13 03:38:00,50.2,50.2,224,228
2023-08-13 03:40:00,50.2,50.3,226,230
2023-08-13 03:42:00,50.4,50.4,227,230
2023-08-13 03:44:00,50.3,50.3,227,230
2023-08-13 03:46:00,50.1,50.1,226,229
2023-08-13 03:48:00,50.3,50.3,227,229
2023-08-13 03:50:00,50.4,50.3,227,230
2023-08-13 03:52:00,50.3,50.3,227,230
2023-08-13 03:54:00,50.3,50.3,228,231
2023-08-13 03:56:00,50.2,50.2,228,231
2023-08-13 03:58:00,50.2,50.3,227,230
2023-08-13 04:00:00,50.2,50.2,227,230
2023-08-13 04:02:00,50.3,50.3,230,232
2023-08-13 04:04:00,50.3,50.3,229,232
2023-08-13 04:06:00,50.1,50.2,227,231
2023-08-13 04:08:00,49.9,49.9,225,228
2023-08-13 04:10:00,50.1,50.2,226,229
2023-08-13 04:12:00,50.2,50.2,225,228
2023-08-13 04:14:00,50.1,50.1,225,228
2023-08-13 04:16:00,50.1,50.1,227,229
2023-08-13 04:18:00,50.1,50.1,226,228
2023-08-13 04:20:00,50.0,49.9,223,227
2023-08-13 04:22:00,50.1,50.0,225,228
2023-08-13 04:24:00,49.9,49.9,223,225
2023-08-13 04:26:00,50.1,50.1,223,226
2023-08-13 04:28:00,49.9,50.0,222,226
2023-08-13 04:30:00,50.1,50.1,224,226
2023-08-13 04:32:00,50.0,50.0,223,226
2023-08-13 04:34:00,49.8,49.8,222,225
2023-08-13 04:36:00,50.0,49.9,223,226
2023-08-13 04:38:00,50.1,50.0,223,226
2023-08-13 04:40:00,50.1,50.1,222,226
2023-08-13 04:42:00,50.1,50.1,222,226
2023-08-13 04:44:00,50.2,50.2,225,227
2023-08-13 04:46:00,50.0,50.0,223,226
2023-08-13 04:48:00,50.1,50.1,223,226
2023-08-13 04:50:00,50.2,50.2,225,227
2023-08-13 04:52:00,50.0,49.9,223,226
2023-08-13 04:54:00,50.3,50.3,222,226
2023-08-13 04:56:00,50.0,50.0,224,227
2023-08-13 04:58:00,50.2,50.2,224,227
2023-08-13 05:00:00,50.3,50.3,223,226
2023-08-13 05:02:00,50.2,50.2,223,226
2023-08-13 05:04:00,50.0,50.0,221,223
2023-08-13 05:06:00,50.0,50.0,219,222
2023-08-13 05:08:00,50.1,50.1,219,222
2023-08-13 05:10:00,50.0,50.0,221,224
2023-08-13 05:12:00,50.2,50.1,221,224
2023-08-13 05:14:00,50.0,50.0,220,223
2023-08-13 05:16:00,49.9,49.9,220,223
2023-08-13 05:18:00,50.0,50.0,220,223
2023-08-13 05:20:00,50.1,50.1,217,221
2023-08-13 05:22:00,50.1,50.0,218,222
2023-08-13 05:24:00,50.1,50.1,220,223
2023-08-13 05:26:00,49.9,50.0,221,223
2023-08-13 05:28:00,49.9,50.0,221,224
2023-08-13 05:30:00,50.1,50.1,223,225
2023-08-13 05:32:00,50.1,50.1,223,226
2023-08-13 05:34:00,50.0,50.0,221,224
2023-08-13 05:36:00,50.0,49.9,219,223
2023-08-13 05:38:00,50.0,50.0,221,224
2023-08-13 05:40:00,50.0,50.0,219,223
2023-08-13 05:42:00,50.0,49.9,219,223
2023-08-13 05:44:00,49.8,49.8,220,223
2023-08-13 05:46:00,49.8,49.8,221,223
2023-08-13 05:48:00,50,50.0,219,223
2023-08-13 05:50:00,50.0,50.1,220,223
2023-08-13 05:52:00,49.8,49.8,221,224
2023-08-13 05:54:00,49.8,49.8,217,221
2023-08-13 05:56:00,50.0,50.0,215,219
2023-08-13 05:58:00,49.9,49.9,216,220
2023-08-13 06:00:00,49.8,49.9,219,221
2023-08-13 06:02:00,49.8,49.7,218,221
2023-08-13 06:04:00,49.9,49.9,220,222
2023-08-13 06:06:00,49.9,49.8,213,215
2023-08-13 06:08:00,50.0,50.0,219,223
2023-08-13 06:10:00,50.0,50.0,218,222
2023-08-13 06:12:00,49.9,49.9,219,221
2023-08-13 06:14:00,49.8,49.8,217,221
2023-08-13 06:16:00,49.9,49.9,219,222
2023-08-13 06:18:00,49.7,49.8,217,220
2023-08-13 06:20:00,50.0,50.0,219,222
2023-08-13 06:22:00,49.7,49.7,214,219
2023-08-13 06:24:00,50.0,50.1,215,219
2023-08-13 06:26:00,50.1,50.2,216,219
2023-08-13 06:28:00,49.7,49.8,216,220
2023-08-13 06:30:00,50.1,50.1,214,218
2023-08-13 06:32:00,49.9,50.0,214,218
2023-08-13 06:34:00,50.2,50.2,217,221
2023-08-13 06:36:00,49.7,49.9,216,220
2023-08-13 06:38:00,50.1,50.1,215,219
2023-08-13 06:40:00,50.0,50.1,216,219
2023-08-13 06:42:00,50.1,50.2,216,218
2023-08-13 06:44:00,50.1,50.2,219,221
2023-08-13 06:46:00,50.3,50.3,219,223
2023-08-13 06:48:00,50.0,50.0,211,214
2023-08-13 06:50:00,49.8,49.9,216,219
2023-08-13 06:52:00,50.3,50.3,215,219
2023-08-13 06:54:00,50.1,50.1,216,218
2023-08-13 06:56:00,50.1,50.1,214,217
