"Time","Frequency C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)","Voltage C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)"
2024-07-01 00:00:00,50.1,221
2024-07-01 00:02:00,50.1,222
2024-07-01 00:04:00,50.2,221
2024-07-01 00:06:00,50.1,221
2024-07-01 00:08:00,50.1,221
2024-07-01 00:10:00,50.2,226
2024-07-01 00:12:00,50.1,224
2024-07-01 00:14:00,50.1,224
2024-07-01 00:16:00,50.0,223
2024-07-01 00:18:00,50.4,223
2024-07-01 00:20:00,50.4,222
2024-07-01 00:22:00,50.0,223
2024-07-01 00:24:00,50.3,222
2024-07-01 00:26:00,50.2,223
2024-07-01 00:28:00,50.0,221
2024-07-01 00:30:00,50.1,223
2024-07-01 00:32:00,50.2,223
2024-07-01 00:34:00,50.2,223
2024-07-01 00:36:00,50.3,221
2024-07-01 00:38:00,50.1,222
2024-07-01 00:40:00,50.1,223
2024-07-01 00:42:00,50.1,224
2024-07-01 00:44:00,50.2,223
2024-07-01 00:46:00,50.2,223
2024-07-01 00:48:00,50.2,223
2024-07-01 00:50:00,50.2,223
2024-07-01 00:52:00,50.1,223
2024-07-01 00:54:00,50.2,223
2024-07-01 00:56:00,49.9,223
2024-07-01 00:58:00,50.2,223
2024-07-01 01:00:00,50.1,224
2024-07-01 01:02:00,50.2,223
2024-07-01 01:04:00,50.1,224
2024-07-01 01:06:00,50.4,226
2024-07-01 01:08:00,50.3,225
2024-07-01 01:10:00,50.3,225
2024-07-01 01:12:00,50.2,224
2024-07-01 01:14:00,50.2,225
2024-07-01 01:16:00,50.1,223
2024-07-01 01:18:00,50.1,224
2024-07-01 01:20:00,50.2,225
2024-07-01 01:22:00,50.2,224
2024-07-01 01:24:00,50.2,223
2024-07-01 01:26:00,50.2,224
2024-07-01 01:28:00,50.1,224
2024-07-01 01:30:00,50.2,225
2024-07-01 01:32:00,50.2,222
2024-07-01 01:34:00,50.1,224
2024-07-01 01:36:00,50.3,225
