"Time","Frequency 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Frequency C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)","Voltage 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Voltage C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)"
2024-12-23 00:00:00,49.9,50.5,228,216
2024-12-23 00:02:00,50.1,50.3,228,216
2024-12-23 00:04:00,49.9,50.5,228,217
2024-12-23 00:06:00,50.1,50.1,228,217
2024-12-23 00:08:00,50.0,50.1,227,216
2024-12-23 00:10:00,50.2,50.0,228,216
2024-12-23 00:12:00,50.2,49.9,227,218
2024-12-23 00:14:00,50.0,50.1,228,218
2024-12-23 00:16:00,49.8,50.1,227,217
2024-12-23 00:18:00,49.9,50.0,228,216
2024-12-23 00:20:00,49.8,50.1,227,219
2024-12-23 00:22:00,50.0,50.1,228,219
2024-12-23 00:24:00,50.1,50.2,228,219
2024-12-23 00:26:00,50.3,50.0,228,221
2024-12-23 00:28:00,50.0,50.2,227,221
2024-12-23 00:30:00,49.8,50.1,228,219
2024-12-23 00:32:00,50.1,50.2,228,219
2024-12-23 00:34:00,50.0,50.1,227,219
2024-12-23 00:36:00,50.2,50.1,227,221
2024-12-23 00:38:00,50.0,50,228,221
2024-12-23 00:40:00,50.2,50.1,227,219
2024-12-23 00:42:00,50.0,50.1,227,219
2024-12-23 00:44:00,50.0,50.0,227,221
2024-12-23 00:46:00,49.7,49.9,228,216
2024-12-23 00:48:00,50.0,50.2,227,221
2024-12-23 00:50:00,50.1,49.9,227,220
2024-12-23 00:52:00,50.2,50.2,227,221
2024-12-23 00:54:00,50.0,50.0,227,221
2024-12-23 00:56:00,50.1,50.0,228,221
2024-12-23 00:58:00,50.0,50.0,227,220
2024-12-23 01:00:00,50.3,50.1,228,221
2024-12-23 01:02:00,50.0,50.1,227,222
2024-12-23 01:04:00,50.2,50.1,227,221
2024-12-23 01:06:00,50.0,50.1,227,219
2024-12-23 01:08:00,50.1,50.1,227,221
2024-12-23 01:10:00,49.8,49.9,227,221
2024-12-23 01:12:00,50.0,50.1,227,221
2024-12-23 01:14:00,49.7,50.0,227,221
2024-12-23 01:16:00,49.8,50.0,227,221
2024-12-23 01:18:00,49.8,50.1,227,223
2024-12-23 01:20:00,50.1,50.1,227,222
2024-12-23 01:22:00,99.4,50.0,227,221
2024-12-23 01:24:00,50.3,50.2,227,222
2024-12-23 01:26:00,49.9,50.1,227,222
