"Time","Frequency 25F7F910 (Hgr Beni - Gen area)","Frequency D10C8B91 (Hgr Beni - Lab)","Voltage 25F7F910 (Hgr Beni - Gen area)","Voltage D10C8B91 (Hgr Beni - Lab)"
2023-01-23 15:16:00,50.0,49.9,220,221
2023-01-23 15:18:00,50.0,50.0,219,219
2023-01-23 15:20:00,49.9,49.9,216,215
2023-01-23 15:22:00,49.7,49.7,218,218
2023-01-23 15:24:00,49.6,49.7,220,220
2023-01-23 15:26:00,49.7,49.7,219,220
2023-01-23 15:28:00,50.0,50.0,221,221
2023-01-23 15:30:00,49.6,49.6,219,218
2023-01-23 15:32:00,49.6,49.6,217,216
2023-01-23 15:34:00,50.2,50.3,222,222
2023-01-23 15:36:00,49.9,49.9,221,221
2023-01-23 15:38:00,49.7,49.6,220,219
2023-01-23 15:40:00,50.1,50.2,218,216
2023-01-23 15:42:00,49.8,49.8,221,221
2023-01-23 15:44:00,49.7,49.6,221,221
2023-01-23 15:46:00,50.2,50.1,221,220
2023-01-23 15:48:00,49.9,49.9,219,219
2023-01-23 15:50:00,49.9,50.0,224,223
2023-01-23 15:52:00,49.5,49.4,220,219
2023-01-23 15:54:00,49.8,49.9,221,221
2023-01-23 15:56:00,49.8,49.7,221,221
2023-01-23 15:58:00,49.8,49.8,223,223
2023-01-23 16:00:00,49.9,50.0,220,220
2023-01-23 16:02:00,50.0,50.0,219,219
2023-01-23 16:04:00,50.1,50.2,223,223
2023-01-23 16:06:00,49.8,49.8,226,225
2023-01-23 16:08:00,49.6,49.6,221,220
2023-01-23 16:10:00,49.6,49.7,217,217
2023-01-23 16:12:00,49.6,49.5,223,223
2023-01-23 16:14:00,50.0,50,223,223
2023-01-23 16:16:00,50.2,50.3,222,221
2023-01-23 16:18:00,50.1,50.2,223,222
2023-01-23 16:20:00,49.8,49.8,217,216
2023-01-23 16:22:00,50.0,49.9,218,218
2023-01-23 16:24:00,50.1,50.2,226,226
2023-01-23 16:26:00,49.8,49.8,221,221
2023-01-23 16:28:00,50.2,50.4,223,224
2023-01-23 16:30:00,49.9,50.0,224,223
2023-01-23 16:32:00,50.0,50.1,222,222
2023-01-23 16:34:00,50.0,49.9,220,219
2023-01-23 16:36:00,50.0,49.9,219,219
2023-01-23 16:38:00,49.6,49.6,220,219
2023-01-23 16:40:00,50.1,50.1,217,216
2023-01-23 16:42:00,50.0,50.0,226,225
2023-01-23 16:44:00,50.0,50.1,217,216
2023-01-23 16:46:00,50.3,50.3,222,221
2023-01-23 16:48:00,50.1,50.1,223,223
2023-01-23 16:50:00,49.7,49.7,222,221
2023-01-23 16:52:00,50.1,50.0,212,211
2023-01-23 16:54:00,50.2,50.2,219,219
2023-01-23 16:56:00,50.2,50.2,214,214
2023-01-23 16:58:00,50.2,50.2,220,220
2023-01-23 17:00:00,50.0,50.1,221,221
2023-01-23 17:02:00,50.3,50.3,221,220
2023-01-23 17:04:00,50.3,50.3,223,223
2023-01-23 17:06:00,49.9,49.9,219,219
2023-01-23 17:08:00,49.8,49.8,220,219
2023-01-23 17:10:00,50.1,50.1,221,221
2023-01-23 17:12:00,49.8,49.8,218,217
2023-01-23 17:14:00,49.8,49.8,220,219
2023-01-23 17:16:00,50.3,50.3,221,221
2023-01-23 17:18:00,50.0,49.9,223,223
2023-01-23 17:20:00,49.8,49.7,221,220
2023-01-23 17:22:00,49.7,49.7,219,219
2023-01-23 17:24:00,49.9,49.8,216,216
2023-01-23 17:26:00,50.0,50.1,219,219
2023-01-23 17:28:00,50.0,50.0,217,217
2023-01-23 17:30:00,49.9,50.0,220,220
2023-01-23 17:32:00,50.1,50.1,219,219
2023-01-23 17:34:00,50.2,50.1,221,221
2023-01-23 17:36:00,50.0,49.9,221,221
2023-01-23 17:38:00,49.9,49.9,223,223
2023-01-23 17:40:00,49.9,49.9,221,221
2023-01-23 17:42:00,49.9,49.9,221,221
2023-01-23 17:44:00,50.0,50.1,223,223
2023-01-23 17:46:00,50.3,50.3,223,222
2023-01-23 17:48:00,50.1,50.1,222,222
2023-01-23 17:50:00,49.7,49.7,221,221
2023-01-23 17:52:00,49.9,49.9,223,223
2023-01-23 17:54:00,50.0,50.0,221,221
2023-01-23 17:56:00,49.8,49.9,216,216
2023-01-23 17:58:00,49.9,49.9,218,219
2023-01-23 18:00:00,50.0,50.0,223,223
2023-01-23 18:02:00,49.9,49.9,221,221
2023-01-23 18:04:00,50.1,50.1,214,212
2023-01-23 18:06:00,49.9,49.8,222,222
2023-01-23 18:08:00,50.0,50.1,219,219
2023-01-23 18:10:00,50.0,50.0,219,218
2023-01-23 18:12:00,49.9,49.9,222,222
2023-01-23 18:14:00,50.2,50.2,221,221
2023-01-23 18:16:00,50.0,50.0,218,218
2023-01-23 18:18:00,50.0,49.9,219,219
2023-01-23 18:20:00,49.8,49.8,220,220
2023-01-23 18:22:00,50.0,50.0,221,221
2023-01-23 18:24:00,50.2,50.2,219,219
2023-01-23 18:26:00,49.8,49.8,219,218
2023-01-23 18:28:00,49.9,49.9,221,220
2023-01-23 18:30:00,49.9,49.8,219,219
2023-01-23 18:32:00,49.8,49.8,216,216
2023-01-23 18:34:00,49.7,49.6,219,218
2023-01-23 18:36:00,49.8,49.9,219,218
2023-01-23 18:38:00,49.8,49.8,219,219
2023-01-23 18:40:00,50.3,50.3,220,219
2023-01-23 18:42:00,50.3,50.4,216,216
2023-01-23 18:44:00,50.3,50.3,217,216
2023-01-23 18:46:00,49.8,49.8,219,219
2023-01-23 18:48:00,50.0,50.0,218,218
2023-01-23 18:50:00,49.7,49.7,217,216
2023-01-23 18:52:00,49.8,49.8,219,217
2023-01-23 18:54:00,49.9,49.9,219,219
2023-01-23 18:56:00,50.3,50.3,216,215
2023-01-23 18:58:00,49.9,49.9,217,217
2023-01-23 19:00:00,50.0,50.1,219,219
2023-01-23 19:02:00,50.0,50.0,219,219
2023-01-23 19:04:00,50.0,50.0,218,217
2023-01-23 19:06:00,49.9,49.9,217,217
2023-01-23 19:08:00,50.2,50.1,216,217
2023-01-23 19:10:00,50.0,50.1,218,219
2023-01-23 19:12:00,50.0,50.0,215,216
2023-01-23 19:14:00,49.9,49.9,219,219
2023-01-23 19:16:00,49.9,49.9,219,219
2023-01-23 19:18:00,50.0,49.9,217,217
2023-01-23 19:20:00,50.0,49.9,219,219
2023-01-23 19:22:00,49.9,49.9,220,219
2023-01-23 19:24:00,49.8,49.8,217,217
2023-01-23 19:26:00,49.9,50.0,216,216
2023-01-23 19:28:00,49.9,50.0,219,219
2023-01-23 19:30:00,49.8,49.8,219,219
2023-01-23 19:32:00,50.0,50.0,217,219
2023-01-23 19:34:00,50.0,50.0,219,219
2023-01-23 19:36:00,50.0,50.0,217,218
2023-01-23 19:38:00,50.0,50.0,220,219
2023-01-23 19:40:00,49.9,49.9,219,219
2023-01-23 19:42:00,49.8,49.8,219,218
2023-01-23 19:44:00,49.9,49.9,220,219
2023-01-23 19:46:00,49.9,49.9,219,219
2023-01-23 19:48:00,49.9,49.8,217,217
2023-01-23 19:50:00,49.8,49.8,219,219
2023-01-23 19:52:00,49.8,49.8,219,219
2023-01-23 19:54:00,50.0,50.0,218,218
2023-01-23 19:56:00,49.9,50.0,219,219
2023-01-23 19:58:00,50.1,50.1,220,220
2023-01-23 20:00:00,50.1,50.0,219,218
2023-01-23 20:02:00,49.9,49.9,219,219
2023-01-23 20:04:00,49.8,49.8,221,221
2023-01-23 20:06:00,49.8,49.8,221,221
2023-01-23 20:08:00,50.0,50.0,218,218
2023-01-23 20:10:00,49.8,49.7,220,219
2023-01-23 20:12:00,49.8,49.8,221,221
2023-01-23 20:14:00,49.9,49.9,221,221
2023-01-23 20:16:00,50.0,49.9,220,219
2023-01-23 20:18:00,49.9,49.9,221,220
2023-01-23 20:20:00,49.8,49.8,220,220
2023-01-23 20:22:00,49.8,49.9,221,221
2023-01-23 20:24:00,50.0,50.0,221,221
2023-01-23 20:26:00,50.0,50.0,221,221
2023-01-23 20:28:00,49.8,49.8,221,220
2023-01-23 20:30:00,49.9,49.9,221,221
2023-01-23 20:32:00,50.1,50.0,221,221
2023-01-23 20:34:00,50.0,50.0,220,220
2023-01-23 20:36:00,49.8,49.9,221,220
2023-01-23 20:38:00,50.0,50.0,221,221
2023-01-23 20:40:00,49.8,49.9,222,221
2023-01-23 20:42:00,49.7,49.8,221,221
2023-01-23 20:44:00,49.7,49.7,221,221
2023-01-23 20:46:00,49.8,49.9,221,221
2023-01-23 20:48:00,49.9,50.0,221,221
2023-01-23 20:50:00,49.9,49.9,222,221
2023-01-23 20:52:00,49.9,49.8,221,221
2023-01-23 20:54:00,49.9,49.9,219,219
2023-01-23 20:56:00,49.9,49.9,221,221
2023-01-23 20:58:00,49.9,49.9,221,221
2023-01-23 21:00:00,50.0,50.0,220,220
2023-01-23 21:02:00,50.0,50.0,222,222
2023-01-23 21:04:00,50.1,50.1,223,221
2023-01-23 21:06:00,50.0,50.0,223,221
2023-01-23 21:08:00,49.9,49.9,223,222
2023-01-23 21:10:00,49.9,49.9,223,223
2023-01-23 21:12:00,50.0,50.0,223,223
2023-01-23 21:14:00,50.0,50.0,223,223
2023-01-23 21:16:00,50.0,50.0,225,224
2023-01-23 21:18:00,50.0,49.9,223,223
2023-01-23 21:20:00,50.1,50.0,224,224
2023-01-23 21:22:00,50.0,49.9,224,223
2023-01-23 21:24:00,49.8,49.8,224,224
2023-01-23 21:26:00,49.9,49.8,224,224
2023-01-23 21:28:00,49.9,50.0,224,224
2023-01-23 21:30:00,49.9,49.9,225,225
2023-01-23 21:32:00,49.9,49.8,225,224
2023-01-23 21:34:00,50.0,49.9,226,226
2023-01-23 21:36:00,50.0,50.0,225,226
2023-01-23 21:38:00,49.9,50.0,224,224
2023-01-23 21:40:00,49.9,49.8,226,226
2023-01-23 21:42:00,49.8,49.8,226,226
2023-01-23 21:44:00,49.8,49.9,226,225
2023-01-23 21:46:00,49.9,50.0,226,226
2023-01-23 21:48:00,49.9,49.9,227,226
2023-01-23 21:50:00,49.7,49.7,227,227
2023-01-23 21:52:00,50.0,50.0,228,227
2023-01-23 21:54:00,50.0,50,227,227
2023-01-23 21:56:00,50.0,50.0,227,226
2023-01-23 21:58:00,49.9,49.9,227,227
2023-01-23 22:00:00,49.9,49.9,227,227
2023-01-23 22:02:00,49.8,49.9,228,227
2023-01-23 22:04:00,49.9,49.9,228,228
2023-01-23 22:06:00,50.1,50.1,228,227
2023-01-23 22:08:00,50.1,50.1,228,227
2023-01-23 22:10:00,50.0,50.0,228,228
2023-01-23 22:12:00,49.9,49.9,229,228
2023-01-23 22:14:00,49.9,50.0,228,228
2023-01-23 22:16:00,49.9,49.9,229,228
2023-01-23 22:18:00,50.0,50.0,228,228
2023-01-23 22:20:00,49.9,49.8,229,228
2023-01-23 22:22:00,49.9,49.8,229,228
2023-01-23 22:24:00,49.9,50.0,228,228
2023-01-23 22:26:00,49.8,49.6,228,228
2023-01-23 22:28:00,49.9,49.9,230,229
2023-01-23 22:30:00,49.7,49.7,229,228
2023-01-23 22:32:00,49.8,49.8,229,229
2023-01-23 22:34:00,50.1,50.1,231,231
2023-01-23 22:36:00,50.1,50.0,230,230
2023-01-23 22:38:00,49.9,49.9,230,230
2023-01-23 22:40:00,50.0,49.9,230,230
2023-01-23 22:42:00,49.9,49.9,231,231
2023-01-23 22:44:00,50.0,50.0,230,230
2023-01-23 22:46:00,49.9,49.9,230,230
2023-01-23 22:48:00,50.0,50.0,230,230
2023-01-23 22:50:00,50.0,50.0,231,230
2023-01-23 22:52:00,50.0,50.0,231,230
2023-01-23 22:54:00,50.0,50.0,231,230
2023-01-23 22:56:00,49.9,50.0,231,231
2023-01-23 22:58:00,3584,7874,0,0
2023-01-23 23:00:00,2320,51.0,0.707,247
2023-01-23 23:02:00,1093,51.2,0.707,248
2023-01-23 23:04:00,1009,51.3,0.707,250
2023-01-23 23:06:00,4926,51.2,0.707,249
2023-01-23 23:08:00,1972,51.1,0.707,249
2023-01-23 23:10:00,3937,51.3,0.707,250
2023-01-23 23:12:00,1064,51.3,0.707,249
2023-01-23 23:14:00,1404,51.2,0.707,249
2023-01-23 23:16:00,2179,51.1,0.707,249
2023-01-23 23:18:00,1233,51.1,0.707,249
2023-01-23 23:20:00,50.1,51.0,236,246
2023-01-23 23:22:00,49.4,51.1,239,249
2023-01-23 23:24:00,50.3,51.2,238,249
2023-01-23 23:26:00,49.7,51.2,236,249
2023-01-23 23:28:00,50.0,51.1,236,249
2023-01-23 23:30:00,50.2,51.1,236,249
2023-01-23 23:32:00,50.0,51.0,236,249
2023-01-23 23:34:00,49.8,51.0,235,249
2023-01-23 23:36:00,50.0,51.0,235,249
2023-01-23 23:38:00,49.9,51.2,235,250
2023-01-23 23:40:00,49.9,51.1,236,249
2023-01-23 23:42:00,50.1,51.1,236,250
2023-01-23 23:44:00,50.0,51.1,236,249
2023-01-23 23:46:00,50.1,51.0,236,249
2023-01-23 23:48:00,50.0,51.1,236,250
2023-01-23 23:50:00,49.9,51.0,236,249
2023-01-23 23:52:00,49.8,51.0,236,249
2023-01-23 23:54:00,49.9,51.1,236,250
2023-01-23 23:56:00,49.8,51.0,236,250
2023-01-23 23:58:00,49.8,51.0,236,250
2023-01-24 00:00:00,49.9,51.0,236,249
2023-01-24 00:02:00,50.0,51.0,238,250
2023-01-24 00:04:00,49.9,50.9,237,250
2023-01-24 00:06:00,49.8,51.1,237,250
2023-01-24 00:08:00,50.2,51.0,237,250
2023-01-24 00:10:00,49.9,51.0,237,250
2023-01-24 00:12:00,50.0,51.0,237,250
2023-01-24 00:14:00,49.9,51.0,238,249
2023-01-24 00:16:00,49.9,50.9,238,249
2023-01-24 00:18:00,49.9,51.0,237,249
2023-01-24 00:20:00,49.9,51.1,237,250
2023-01-24 00:22:00,50.0,51.1,237,250
2023-01-24 00:24:00,49.8,51.1,237,250
2023-01-24 00:26:00,50.0,50.9,237,250
2023-01-24 00:28:00,50.1,51.0,238,250
2023-01-24 00:30:00,49.9,51.0,238,250
2023-01-24 00:32:00,49.9,50.8,238,250
2023-01-24 00:34:00,50.0,51.0,238,250
2023-01-24 00:36:00,49.9,51.0,238,250
2023-01-24 00:38:00,49.9,51.0,238,250
2023-01-24 00:40:00,49.7,50.9,238,250
2023-01-24 00:42:00,49.9,50.9,238,249
2023-01-24 00:44:00,49.8,50.9,237,249
2023-01-24 00:46:00,49.7,50.9,237,249
2023-01-24 00:48:00,50.0,50.9,238,250
2023-01-24 00:50:00,50.0,51.0,237,250
2023-01-24 00:52:00,50.0,50.9,238,250
2023-01-24 00:54:00,49.9,50.9,237,250
2023-01-24 00:56:00,50.0,50.9,238,250
2023-01-24 00:58:00,49.9,50.9,237,249
2023-01-24 01:00:00,49.9,50.9,237,249
2023-01-24 01:02:00,50.1,50.0,237,237
2023-01-24 01:04:00,50.0,50.1,238,237
2023-01-24 01:06:00,50.1,50.0,238,237
2023-01-24 01:08:00,49.9,49.9,238,237
2023-01-24 01:10:00,49.9,49.9,238,237
2023-01-24 01:12:00,50.0,49.9,237,237
2023-01-24 01:14:00,49.9,49.9,237,236
2023-01-24 01:16:00,49.9,49.9,237,236
2023-01-24 01:18:00,50.0,49.9,237,237
2023-01-24 01:20:00,50.0,50.0,238,238
2023-01-24 01:22:00,50.0,49.9,238,237
2023-01-24 01:24:00,49.9,49.9,238,238
2023-01-24 01:26:00,50.0,50.0,238,237
2023-01-24 01:28:00,49.8,49.8,238,237
2023-01-24 01:30:00,49.9,49.9,238,237
2023-01-24 01:32:00,49.9,49.9,238,237
2023-01-24 01:34:00,49.8,49.9,238,237
2023-01-24 01:36:00,49.7,49.7,237,237
2023-01-24 01:38:00,49.7,49.7,238,237
2023-01-24 01:40:00,49.9,50.0,238,238
2023-01-24 01:42:00,49.9,49.8,238,237
2023-01-24 01:44:00,50.0,50.0,238,238
2023-01-24 01:46:00,49.9,49.9,238,238
2023-01-24 01:48:00,49.9,49.9,238,238
2023-01-24 01:50:00,49.8,49.8,238,237
2023-01-24 01:52:00,50.0,50.0,238,238
2023-01-24 01:54:00,49.9,49.9,238,237
2023-01-24 01:56:00,49.9,50.0,238,237
2023-01-24 01:58:00,49.9,49.9,238,237
2023-01-24 02:00:00,49.8,49.8,237,237
2023-01-24 02:02:00,49.9,49.9,238,238
2023-01-24 02:04:00,49.9,49.9,238,237
2023-01-24 02:06:00,49.8,49.7,238,237
2023-01-24 02:08:00,49.9,49.9,238,238
2023-01-24 02:10:00,50.0,50.0,238,238
2023-01-24 02:12:00,50.0,49.9,238,238
2023-01-24 02:14:00,50.0,49.9,238,237
2023-01-24 02:16:00,49.9,49.8,237,237
2023-01-24 02:18:00,50,50.0,238,238
2023-01-24 02:20:00,49.9,49.9,238,237
2023-01-24 02:22:00,49.9,49.9,238,237
2023-01-24 02:24:00,49.9,50.0,238,237
2023-01-24 02:26:00,49.8,49.8,238,238
2023-01-24 02:28:00,49.9,49.9,238,238
2023-01-24 02:30:00,49.9,49.9,238,238
2023-01-24 02:32:00,49.9,50.0,238,238
2023-01-24 02:34:00,50.1,50.1,238,238
2023-01-24 02:36:00,50.0,50.0,238,237
2023-01-24 02:38:00,49.9,49.9,238,237
2023-01-24 02:40:00,50.0,49.9,238,237
2023-01-24 02:42:00,49.8,49.8,238,236
2023-01-24 02:44:00,49.9,49.9,238,237
2023-01-24 02:46:00,49.9,49.9,238,238
2023-01-24 02:48:00,50.0,50.0,238,238
2023-01-24 02:50:00,49.9,49.8,238,237
2023-01-24 02:52:00,49.9,49.9,238,238
2023-01-24 02:54:00,50.0,50.0,238,238
2023-01-24 02:56:00,49.9,49.9,238,238
2023-01-24 02:58:00,50.0,49.9,238,238
2023-01-24 03:00:00,49.9,49.9,238,238
2023-01-24 03:02:00,49.9,50.0,238,238
2023-01-24 03:04:00,50.1,50.0,239,238
2023-01-24 03:06:00,50.1,50.1,236,236
2023-01-24 03:08:00,50.0,50.0,236,236
2023-01-24 03:10:00,50.0,50.1,236,236
2023-01-24 03:12:00,49.9,49.9,236,236
2023-01-24 03:14:00,49.9,49.9,238,238
2023-01-24 03:16:00,50.0,49.9,236,236
2023-01-24 03:18:00,49.9,49.9,236,236
2023-01-24 03:20:00,49.9,49.9,238,237
2023-01-24 03:22:00,50.0,49.9,238,238
2023-01-24 03:24:00,50.0,50.0,236,236
2023-01-24 03:26:00,49.8,49.9,238,237
2023-01-24 03:28:00,49.8,49.8,238,237
2023-01-24 03:30:00,50.0,50.0,236,236
2023-01-24 03:32:00,49.9,49.9,238,237
2023-01-24 03:34:00,49.9,49.9,238,238
2023-01-24 03:36:00,49.9,49.9,236,236
2023-01-24 03:38:00,50.0,50.1,238,238
2023-01-24 03:40:00,50.0,50.0,238,238
2023-01-24 03:42:00,50.0,50.0,238,238
2023-01-24 03:44:00,50.0,50.0,238,238
2023-01-24 03:46:00,50.0,50.0,238,238
2023-01-24 03:48:00,49.9,49.9,238,238
2023-01-24 03:50:00,49.9,49.9,238,238
2023-01-24 03:52:00,49.9,49.9,238,238
2023-01-24 03:54:00,49.9,49.8,238,238
2023-01-24 03:56:00,50.0,50.0,238,238
2023-01-24 03:58:00,49.9,50.0,238,238
2023-01-24 04:00:00,49.7,49.8,238,238
2023-01-24 04:02:00,49.9,49.9,238,238
2023-01-24 04:04:00,50.0,50.0,238,238
2023-01-24 04:06:00,49.8,49.9,238,237
2023-01-24 04:08:00,49.7,49.8,238,237
2023-01-24 04:10:00,49.9,49.8,238,238
2023-01-24 04:12:00,50.1,50.1,238,238
2023-01-24 04:14:00,49.9,49.9,238,238
2023-01-24 04:16:00,50.0,50.0,238,237
2023-01-24 04:18:00,49.9,50.0,238,237
2023-01-24 04:20:00,49.9,50.0,238,238
2023-01-24 04:22:00,49.9,50.0,238,238
2023-01-24 04:24:00,50.0,50.0,238,238
2023-01-24 04:26:00,50.0,50.0,238,238
2023-01-24 04:28:00,49.9,49.9,238,238
2023-01-24 04:30:00,49.9,49.9,238,238
2023-01-24 04:32:00,50.1,50.1,238,238
2023-01-24 04:34:00,49.7,49.8,238,238
2023-01-24 04:36:00,50.0,50.0,238,238
2023-01-24 04:38:00,50.0,50.0,238,237
2023-01-24 04:40:00,49.9,49.8,238,238
2023-01-24 04:42:00,49.8,49.8,238,238
2023-01-24 04:44:00,49.9,49.9,238,237
2023-01-24 04:46:00,49.9,49.9,238,238
2023-01-24 04:48:00,50.1,50.2,238,237
2023-01-24 04:50:00,49.8,49.9,237,237
2023-01-24 04:52:00,50.0,50.0,238,237
2023-01-24 04:54:00,49.9,49.9,237,237
2023-01-24 04:56:00,49.9,50.0,237,237
2023-01-24 04:58:00,50.0,50.0,238,237
2023-01-24 05:00:00,50.0,50.0,238,237
2023-01-24 05:02:00,49.9,49.9,238,237
2023-01-24 05:04:00,50.0,50.1,237,236
2023-01-24 05:06:00,50.0,50.0,237,236
2023-01-24 05:08:00,50.0,49.9,237,236
2023-01-24 05:10:00,50.0,50.0,237,237
2023-01-24 05:12:00,49.8,49.9,237,237
2023-01-24 05:14:00,50.0,50.0,237,236
2023-01-24 05:16:00,50.0,50.0,237,236
2023-01-24 05:18:00,49.8,49.8,236,236
2023-01-24 05:20:00,50,50.0,237,236
2023-01-24 05:22:00,50.1,50,237,236
2023-01-24 05:24:00,49.8,49.9,236,236
2023-01-24 05:26:00,49.9,49.9,236,236
2023-01-24 05:28:00,49.9,50.0,236,236
2023-01-24 05:30:00,49.9,49.9,236,236
2023-01-24 05:32:00,49.7,49.8,235,234
2023-01-24 05:34:00,50.0,50,236,235
2023-01-24 05:36:00,49.8,49.8,235,234
2023-01-24 05:38:00,50.1,50,235,234
2023-01-24 05:40:00,50.1,49.9,234,233
2023-01-24 05:42:00,50.0,50.0,232,233
2023-01-24 05:44:00,50.0,50.0,233,233
2023-01-24 05:46:00,50.1,50.1,233,233
2023-01-24 05:48:00,50.0,49.9,230,233
2023-01-24 05:50:00,49.9,49.8,232,231
2023-01-24 05:52:00,50.1,50.1,232,231
2023-01-24 05:54:00,49.7,49.8,232,232
2023-01-24 05:56:00,49.9,50.0,232,232
2023-01-24 05:58:00,49.9,49.9,233,233
2023-01-24 06:00:00,50,50.0,231,233
2023-01-24 06:02:00,50.1,49.9,233,232
2023-01-24 06:04:00,49.8,49.8,233,232
2023-01-24 06:06:00,49.9,49.9,233,233
2023-01-24 06:08:00,50.0,50.0,233,233
2023-01-24 06:10:00,50.0,50.0,233,232
2023-01-24 06:12:00,49.9,49.8,232,231
2023-01-24 06:14:00,49.9,49.9,231,230
2023-01-24 06:16:00,50.0,50.0,231,231
2023-01-24 06:18:00,49.9,50.0,231,231
2023-01-24 06:20:00,49.7,49.8,231,231
2023-01-24 06:22:00,49.9,49.8,231,231
2023-01-24 06:24:00,50.2,50.2,232,231
2023-01-24 06:26:00,49.9,50.0,231,231
2023-01-24 06:28:00,49.8,49.9,231,231
2023-01-24 06:30:00,49.9,49.8,232,232
2023-01-24 06:32:00,50,49.9,231,231
2023-01-24 06:34:00,49.8,49.8,231,231
2023-01-24 06:36:00,50.0,49.9,232,231
2023-01-24 06:38:00,50.0,50.0,231,230
2023-01-24 06:40:00,49.8,49.9,231,230
2023-01-24 06:42:00,49.8,49.8,231,230
2023-01-24 06:44:00,49.7,49.6,231,230
2023-01-24 06:46:00,50.2,50.2,231,231
2023-01-24 06:48:00,49.7,49.7,231,231
2023-01-24 06:50:00,49.8,49.9,232,230
2023-01-24 06:52:00,49.8,49.9,230,228
2023-01-24 06:54:00,49.9,49.8,230,229
2023-01-24 06:56:00,50.2,50.2,231,230
2023-01-24 06:58:00,50.0,50.1,231,230
2023-01-24 07:00:00,49.7,49.7,231,230
2023-01-24 07:02:00,49.8,49.7,231,231
2023-01-24 07:04:00,49.8,49.8,231,230
2023-01-24 07:06:00,50.0,50.0,231,229
2023-01-24 07:08:00,50.1,50.1,228,228
2023-01-24 07:10:00,50.0,50.0,230,229
2023-01-24 07:12:00,50.0,49.9,231,231
2023-01-24 07:14:00,49.5,49.6,231,230
2023-01-24 07:16:00,50.2,50.2,231,230
2023-01-24 07:18:00,49.9,50.0,230,228
2023-01-24 07:20:00,49.7,49.7,230,228
2023-01-24 07:22:00,49.7,49.8,230,229
2023-01-24 07:24:00,50.0,50.0,231,231
2023-01-24 07:26:00,49.9,49.7,231,231
2023-01-24 07:28:00,49.9,49.9,231,231
2023-01-24 07:30:00,50.2,50.3,229,228
2023-01-24 07:32:00,50.1,50.0,231,230
2023-01-24 07:34:00,50.2,50.2,231,230
2023-01-24 07:36:00,49.6,49.6,230,229
2023-01-24 07:38:00,49.8,49.8,229,229
2023-01-24 07:40:00,50.2,50.2,230,229
2023-01-24 07:42:00,49.9,50.0,229,226
2023-01-24 07:44:00,49.9,50.0,229,228
2023-01-24 07:46:00,50.1,50.1,229,228
2023-01-24 07:48:00,50.1,50.2,228,226
2023-01-24 07:50:00,50.3,50.2,227,226
2023-01-24 07:52:00,50.2,50.2,228,226
2023-01-24 07:54:00,49.8,49.8,227,226
2023-01-24 07:56:00,49.7,49.8,228,225
2023-01-24 07:58:00,49.9,49.9,226,225
2023-01-24 08:00:00,50,49.9,225,224
2023-01-24 08:02:00,50.2,50.2,226,226
2023-01-24 08:04:00,50.2,50.1,225,223
2023-01-24 08:06:00,49.9,49.8,227,226
2023-01-24 08:08:00,50.0,50.1,220,220
2023-01-24 08:10:00,50.0,50.1,221,221
2023-01-24 08:12:00,50.0,49.9,223,223
2023-01-24 08:14:00,50.1,50.1,225,223
2023-01-24 08:16:00,49.8,49.8,225,223
2023-01-24 08:18:00,49.9,49.9,223,221
2023-01-24 08:20:00,50.0,50.0,221,222
2023-01-24 08:22:00,49.9,49.9,221,222
2023-01-24 08:24:00,50.0,49.9,223,221
2023-01-24 08:26:00,50.1,50.1,223,221
2023-01-24 08:28:00,50.0,50.4,221,222
2023-01-24 08:30:00,49.8,50.1,221,219
2023-01-24 08:32:00,49.7,49.8,221,221
2023-01-24 08:34:00,49.7,50.0,225,220
2023-01-24 08:36:00,49.8,49.9,223,219
2023-01-24 08:38:00,49.8,49.8,222,221
2023-01-24 08:40:00,49.7,49.7,221,221
2023-01-24 08:42:00,49.6,49.5,219,217
2023-01-24 08:44:00,49.9,49.9,222,221
2023-01-24 08:46:00,49.8,49.7,219,218
2023-01-24 08:48:00,50.2,50.3,221,219
2023-01-24 08:50:00,50.0,49.9,218,218
2023-01-24 08:52:00,49.3,49.3,219,216
2023-01-24 08:54:00,3584,9804,0,0
2023-01-24 08:56:00,2625,5618,0.707,0
2023-01-24 08:58:00,389,51.3,0.707,240
2023-01-24 09:00:00,6536,51.2,0.707,243
2023-01-24 09:02:00,2075,50.6,0.707,240
2023-01-24 09:04:00,804,50.8,0.707,240
2023-01-24 09:06:00,4348,50.4,0.707,236
2023-01-24 09:08:00,2801,50.3,0.707,237
2023-01-24 09:10:00,6579,50.6,0.707,236
2023-01-24 09:12:00,1121,50.6,0.707,236
2023-01-24 09:14:00,1456,50.6,0.707,236
2023-01-24 09:16:00,856,50.6,0.707,235
2023-01-24 09:18:00,1712,50.5,0.707,234
2023-01-24 09:20:00,1972,50.5,0.707,233
2023-01-24 09:22:00,984,50.6,0.707,238
2023-01-24 09:24:00,451,50.7,0.707,237
2023-01-24 09:26:00,4926,50.3,0.707,234
2023-01-24 09:28:00,981,51.5,0.707,238
2023-01-24 09:30:00,1953,51.4,0.707,236
2023-01-24 09:32:00,2320,51.3,0.707,237
2023-01-24 09:34:00,3030,51.1,0.707,233
2023-01-24 09:36:00,4386,51.2,0.707,236
2023-01-24 09:38:00,1869,51.4,0.707,238
2023-01-24 09:40:00,1715,51.3,0.707,236
2023-01-24 09:42:00,555,50.9,0.707,232
2023-01-24 09:44:00,1715,51.3,0.707,237
