"Time","Frequency 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Frequency C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)","Voltage 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Voltage C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)"
2024-09-10 00:00:00,50.1,50.0,207,223
2024-09-10 00:02:00,49.8,49.8,203,221
2024-09-10 00:04:00,49.7,49.7,202,221
2024-09-10 00:06:00,49.8,49.8,204,221
2024-09-10 00:08:00,49.9,50.0,204,222
2024-09-10 00:10:00,49.7,49.7,202,220
2024-09-10 00:12:00,50.0,50.0,205,222
2024-09-10 00:14:00,50.3,50.3,206,223
2024-09-10 00:16:00,50.4,50.4,204,222
2024-09-10 00:18:00,50.3,50.3,206,223
2024-09-10 00:20:00,50.4,50.4,207,223
2024-09-10 00:22:00,50.4,50.4,205,223
2024-09-10 00:24:00,50.0,50.0,208,224
2024-09-10 00:26:00,50.1,50.1,210,226
2024-09-10 00:28:00,50.3,50.3,205,223
2024-09-10 00:30:00,50.0,50.0,206,223
2024-09-10 00:32:00,49.9,49.9,209,225
2024-09-10 00:34:00,49.8,49.8,209,225
2024-09-10 00:36:00,49.7,49.7,205,223
2024-09-10 00:38:00,49.7,49.7,208,224
2024-09-10 00:40:00,49.6,49.6,207,223
2024-09-10 00:42:00,50.1,50.1,205,223
2024-09-10 00:44:00,50.1,50.1,205,223
2024-09-10 00:46:00,50.3,50.3,208,225
2024-09-10 00:48:00,50.4,50.4,206,223
2024-09-10 00:50:00,50.3,50.4,206,224
2024-09-10 00:52:00,50.0,50.0,209,225
2024-09-10 00:54:00,50.0,50.0,207,224
2024-09-10 00:56:00,49.8,49.8,204,223
2024-09-10 00:58:00,49.9,49.9,207,224
2024-09-10 01:00:00,49.9,49.8,207,224
2024-09-10 01:02:00,49.9,49.9,206,224
2024-09-10 01:04:00,50.1,50.1,207,224
2024-09-10 01:06:00,50.1,50.1,209,226
2024-09-10 01:08:00,50.3,50.3,206,224
2024-09-10 01:10:00,50.1,50.1,207,224
2024-09-10 01:12:00,50.2,50.2,209,225
2024-09-10 01:14:00,50.3,50.4,207,224
2024-09-10 01:16:00,50.3,50.3,206,224
2024-09-10 01:18:00,50.1,50.1,209,225
2024-09-10 01:20:00,50.1,50.1,208,224
2024-09-10 01:22:00,50.0,50.0,206,223
2024-09-10 01:24:00,49.9,49.9,209,225
2024-09-10 01:26:00,49.9,49.9,208,224
2024-09-10 01:28:00,49.7,49.7,207,223
2024-09-10 01:30:00,49.7,49.7,208,224
2024-09-10 01:32:00,49.8,49.8,208,224
2024-09-10 01:34:00,50.1,50.1,206,224
2024-09-10 01:36:00,50.3,50.4,206,224
2024-09-10 01:38:00,50.4,50.4,207,224
2024-09-10 01:40:00,50.4,50.4,206,225
2024-09-10 01:42:00,50.5,50.4,207,226
2024-09-10 01:44:00,50.4,50.4,207,225
2024-09-10 01:46:00,50.3,50.3,209,226
2024-09-10 01:48:00,50.0,50.0,207,225
2024-09-10 01:50:00,50.2,50.2,208,224
2024-09-10 01:52:00,50.3,50.3,209,225
2024-09-10 01:54:00,50.2,50.3,208,225
2024-09-10 01:56:00,50.2,50.2,207,224
2024-09-10 01:58:00,50.3,50.3,209,225
