"Time","Frequency 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Frequency C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)","Voltage 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Voltage C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)"
2024-09-17 00:00:00,50.1,50.1,202,224
2024-09-17 00:02:00,50.3,50.2,208,225
2024-09-17 00:04:00,50.1,50.1,203,225
2024-09-17 00:06:00,49.9,49.9,203,223
2024-09-17 00:08:00,49.8,49.8,209,223
2024-09-17 00:10:00,50.0,50.0,204,225
2024-09-17 00:12:00,50.0,49.9,206,224
2024-09-17 00:14:00,50.1,50.2,209,225
2024-09-17 00:16:00,50.1,50.1,209,225
2024-09-17 00:18:00,50.1,50.0,205,225
2024-09-17 00:20:00,49.8,49.8,206,223
2024-09-17 00:22:00,50.2,50.1,208,223
2024-09-17 00:24:00,50.3,50.3,207,225
2024-09-17 00:26:00,49.8,49.8,207,225
2024-09-17 00:28:00,50.1,50.1,209,224
2024-09-17 00:30:00,49.8,49.8,206,223
2024-09-17 00:32:00,49.8,49.8,206,223
2024-09-17 00:34:00,50.0,50.0,208,223
2024-09-17 00:36:00,50.3,50.3,207,225
2024-09-17 00:38:00,50.2,50.1,207,224
2024-09-17 00:40:00,50.0,50.0,208,225
2024-09-17 00:42:00,49.8,49.8,204,226
2024-09-17 00:44:00,50.2,50.2,207,224
2024-09-17 00:46:00,50.2,50.2,209,226
2024-09-17 00:48:00,50.0,50.1,209,225
2024-09-17 00:50:00,50.0,50.0,207,226
2024-09-17 00:52:00,50.0,50.1,209,225
2024-09-17 00:54:00,49.8,49.8,207,225
2024-09-17 00:56:00,50.2,50.1,205,226
2024-09-17 00:58:00,50.3,50.3,207,226
2024-09-17 01:00:00,50.0,49.9,209,225
2024-09-17 01:02:00,50.2,50.2,205,226
2024-09-17 01:04:00,50.1,50.1,206,227
2024-09-17 01:06:00,50.1,50.2,209,226
2024-09-17 01:08:00,50.1,50.1,207,226
2024-09-17 01:10:00,49.9,49.9,206,225
2024-09-17 01:12:00,50.0,50.0,208,225
2024-09-17 01:14:00,49.8,49.8,208,225
2024-09-17 01:16:00,50.0,50.0,204,226
2024-09-17 01:18:00,50.2,50.2,209,226
2024-09-17 01:20:00,50.4,50.3,209,227
2024-09-17 01:22:00,50.2,50.3,207,228
2024-09-17 01:24:00,50.0,50.1,208,226
2024-09-17 01:26:00,50.1,50.0,207,227
2024-09-17 01:28:00,50.4,50.4,207,229
2024-09-17 01:30:00,50.1,50.1,206,228
2024-09-17 01:32:00,50.1,50.1,210,226
2024-09-17 01:34:00,50.0,50.0,207,226
2024-09-17 01:36:00,50.3,50.3,205,228
2024-09-17 01:38:00,50.0,50.0,208,226
2024-09-17 01:40:00,49.9,49.8,204,226
2024-09-17 01:42:00,49.9,49.9,207,227
2024-09-17 01:44:00,49.9,49.9,209,226
2024-09-17 01:46:00,49.9,49.9,209,226
2024-09-17 01:48:00,50.2,50.2,208,226
2024-09-17 01:50:00,50.2,50.2,211,226
2024-09-17 01:52:00,50.0,50.0,211,226
2024-09-17 01:54:00,50.1,50.0,207,226
2024-09-17 01:56:00,50.0,50.0,210,226
2024-09-17 01:58:00,50.2,50.2,210,227
2024-09-17 02:00:00,50.2,50.3,208,228
2024-09-17 02:02:00,50.3,50.3,206,228
2024-09-17 02:04:00,50.1,50.2,208,226
2024-09-17 02:06:00,49.8,49.8,208,226
2024-09-17 02:08:00,50.1,50.2,209,226
2024-09-17 02:10:00,50.4,50.4,210,226
2024-09-17 02:12:00,50.4,50.4,207,228
2024-09-17 02:14:00,50.1,50.1,207,227
2024-09-17 02:16:00,50.0,50.0,209,226
2024-09-17 02:18:00,50.2,50.2,210,226
2024-09-17 02:20:00,50.0,50.0,207,227
2024-09-17 02:22:00,49.8,49.9,209,228
2024-09-17 02:24:00,50.3,50.3,210,228
2024-09-17 02:26:00,50.2,50.3,208,232
2024-09-17 02:28:00,50.4,50.3,211,231
2024-09-17 02:30:00,50.0,50.0,209,228
2024-09-17 02:32:00,50.1,50.0,207,228
2024-09-17 02:34:00,50.0,50.0,207,228
2024-09-17 02:36:00,50.0,50.1,209,228
2024-09-17 02:38:00,50.4,50.4,208,230
2024-09-17 02:40:00,50.2,50.2,209,229
2024-09-17 02:42:00,50.0,50.0,211,228
2024-09-17 02:44:00,49.8,49.8,207,229
2024-09-17 02:46:00,49.8,49.9,208,228
2024-09-17 02:48:00,50.3,50.2,210,231
2024-09-17 02:50:00,50.1,50.1,210,230
2024-09-17 02:52:00,50.3,50.3,208,228
2024-09-17 02:54:00,50.3,50.3,210,228
2024-09-17 02:56:00,50.1,50.2,209,227
2024-09-17 02:58:00,50.2,50.1,208,228
2024-09-17 03:00:00,50.1,50.1,210,229
2024-09-17 03:02:00,49.8,49.9,210,228
2024-09-17 03:04:00,50.0,50.0,209,230
2024-09-17 03:06:00,50.2,50.2,209,228
2024-09-17 03:08:00,50.0,50.1,211,228
2024-09-17 03:10:00,50.2,50.2,209,228
2024-09-17 03:12:00,50.0,49.9,208,228
2024-09-17 03:14:00,50.3,50.3,211,228
2024-09-17 03:16:00,50.3,50.2,210,227
2024-09-17 03:18:00,50.1,50.1,208,227
