Time,Frequency 6EF39700 (Hgr Kitatumba - Labo),Frequency D2B9CB2E (Hgr Kitatumba - Mdh office),Voltage 6EF39700 (Hgr Kitatumba - Labo),Voltage D2B9CB2E (Hgr Kitatumba - Mdh office),Generator_ON
1/15/23 9:16,43,59.2,181,188,TRUE
1/15/23 9:18,43.2,43.1,182,187,TRUE
1/15/23 9:20,43,43.1,182,187,TRUE
1/15/23 9:22,41.1,55.5,174,180,TRUE
1/15/23 9:24,3257,41.9,174,180,TRUE
1/15/23 9:26,82.1,41.5,178,183,TRUE
1/15/23 9:28,42.2,42.3,182,187,TRUE
1/15/23 9:30,56.5,42.4,181,187,TRUE
1/15/23 9:32,42.2,42.1,182,187,TRUE
1/15/23 9:34,42.3,42,182,186,TRUE
1/15/23 9:36,40.4,40.4,169,173,TRUE
1/15/23 9:38,40.8,40.6,171,175,TRUE
1/15/23 9:40,40.9,41.9,172,175,TRUE
1/15/23 9:42,41,40.8,171,175,TRUE
1/15/23 9:44,40.2,40.6,167,173,TRUE
1/15/23 9:46,40.7,40.5,165,173,TRUE
1/15/23 9:48,41,41.1,173,175,TRUE
1/15/23 9:50,41.2,41,173,176,TRUE
1/15/23 9:52,40.6,40.8,166,173,TRUE
1/15/23 9:54,38.5,38.4,156,161,TRUE
1/15/23 9:56,42.6,42.7,181,185,TRUE
1/15/23 9:58,41.9,42.1,168,178,TRUE
1/15/23 10:00,38.4,38.4,156,161,TRUE
1/15/23 10:02,40.1,39.4,182,182,TRUE
1/15/23 10:04,38.4,38.6,156,161,TRUE
1/15/23 10:06,43.1,43,180,184,TRUE
1/15/23 10:08,42.9,43,182,185,TRUE
1/15/23 10:10,42.7,42.6,180,183,TRUE
1/15/23 10:12,153,38.8,163,169,TRUE
1/15/23 10:14,42.9,42.9,176,183,TRUE
1/15/23 10:16,36.7,38.7,143,151,TRUE
1/15/23 10:18,42.2,42.1,175,180,TRUE
1/15/23 10:20,39.7,39.4,159,167,TRUE
1/15/23 10:22,40.8,83,153,163,TRUE
1/15/23 10:24,82.7,82.7,165,175,TRUE
1/15/23 10:26,41.2,57,168,176,TRUE
1/15/23 10:28,41.1,41.2,168,176,TRUE
1/15/23 10:30,38,38.1,151,158,TRUE
1/15/23 10:32,39.4,39.2,170,170,TRUE
1/15/23 10:34,42.7,84.7,184,188,TRUE
1/15/23 10:36,42.6,42.5,184,187,TRUE
1/15/23 10:38,42.1,42.2,177,182,TRUE
1/15/23 10:40,42,42.1,173,180,TRUE
1/15/23 10:42,42,42,176,180,TRUE
1/15/23 10:44,42.1,42.1,175,180,TRUE
1/15/23 10:46,40.7,39.4,175,177,TRUE
1/15/23 10:48,42.4,42.3,177,181,TRUE
1/15/23 10:50,42.3,42.6,181,184,TRUE
1/15/23 10:52,42.1,41.9,173,181,TRUE
1/15/23 10:54,34.1,34.2,132,139,TRUE
1/15/23 10:56,43,42.9,182,185,TRUE
1/15/23 10:58,43,42.8,180,183,TRUE
1/15/23 11:00,43,42.8,181,184,TRUE
1/15/23 11:02,42.9,42.6,176,182,TRUE
1/15/23 11:04,40.1,40.1,160,166,TRUE
1/15/23 11:06,41,41,166,172,TRUE
1/15/23 11:08,41.5,53.9,171,175,TRUE
1/15/23 11:10,41.3,41.3,170,174,TRUE
1/15/23 11:12,41.2,41.3,172,175,TRUE
1/15/23 11:14,41.3,41.5,173,176,TRUE
1/15/23 11:16,41.2,41.3,173,178,TRUE
1/15/23 11:18,54,41,165,173,TRUE
1/15/23 11:20,40.9,40.9,165,173,TRUE
1/15/23 11:22,84.3,42.2,176,180,TRUE
1/15/23 11:24,43,42.8,180,185,TRUE
1/15/23 11:26,42.9,58.5,178,183,TRUE
1/15/23 11:28,42.8,42.6,178,182,TRUE
1/15/23 11:30,40.9,40.8,170,173,TRUE
1/15/23 11:32,41.1,41.3,170,171,TRUE
1/15/23 11:34,41,41.2,170,171,TRUE
1/15/23 11:36,40.9,40.9,163,168,TRUE
1/15/23 11:38,40.7,40.7,162,168,TRUE
1/15/23 11:40,41.3,41.1,166,171,TRUE
1/15/23 11:42,69.7,34.9,135,138,TRUE
1/15/23 11:44,42.5,42.4,179,180,TRUE
1/15/23 11:46,139,35.3,135,137,TRUE
1/15/23 11:48,56.5,42.6,179,181,TRUE
1/15/23 11:50,83.9,42.4,178,180,TRUE
1/15/23 11:52,148,36.8,146,148,TRUE
1/15/23 11:54,42.3,42.2,173,178,TRUE
1/15/23 11:56,35.6,35.6,136,144,TRUE
1/15/23 11:58,42.9,42.8,182,185,TRUE
1/15/23 12:00,43.3,43.4,180,184,TRUE
1/15/23 12:02,38.4,38.4,151,153,TRUE
1/15/23 12:04,43.5,43.3,181,185,TRUE
1/15/23 12:06,40.9,55.5,173,178,TRUE
1/15/23 12:08,73.3,36.6,143,147,TRUE
1/15/23 12:10,43,42.9,182,186,TRUE
1/15/23 12:12,42.8,42.8,178,185,TRUE
1/15/23 12:14,36.7,36.7,144,151,TRUE
1/15/23 12:16,42.8,42.8,178,184,TRUE
1/15/23 12:18,42.7,42.8,181,186,TRUE
1/15/23 12:20,42.9,42.9,182,186,TRUE
1/15/23 12:22,74,38.2,152,157,TRUE
1/15/23 12:24,42.7,42.8,181,185,TRUE
1/15/23 12:26,42.9,43,180,185,TRUE
1/15/23 12:28,42.3,42.3,174,182,TRUE
1/15/23 12:30,42.6,42.6,181,186,TRUE
1/15/23 12:32,43.1,43.1,180,185,TRUE
1/15/23 12:34,42.9,42.9,180,185,TRUE
1/15/23 12:36,42.9,42.8,182,185,TRUE
1/15/23 12:38,38.2,37.3,148,153,TRUE
1/15/23 12:40,83.8,56.8,176,180,TRUE
1/15/23 12:42,55.4,83.6,176,180,TRUE
1/15/23 12:44,42.2,84.1,178,183,TRUE
1/15/23 12:46,36.5,36,143,151,TRUE
1/15/23 12:48,42.8,42.7,176,184,TRUE
1/15/23 12:50,42.8,42.9,180,185,TRUE
1/15/23 12:52,42.9,42.9,180,185,TRUE
1/15/23 12:54,42.9,42.8,180,185,TRUE
1/15/23 12:56,37.6,37.7,151,155,TRUE
1/15/23 12:58,42.3,42.5,180,185,TRUE
1/15/23 13:00,42.3,42.3,180,185,TRUE
1/15/23 13:02,42.1,41.9,173,177,TRUE
1/15/23 13:04,42.6,42.5,174,178,TRUE
1/15/23 13:06,38.2,38.3,146,153,TRUE
1/15/23 13:08,43,43,175,182,TRUE
1/15/23 13:10,82.2,41.1,170,176,TRUE
1/15/23 13:12,56.5,56.3,174,178,TRUE
1/15/23 13:14,41.3,41.2,173,175,TRUE
1/15/23 13:16,77.2,38.5,154,156,TRUE
1/15/23 13:18,42.9,43,181,184,TRUE
1/15/23 13:20,42.8,84.8,178,182,TRUE
1/15/23 13:22,42.5,84.7,179,184,TRUE
1/15/23 13:24,42.8,42.5,180,185,TRUE
1/15/23 13:26,43.1,43.2,182,186,TRUE
1/15/23 13:28,84.1,42.2,177,183,TRUE
1/15/23 13:30,45.3,60.1,174,182,TRUE
1/15/23 13:32,50.3,50.3,194,201,FALSE
1/15/23 13:34,49.9,49.9,185,198,FALSE
1/15/23 13:36,49.9,50,193,207,FALSE
1/15/23 13:38,50.4,50.3,197,204,FALSE
1/15/23 13:40,50.3,50.3,199,207,FALSE
1/15/23 13:42,50.2,50.2,189,199,FALSE
1/15/23 13:44,49.6,49.7,180,197,FALSE
1/15/23 13:46,49.9,49.9,178,193,FALSE
1/15/23 13:48,49.7,49.8,180,196,FALSE
1/15/23 13:50,49.6,49.6,182,193,FALSE
1/15/23 13:52,50,50,175,194,FALSE
1/15/23 13:54,49.8,49.8,197,204,FALSE
1/15/23 13:56,49.8,49.9,192,199,FALSE
1/15/23 13:58,50.3,50.2,192,199,FALSE
1/15/23 14:00,50,50,194,200,FALSE
1/15/23 14:02,50.4,50.3,196,202,FALSE
1/15/23 14:04,49.8,49.7,180,191,FALSE
1/15/23 14:06,49.7,49.8,189,196,FALSE
1/15/23 14:08,50.3,50.2,192,199,FALSE
1/15/23 14:10,49.8,49.7,192,199,FALSE
1/15/23 14:12,50.1,50.1,191,197,FALSE
1/15/23 14:14,49.9,49.9,191,198,FALSE
1/15/23 14:16,49.6,49.7,178,191,FALSE
1/15/23 14:18,50.3,50.3,192,199,FALSE
1/15/23 14:20,50,50,192,198,FALSE
1/15/23 14:22,50.2,50.3,192,197,FALSE
1/15/23 14:24,50.1,50.1,194,200,FALSE
1/15/23 14:26,49.6,49.5,191,197,FALSE
1/15/23 14:28,49.7,49.7,196,204,FALSE
1/15/23 14:30,50.1,50.1,194,202,FALSE
1/15/23 14:32,50.1,50,197,203,FALSE
1/15/23 14:34,49.8,49.7,192,199,FALSE
1/15/23 14:36,49.9,49.9,194,202,FALSE
1/15/23 14:38,50,49.9,197,202,FALSE
1/15/23 14:40,49.9,49.8,198,204,FALSE
1/15/23 14:42,49.8,49.7,195,202,FALSE
1/15/23 14:44,50.1,50.1,192,198,FALSE
1/15/23 14:46,50,50.1,192,201,FALSE
1/15/23 14:48,49.7,49.7,187,197,FALSE
1/15/23 14:50,50.2,50.1,194,202,FALSE
1/15/23 14:52,50.1,50.1,194,202,FALSE
1/15/23 14:54,50,50,192,197,FALSE
1/15/23 14:56,49.8,49.9,194,200,FALSE
1/15/23 14:58,49.9,49.9,191,199,FALSE
1/15/23 15:00,50.1,50,190,198,FALSE
1/15/23 15:02,50.1,50.1,190,197,FALSE
1/15/23 15:04,50.2,50.2,194,200,FALSE
1/15/23 15:06,49.6,49.7,190,197,FALSE
1/15/23 15:08,49.5,49.5,192,199,FALSE
1/15/23 15:10,49.8,49.8,194,202,FALSE
1/15/23 15:12,49.9,49.9,196,202,FALSE
1/15/23 15:14,49.9,49.9,197,202,FALSE
1/15/23 15:16,49.5,49.5,195,202,FALSE
1/15/23 15:18,49.8,49.8,196,202,FALSE
1/15/23 15:20,49.5,49.5,196,202,FALSE
1/15/23 15:22,49.6,49.6,195,201,FALSE
1/15/23 15:24,49.5,49.6,190,197,FALSE
1/15/23 15:26,49.9,50,193,199,FALSE
1/15/23 15:28,49.8,49.8,190,197,FALSE
1/15/23 15:30,50.1,50.2,192,199,FALSE
1/15/23 15:32,50.4,50.4,192,199,FALSE
1/15/23 15:34,50.1,50.2,195,202,FALSE
1/15/23 15:36,49.9,49.9,196,202,FALSE
1/15/23 15:38,50.4,50.4,186,193,FALSE
1/15/23 15:40,50.4,50.4,194,199,FALSE
1/15/23 15:42,50.2,50.3,191,199,FALSE
1/15/23 15:44,50.4,50.3,192,200,FALSE
1/15/23 15:46,49.9,49.9,190,197,FALSE
1/15/23 15:48,49.9,49.8,183,192,FALSE
1/15/23 15:50,49.7,49.8,184,192,FALSE
1/15/23 15:52,50.1,50.1,194,201,FALSE
1/15/23 15:54,50,50,182,191,FALSE
1/15/23 15:56,49.8,49.8,189,197,FALSE
1/15/23 15:58,49.9,49.9,195,202,FALSE
1/15/23 16:00,49.9,49.9,194,202,FALSE
1/15/23 16:02,49.8,49.8,194,202,FALSE
1/15/23 16:04,50.1,50,191,198,FALSE
1/15/23 16:06,50,50,194,202,FALSE
1/15/23 16:08,49.8,49.8,197,204,FALSE
1/15/23 16:10,49.6,49.7,197,204,FALSE
1/15/23 16:12,50,50,190,195,FALSE
1/15/23 16:14,49.9,49.9,188,194,FALSE
1/15/23 16:16,49.9,49.9,185,195,FALSE
1/15/23 16:18,49.7,49.7,186,197,FALSE
1/15/23 16:20,49.9,49.9,190,195,FALSE
1/15/23 16:22,49.9,49.9,190,197,FALSE
1/15/23 16:24,49.8,49.8,190,196,FALSE
1/15/23 16:26,49.8,49.7,191,197,FALSE
1/15/23 16:28,49.9,49.9,188,194,FALSE
1/15/23 16:30,49.8,49.8,184,190,FALSE
1/15/23 16:32,50.1,50,190,194,FALSE
1/15/23 16:34,50.1,50.2,190,197,FALSE
1/15/23 16:36,49.9,49.9,187,195,FALSE
1/15/23 16:38,50,50,186,194,FALSE
1/15/23 16:40,49.7,49.7,190,196,FALSE
1/15/23 16:42,49.6,49.6,194,200,FALSE
1/15/23 16:44,49.7,49.6,195,202,FALSE
1/15/23 16:46,49.5,49.5,187,197,FALSE
1/15/23 16:48,49.9,50,182,191,FALSE
1/15/23 16:50,50.1,50.1,190,199,FALSE
1/15/23 16:52,49.9,50,191,198,FALSE
1/15/23 16:54,49.9,49.9,195,202,FALSE
1/15/23 16:56,50,50,196,202,FALSE
1/15/23 16:58,49.8,49.8,194,202,FALSE
1/15/23 17:00,49.7,49.7,195,202,FALSE
1/15/23 17:02,50.1,50.1,187,194,FALSE
1/15/23 17:04,50.2,50.2,189,197,FALSE
1/15/23 17:06,50,50,193,202,FALSE
1/15/23 17:08,50.3,50.3,198,204,FALSE
1/15/23 17:10,49.8,49.8,190,197,FALSE
1/15/23 17:12,49.9,49.8,193,200,FALSE
1/15/23 17:14,49.6,49.6,194,201,FALSE
1/15/23 17:16,49.8,49.8,194,201,FALSE
1/15/23 17:18,49.6,49.7,185,196,FALSE
1/15/23 17:20,50.2,50.2,185,195,FALSE
1/15/23 17:22,49.9,49.9,198,205,FALSE
1/15/23 17:24,50,50,197,204,FALSE
1/15/23 17:26,50,49.9,194,204,FALSE
