Time,Frequency 6EF39700 (Hgr Kitatumba - Labo),Frequency D2B9CB2E (Hgr Kitatumba - Mdh office),Voltage 6EF39700 (Hgr Kitatumba - Labo),Voltage D2B9CB2E (Hgr Kitatumba - Mdh office),Generator_ON
1/22/23 1:32,50.2,50.2,209,215,FALSE
1/22/23 1:34,49.9,49.9,207,214,FALSE
1/22/23 1:36,49.8,49.8,207,214,FALSE
1/22/23 1:38,49.9,49.9,209,214,FALSE
1/22/23 1:40,50,50,204,210,FALSE
1/22/23 1:42,50.2,50.2,205,211,FALSE
1/22/23 1:44,49.9,50,204,210,FALSE
1/22/23 1:46,49.9,49.9,204,209,FALSE
1/22/23 1:48,50.2,50.2,204,209,FALSE
1/22/23 1:50,50,50,203,209,FALSE
1/22/23 1:52,49.9,49.9,203,209,FALSE
1/22/23 1:54,49.8,49.9,203,209,FALSE
1/22/23 1:56,49.8,49.8,202,209,FALSE
1/22/23 1:58,50,50,201,209,FALSE
1/22/23 2:00,50,50,200,209,FALSE
1/22/23 2:02,50,50,204,210,FALSE
1/22/23 2:04,49.9,49.9,203,210,FALSE
1/22/23 2:06,49.7,49.6,204,209,FALSE
1/22/23 2:08,49.7,49.6,202,209,FALSE
1/22/23 2:10,49.9,49.9,202,210,FALSE
1/22/23 2:12,50,50,204,210,FALSE
1/22/23 2:14,49.8,49.8,204,210,FALSE
1/22/23 2:16,49.9,49.9,204,210,FALSE
1/22/23 2:18,49.8,49.8,204,210,FALSE
1/22/23 2:20,49.9,49.9,203,210,FALSE
1/22/23 2:22,49.8,49.8,204,210,FALSE
1/22/23 2:24,49.7,49.7,204,210,FALSE
1/22/23 2:26,49.9,49.9,204,210,FALSE
1/22/23 2:28,49.9,49.8,202,211,FALSE
1/22/23 2:30,49.8,49.7,202,209,FALSE
1/22/23 2:32,49.9,49.9,203,210,FALSE
1/22/23 2:34,49.9,49.9,203,210,FALSE
1/22/23 2:36,49.7,49.7,204,209,FALSE
1/22/23 2:38,49.8,49.9,204,210,FALSE
1/22/23 2:40,49.8,49.8,204,210,FALSE
1/22/23 2:42,49.9,49.9,204,210,FALSE
1/22/23 2:44,49.9,49.9,205,211,FALSE
1/22/23 2:46,50,50,204,211,FALSE
1/22/23 2:48,49.9,49.9,205,211,FALSE
1/22/23 2:50,50,50,202,211,FALSE
1/22/23 2:52,49.9,50,202,211,FALSE
1/22/23 2:54,49.9,49.9,204,211,FALSE
1/22/23 2:56,49.9,49.8,204,211,FALSE
1/22/23 2:58,49.9,49.8,204,211,FALSE
1/22/23 3:00,50.1,50,202,211,FALSE
1/22/23 3:02,49.9,49.8,202,210,FALSE
1/22/23 3:04,49.7,49.7,204,210,FALSE
1/22/23 3:06,49.8,49.8,198,205,FALSE
1/22/23 3:08,50,50,198,205,FALSE
1/22/23 3:10,50,49.9,198,205,FALSE
1/22/23 3:12,50.2,50.2,198,205,FALSE
1/22/23 3:14,49.8,49.8,199,205,FALSE
1/22/23 3:16,49.7,49.7,198,205,FALSE
1/22/23 3:18,49.8,49.8,199,207,FALSE
1/22/23 3:20,49.9,49.9,199,207,FALSE
1/22/23 3:22,50,50,199,207,FALSE
1/22/23 3:24,50.1,50,197,206,FALSE
1/22/23 3:26,50.1,50.1,201,209,FALSE
1/22/23 3:28,49.7,49.7,203,209,FALSE
1/22/23 3:30,49.8,49.7,203,209,FALSE
1/22/23 3:32,49.7,49.7,208,215,FALSE
1/22/23 3:34,49.9,49.9,209,215,FALSE
1/22/23 3:36,49.8,49.9,208,215,FALSE
1/22/23 3:38,49.8,49.8,209,216,FALSE
1/22/23 3:40,50.4,50.4,209,215,FALSE
1/22/23 3:42,50,50,209,215,FALSE
1/22/23 3:44,49.7,49.8,206,214,FALSE
1/22/23 3:46,50.2,50.2,206,214,FALSE
1/22/23 3:48,49.7,49.8,208,215,FALSE
1/22/23 3:50,50.1,50,209,216,FALSE
1/22/23 3:52,50.1,50.1,208,216,FALSE
1/22/23 3:54,50.1,50.2,208,215,FALSE
1/22/23 3:56,49.9,49.9,208,215,FALSE
1/22/23 3:58,49.8,49.7,206,213,FALSE
1/22/23 4:00,49.9,49.9,205,212,FALSE
1/22/23 4:02,49.8,49.8,206,212,FALSE
1/22/23 4:04,49.8,49.8,203,212,FALSE
1/22/23 4:06,49.8,49.8,205,214,FALSE
1/22/23 4:08,49.9,49.8,208,215,FALSE
1/22/23 4:10,50.2,50.1,207,214,FALSE
1/22/23 4:12,50,50,207,214,FALSE
1/22/23 4:14,49.9,50,207,214,FALSE
1/22/23 4:16,50,49.9,207,214,FALSE
1/22/23 4:18,50,50,207,214,FALSE
1/22/23 4:20,49.7,49.7,207,214,FALSE
1/22/23 4:22,50,50,205,214,FALSE
1/22/23 4:24,50,50,207,214,FALSE
1/22/23 4:26,50.2,50.2,208,215,FALSE
1/22/23 4:28,50.1,50,209,215,FALSE
1/22/23 4:30,49.7,49.7,208,214,FALSE
1/22/23 4:32,49.9,50,209,215,FALSE
1/22/23 4:34,49.8,49.8,208,215,FALSE
1/22/23 4:36,50.2,50.2,207,216,FALSE
1/22/23 4:38,49.8,49.8,209,216,FALSE
1/22/23 4:40,50.3,50.3,209,215,FALSE
1/22/23 4:42,49.9,49.9,207,214,FALSE
1/22/23 4:44,49.8,49.9,207,214,FALSE
1/22/23 4:46,49.7,49.6,207,213,FALSE
1/22/23 4:48,50.2,50.1,207,214,FALSE
1/22/23 4:50,50.1,50.2,207,214,FALSE
1/22/23 4:52,50.1,50.1,207,214,FALSE
1/22/23 4:54,49.4,49.5,207,214,FALSE
1/22/23 4:56,50.2,50.2,208,214,FALSE
1/22/23 4:58,50,50,204,213,FALSE
1/22/23 5:00,50.2,50.3,203,211,FALSE
1/22/23 5:02,49.9,49.8,205,211,FALSE
1/22/23 5:04,49.9,49.9,204,212,FALSE
1/22/23 5:06,50,50,205,213,FALSE
1/22/23 5:08,50.1,50.1,203,212,FALSE
1/22/23 5:10,49.7,49.6,202,211,FALSE
1/22/23 5:12,49.9,49.9,206,212,FALSE
1/22/23 5:14,50.1,50.1,205,212,FALSE
1/22/23 5:16,49.9,49.8,205,212,FALSE
1/22/23 5:18,50,50,205,211,FALSE
1/22/23 5:20,50.2,50.1,205,212,FALSE
1/22/23 5:22,50.1,50.1,205,212,FALSE
1/22/23 5:24,49.8,49.8,204,211,FALSE
1/22/23 5:26,49.9,49.8,205,211,FALSE
1/22/23 5:28,49.8,49.9,205,211,FALSE
1/22/23 5:30,49.9,49.9,205,211,FALSE
1/22/23 5:32,50,50,202,211,FALSE
1/22/23 5:34,50.1,50.1,202,211,FALSE
1/22/23 5:36,49.9,50,205,212,FALSE
1/22/23 5:38,49.9,49.9,204,211,FALSE
1/22/23 5:40,49.8,49.8,205,211,FALSE
1/22/23 5:42,49.8,49.8,204,211,FALSE
1/22/23 5:44,50,49.9,204,211,FALSE
1/22/23 5:46,50.4,50.3,204,211,FALSE
1/22/23 5:48,49.9,49.9,204,212,FALSE
1/22/23 5:50,49.9,50,204,211,FALSE
1/22/23 5:52,49.6,49.6,204,211,FALSE
1/22/23 5:54,49.9,49.8,204,212,FALSE
1/22/23 5:56,49.9,49.9,202,211,FALSE
1/22/23 5:58,49.9,49.9,202,211,FALSE
1/22/23 6:00,50,50,199,207,FALSE
1/22/23 6:02,50,50,200,209,FALSE
1/22/23 6:04,49.6,49.6,199,207,FALSE
1/22/23 6:06,50,50.1,197,206,FALSE
1/22/23 6:08,50,50.1,192,200,FALSE
1/22/23 6:10,50,50,195,202,FALSE
1/22/23 6:12,49.6,49.7,189,200,FALSE
1/22/23 6:14,49.9,50,198,204,FALSE
1/22/23 6:16,50.1,50.2,195,205,FALSE
1/22/23 6:18,50.1,50,199,207,FALSE
1/22/23 6:20,50,50.1,199,207,FALSE
1/22/23 6:22,50.3,50.3,199,206,FALSE
1/22/23 6:24,50.2,50.2,200,206,FALSE
1/22/23 6:26,50.1,50,199,206,FALSE
1/22/23 6:28,49.9,49.8,197,204,FALSE
1/22/23 6:30,50.1,50.1,208,214,FALSE
1/22/23 6:32,50.2,50.2,204,210,FALSE
1/22/23 6:34,49.9,49.9,198,209,FALSE
1/22/23 6:36,50,50.1,198,207,FALSE
1/22/23 6:38,50.2,50.2,202,211,FALSE
1/22/23 6:40,49.7,49.7,205,211,FALSE
1/22/23 6:42,50,49.9,205,212,FALSE
1/22/23 6:44,49.9,49.8,204,211,FALSE
1/22/23 6:46,50,50.1,204,211,FALSE
1/22/23 6:48,49.5,49.5,202,209,FALSE
1/22/23 6:50,49.9,49.9,202,209,FALSE
1/22/23 6:52,50.2,50.1,202,209,FALSE
1/22/23 6:54,50.1,50.1,202,209,FALSE
1/22/23 6:56,49.7,49.7,202,209,FALSE
1/22/23 6:58,50.2,50.1,202,210,FALSE
1/22/23 7:00,49.9,49.9,204,210,FALSE
1/22/23 7:02,50,50,204,210,FALSE
1/22/23 7:04,49.9,50,204,210,FALSE
1/22/23 7:06,50,50.1,204,209,FALSE
1/22/23 7:08,50.3,50.3,199,207,FALSE
1/22/23 7:10,49.7,49.6,198,205,FALSE
1/22/23 7:12,49.9,49.9,204,210,FALSE
1/22/23 7:14,49.8,49.8,194,203,FALSE
1/22/23 7:16,50.3,50.3,194,202,FALSE
1/22/23 7:18,49.9,49.9,196,204,FALSE
1/22/23 7:20,49.5,49.5,197,203,FALSE
1/22/23 7:22,49.6,49.6,190,196,FALSE
1/22/23 7:24,49.8,49.9,192,197,FALSE
1/22/23 7:26,49.6,49.6,196,202,FALSE
1/22/23 7:28,49.9,49.9,200,207,FALSE
1/22/23 7:30,49.5,49.5,202,207,FALSE
1/22/23 7:32,49.7,49.8,201,207,FALSE
1/22/23 7:34,49.7,49.9,196,202,FALSE
1/22/23 7:36,49.9,49.8,196,203,FALSE
1/22/23 7:38,50,50,190,199,FALSE
1/22/23 7:40,50.1,50.1,197,204,FALSE
1/22/23 7:42,50.2,50.1,194,201,FALSE
1/22/23 7:44,49.9,50,194,200,FALSE
1/22/23 7:46,49.8,49.8,194,199,FALSE
1/22/23 7:48,50.1,50.1,194,200,FALSE
1/22/23 7:50,50.1,50.1,194,200,FALSE
1/22/23 7:52,50.1,50.1,192,199,FALSE
1/22/23 7:54,50.2,50.1,190,199,FALSE
1/22/23 7:56,49.7,49.8,199,205,FALSE
1/22/23 7:58,50.1,50,194,200,FALSE
1/22/23 8:00,50.2,50.2,194,199,FALSE
1/22/23 8:02,49.7,49.6,190,196,FALSE
1/22/23 8:04,49.8,49.9,183,194,FALSE
1/22/23 8:06,49.7,49.8,182,193,FALSE
1/22/23 8:08,50.2,50.2,183,194,FALSE
1/22/23 8:10,49.5,49.5,182,194,FALSE
1/22/23 8:12,50,49.9,185,196,FALSE
1/22/23 8:14,50.2,50,185,197,FALSE
1/22/23 8:16,50.2,50.2,181,194,FALSE
1/22/23 8:18,49.7,49.7,197,202,FALSE
1/22/23 8:20,50,49.9,184,194,FALSE
1/22/23 8:22,50.3,50.4,197,202,FALSE
1/22/23 8:24,50.3,50.3,185,194,FALSE
1/22/23 8:26,49.6,49.7,190,196,FALSE
1/22/23 8:28,50.2,50.1,186,192,FALSE
1/22/23 8:30,49.7,49.7,175,184,FALSE
1/22/23 8:32,49.8,49.8,187,192,FALSE
1/22/23 8:34,50,49.9,188,195,FALSE
1/22/23 8:36,50,50,188,197,FALSE
1/22/23 8:38,50,50,191,200,FALSE
1/22/23 8:40,50.2,50.2,190,198,FALSE
1/22/23 8:42,49.7,49.8,187,196,FALSE
1/22/23 8:44,50.2,50.3,192,199,FALSE
1/22/23 8:46,50.3,50.1,185,193,FALSE
1/22/23 8:48,49.8,49.8,187,195,FALSE
1/22/23 8:50,50,49.9,182,192,FALSE
1/22/23 8:52,50.3,50.3,188,197,FALSE
1/22/23 8:54,50.1,49.9,190,199,FALSE
1/22/23 8:56,49.8,49.9,185,194,FALSE
1/22/23 8:58,49.9,50,185,197,FALSE
1/22/23 9:00,50,50,192,202,FALSE
1/22/23 9:02,50.1,50.1,188,197,FALSE
1/22/23 9:04,49.7,49.6,190,198,FALSE
1/22/23 9:06,49.5,49.5,190,199,FALSE
1/22/23 9:08,49.8,49.8,180,188,FALSE
1/22/23 9:10,49.4,49.5,181,190,FALSE
1/22/23 9:12,49.9,49.9,177,186,FALSE
1/22/23 9:14,49.4,49.4,178,188,FALSE
1/22/23 9:16,50.2,50.3,176,183,FALSE
1/22/23 9:18,49.4,49.3,178,185,FALSE
1/22/23 9:20,50,50.1,182,192,FALSE
1/22/23 9:22,50.3,50.4,176,187,FALSE
1/22/23 9:24,49.6,49.7,180,190,FALSE
1/22/23 9:26,50,50,184,193,FALSE
1/22/23 9:28,50.2,50.2,181,192,FALSE
1/22/23 9:30,49.8,49.8,183,192,FALSE
1/22/23 9:32,50.3,50.2,180,189,FALSE
1/22/23 9:34,49.8,49.9,174,185,FALSE
1/22/23 9:36,49.7,49.8,181,190,FALSE
1/22/23 9:38,49.8,49.8,178,190,FALSE
1/22/23 9:40,49.9,49.9,182,192,FALSE
1/22/23 9:42,50.3,50.3,180,190,FALSE
1/22/23 9:44,50.3,50.4,175,184,FALSE
1/22/23 9:46,49.8,49.8,172,181,FALSE
1/22/23 9:48,49.8,49.9,185,192,FALSE
1/22/23 9:50,50.1,50.1,184,192,FALSE
1/22/23 9:52,49.8,49.8,174,182,FALSE
1/22/23 9:54,50.2,50.2,175,182,FALSE
1/22/23 9:56,50.2,50.1,180,189,FALSE
1/22/23 9:58,50.1,50.1,184,192,FALSE
1/22/23 10:00,50.1,50.2,183,191,FALSE
1/22/23 10:02,49.4,49.6,185,194,FALSE
1/22/23 10:04,49.9,49.8,186,194,FALSE
1/22/23 10:06,49.8,50,180,190,FALSE
1/22/23 10:08,50,49.9,183,192,FALSE
1/22/23 10:10,49.9,50,184,192,FALSE
1/22/23 10:12,50.2,50.1,182,190,FALSE
1/22/23 10:14,50.4,50.3,182,190,FALSE
1/22/23 10:16,50,49.9,182,190,FALSE
1/22/23 10:18,49.6,49.6,182,191,FALSE
1/22/23 10:20,49.9,50,186,194,FALSE
1/22/23 10:22,50.4,50.3,183,189,FALSE
1/22/23 10:24,50.2,50.1,182,190,FALSE
1/22/23 10:26,49.9,49.8,181,190,FALSE
1/22/23 10:28,50,50.1,182,191,FALSE
1/22/23 10:30,50.4,50.6,183,191,FALSE
1/22/23 10:32,49.9,49.9,181,190,FALSE
1/22/23 10:34,50.2,50.1,182,191,FALSE
1/22/23 10:36,49.9,49.9,182,191,FALSE
1/22/23 10:38,49.7,49.7,182,190,FALSE
1/22/23 10:40,50.2,50.3,182,191,FALSE
1/22/23 10:42,50,49.9,187,196,FALSE
1/22/23 10:44,50,50.1,188,197,FALSE
1/22/23 10:46,50.2,50.2,188,197,FALSE
1/22/23 10:48,49.8,49.8,189,197,FALSE
1/22/23 10:50,50.1,50.1,188,196,FALSE
1/22/23 10:52,49.5,49.5,187,196,FALSE
1/22/23 10:54,50.2,50.3,189,197,FALSE
1/22/23 10:56,50.1,50.2,187,195,FALSE
1/22/23 10:58,50.5,50.5,188,197,FALSE
1/22/23 11:00,49.8,49.8,189,195,FALSE
1/22/23 11:02,49.3,49.4,181,189,FALSE
1/22/23 11:04,49.6,49.6,184,192,FALSE
1/22/23 11:06,50.4,50.5,182,188,FALSE
1/22/23 11:08,49.7,49.7,193,199,FALSE
1/22/23 11:10,49.8,49.7,192,197,FALSE
1/22/23 11:12,50.1,50.1,190,196,FALSE
1/22/23 11:14,50,50,192,199,FALSE
1/22/23 11:16,49.5,49.5,192,197,FALSE
1/22/23 11:18,50.3,50.3,192,198,FALSE
1/22/23 11:20,49.9,49.9,192,198,FALSE
1/22/23 11:22,49.7,49.7,190,197,FALSE
1/22/23 11:24,49.7,49.7,192,198,FALSE
1/22/23 11:26,49.8,49.8,190,196,FALSE
1/22/23 11:28,49.6,49.5,187,194,FALSE
1/22/23 11:30,49.7,49.7,193,200,FALSE
1/22/23 11:32,49.7,49.7,190,197,FALSE
1/22/23 11:34,50.2,50.2,194,202,FALSE
1/22/23 11:36,50,50,194,202,FALSE
1/22/23 11:38,49.8,49.8,189,196,FALSE
1/22/23 11:40,50.2,50.2,188,196,FALSE
1/22/23 11:42,49.7,49.7,184,191,FALSE
1/22/23 11:44,49.6,49.5,186,193,FALSE
1/22/23 11:46,49.7,49.7,190,197,FALSE
1/22/23 11:48,50,50.1,188,196,FALSE
1/22/23 11:50,50.4,50.4,188,195,FALSE
1/22/23 11:52,50.2,50.3,190,197,FALSE
1/22/23 11:54,50.2,50.3,187,194,FALSE
1/22/23 11:56,50.2,50.2,189,196,FALSE
1/22/23 11:58,49.8,49.9,189,196,FALSE
1/22/23 12:00,49.8,49.8,186,193,FALSE
1/22/23 12:02,49.8,49.9,187,194,FALSE
1/22/23 12:04,50,50,187,194,FALSE
1/22/23 12:06,50.4,50.4,187,194,FALSE
1/22/23 12:08,50.3,50.2,185,192,FALSE
1/22/23 12:10,50.3,50.3,187,192,FALSE
1/22/23 12:12,50.5,50.5,187,195,FALSE
1/22/23 12:14,50.1,50.1,188,195,FALSE
1/22/23 12:16,49.6,49.7,184,191,FALSE
1/22/23 12:18,49.9,50,187,194,FALSE
1/22/23 12:20,50.5,50.5,187,194,FALSE
1/22/23 12:22,50.2,50.2,184,191,FALSE
1/22/23 12:24,50.1,50.2,183,190,FALSE
1/22/23 12:26,50.2,50.2,182,188,FALSE
1/22/23 12:28,50.4,50.4,189,196,FALSE
1/22/23 12:30,50.3,50.2,189,195,FALSE
1/22/23 12:32,50.3,50.2,189,197,FALSE
1/22/23 12:34,50.1,50.1,188,196,FALSE
1/22/23 12:36,49.8,49.7,189,196,FALSE
1/22/23 12:38,50,50,190,196,FALSE
1/22/23 12:40,49.7,49.7,188,195,FALSE
1/22/23 12:42,50,49.9,186,192,FALSE
1/22/23 12:44,50.1,50,187,194,FALSE
1/22/23 12:46,50.1,50.1,190,197,FALSE
1/22/23 12:48,50,50,188,194,FALSE
1/22/23 12:50,50.1,50.1,196,202,FALSE
1/22/23 12:52,49.8,49.9,196,203,FALSE
1/22/23 12:54,49.7,49.6,192,199,FALSE
1/22/23 12:56,49.8,49.8,196,202,FALSE
1/22/23 12:58,49.7,49.7,195,202,FALSE
1/22/23 13:00,49.9,50,195,203,FALSE
1/22/23 13:02,50.2,50.2,194,201,FALSE
1/22/23 13:04,50.3,50.3,195,202,FALSE
1/22/23 13:06,50.4,50.4,193,199,FALSE
1/22/23 13:08,50.2,50.2,193,200,FALSE
1/22/23 13:10,50.1,50.1,194,201,FALSE
1/22/23 13:12,49.7,49.7,193,200,FALSE
1/22/23 13:14,49.4,49.4,193,200,FALSE
1/22/23 13:16,49.8,49.8,192,200,FALSE
1/22/23 13:18,49.7,49.7,194,201,FALSE
1/22/23 13:20,49.8,49.8,192,199,FALSE
1/22/23 13:22,49.9,50,194,202,FALSE
1/22/23 13:24,50.2,50.1,192,199,FALSE
1/22/23 13:26,49.9,49.9,193,200,FALSE
1/22/23 13:28,50.2,50.2,193,200,FALSE
1/22/23 13:30,50.2,50.2,194,201,FALSE
1/22/23 13:32,50.1,50.1,192,199,FALSE
1/22/23 13:34,49.6,49.6,192,199,FALSE
1/22/23 13:36,49.8,49.8,192,199,FALSE
1/22/23 13:38,50,50,191,198,FALSE
1/22/23 13:40,50.1,50.1,193,201,FALSE
1/22/23 13:42,50.4,50.5,193,201,FALSE
1/22/23 13:44,49.9,50,192,200,FALSE
1/22/23 13:46,49.6,49.7,190,197,FALSE
1/22/23 13:48,49.9,49.9,193,202,FALSE
1/22/23 13:50,50.2,50.2,192,201,FALSE
1/22/23 13:52,49.9,50,192,200,FALSE
1/22/23 13:54,50,50,192,200,FALSE
1/22/23 13:56,50.2,50.1,192,200,FALSE
1/22/23 13:58,50,49.9,192,199,FALSE
1/22/23 14:00,49.9,49.9,192,199,FALSE
1/22/23 14:02,49.5,49.5,190,199,FALSE
1/22/23 14:04,49.7,49.7,185,194,FALSE
1/22/23 14:06,50,50,185,194,FALSE
1/22/23 14:08,50.3,50.4,185,194,FALSE
1/22/23 14:10,50.1,50,191,199,FALSE
1/22/23 14:12,49.7,49.7,192,199,FALSE
1/22/23 14:14,49.8,49.8,192,199,FALSE
1/22/23 14:16,49.8,49.8,192,199,FALSE
1/22/23 14:18,49.9,49.9,191,199,FALSE
1/22/23 14:20,49.8,49.8,191,199,FALSE
1/22/23 14:22,49.8,49.8,190,198,FALSE
1/22/23 14:24,49.7,49.7,190,197,FALSE
1/22/23 14:26,50.1,50.1,189,197,FALSE
1/22/23 14:28,50.2,50.2,189,197,FALSE
1/22/23 14:30,50.2,50.1,190,199,FALSE
1/22/23 14:32,49.8,49.9,189,197,FALSE
1/22/23 14:34,50,50,190,197,FALSE
1/22/23 14:36,50.3,50.3,190,197,FALSE
1/22/23 14:38,50.1,50.1,190,198,FALSE
1/22/23 14:40,50.1,50.1,190,198,FALSE
1/22/23 14:42,50,50,188,196,FALSE
1/22/23 14:44,50,50,189,196,FALSE
1/22/23 14:46,49.9,49.9,190,196,FALSE
1/22/23 14:48,49.8,49.8,189,197,FALSE
1/22/23 14:50,49.8,49.8,188,196,FALSE
1/22/23 14:52,50,50,189,198,FALSE
1/22/23 14:54,49.8,49.8,188,197,FALSE
1/22/23 14:56,49.9,49.8,180,190,FALSE
1/22/23 14:58,50.1,50.1,187,197,FALSE
1/22/23 15:00,49.8,49.9,187,196,FALSE
1/22/23 15:02,49.7,49.7,186,195,FALSE
1/22/23 15:04,49.9,49.9,186,195,FALSE
1/22/23 15:06,50.1,50.2,187,196,FALSE
1/22/23 15:08,50.1,50.1,184,193,FALSE
1/22/23 15:10,50.1,50,184,193,FALSE
1/22/23 15:12,49.8,49.8,183,192,FALSE
1/22/23 15:14,50.1,50.2,189,197,FALSE
1/22/23 15:16,50.2,50.2,186,194,FALSE
1/22/23 15:18,49.9,49.9,188,197,FALSE
1/22/23 15:20,49.9,49.9,188,197,FALSE
1/22/23 15:22,49.7,49.7,188,197,FALSE
1/22/23 15:24,49.7,49.6,188,197,FALSE
1/22/23 15:26,49.7,49.7,188,196,FALSE
1/22/23 15:28,49.9,50,186,192,FALSE
1/22/23 15:30,50.1,50.1,188,197,FALSE
1/22/23 15:32,49.9,49.9,190,198,FALSE
1/22/23 15:34,50.2,50.2,191,199,FALSE
1/22/23 15:36,49.8,49.9,191,199,FALSE
1/22/23 15:38,49.8,49.8,190,199,FALSE
1/22/23 15:40,49.9,49.9,190,198,FALSE
1/22/23 15:42,50.2,50.1,189,198,FALSE
1/22/23 15:44,49.8,49.8,189,198,FALSE
1/22/23 15:46,49.8,49.8,188,197,FALSE
1/22/23 15:48,50,50,190,199,FALSE
1/22/23 15:50,49.9,49.9,189,199,FALSE
1/22/23 15:52,49.7,49.6,187,197,FALSE
1/22/23 15:54,49.9,50,187,198,FALSE
1/22/23 15:56,50.1,50.2,187,198,FALSE
1/22/23 15:58,50.1,50.1,187,197,FALSE
1/22/23 16:00,49.9,49.9,189,198,FALSE
1/22/23 16:02,49.4,49.4,183,194,FALSE
1/22/23 16:04,49.7,49.7,190,201,FALSE
1/22/23 16:06,49.6,49.6,190,199,FALSE
1/22/23 16:08,49.8,49.8,190,200,FALSE
1/22/23 16:10,49.6,49.5,188,199,FALSE
1/22/23 16:12,49.6,49.6,189,199,FALSE
1/22/23 16:14,49.7,49.6,190,201,FALSE
1/22/23 16:16,50,50.1,191,200,FALSE
1/22/23 16:18,49.9,50,190,200,FALSE
1/22/23 16:20,50.1,50.1,192,201,FALSE
1/22/23 16:22,50.2,50.2,191,200,FALSE
1/22/23 16:24,49.9,49.8,189,198,FALSE
1/22/23 16:26,50.1,50,191,200,FALSE
1/22/23 16:28,49.9,49.9,190,199,FALSE
1/22/23 16:30,50,50,192,201,FALSE
1/22/23 16:32,50.2,50.2,192,200,FALSE
1/22/23 16:34,50,49.9,181,191,FALSE
1/22/23 16:36,49.5,49.5,190,199,FALSE
1/22/23 16:38,49.5,49.6,187,197,FALSE
1/22/23 16:40,50,50,190,200,FALSE
1/22/23 16:42,50.1,50.1,190,199,FALSE
1/22/23 16:44,50,50,185,195,FALSE
1/22/23 16:46,49.6,49.7,190,199,FALSE
1/22/23 16:48,49.8,49.6,191,199,FALSE
1/22/23 16:50,49.8,49.7,188,197,FALSE
1/22/23 16:52,49.6,49.5,192,199,FALSE
1/22/23 16:54,49.8,49.7,190,199,FALSE
1/22/23 16:56,50,49.9,191,199,FALSE
1/22/23 16:58,50,50,190,200,FALSE
1/22/23 17:00,49.8,49.9,190,199,FALSE
1/22/23 17:02,49.8,49.8,190,199,FALSE
1/22/23 17:04,50,49.8,191,202,FALSE
1/22/23 17:06,50,50,190,197,FALSE
1/22/23 17:08,49.7,49.8,190,201,FALSE
1/22/23 17:10,49.9,49.9,191,201,FALSE
1/22/23 17:12,50,50,186,197,FALSE
1/22/23 17:14,50,49.9,186,196,FALSE
1/22/23 17:16,50.1,50.1,187,196,FALSE
1/22/23 17:18,50,50,187,196,FALSE
1/22/23 17:20,50.2,50.2,192,201,FALSE
