Time,Frequency 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire),Frequency C30F2E03 (Ch Cbca Bethesda Ndosho - clinique),Voltage 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire),Voltage C30F2E03 (Ch Cbca Bethesda Ndosho - clinique),Generator_ON
9/9/24 0:00,51.7,51.6,226,242,TRUE
9/9/24 0:02,51.9,52,227,243,TRUE
9/9/24 0:04,51.8,52.1,226,241,TRUE
9/9/24 0:06,52,52,225,241,TRUE
9/9/24 0:08,52.1,52,225,241,TRUE
9/9/24 0:10,52,52.1,225,241,TRUE
9/9/24 0:12,51.9,51.9,227,243,TRUE
9/9/24 0:14,52.2,52.2,226,242,TRUE
9/9/24 0:16,52.1,52.2,225,242,TRUE
9/9/24 0:18,51.9,52.1,225,243,TRUE
9/9/24 0:20,52,52,226,243,TRUE
9/9/24 0:22,51.9,51.9,226,242,TRUE
9/9/24 0:24,51.5,51.5,222,239,TRUE
9/9/24 0:26,51.5,51.6,222,238,TRUE
9/9/24 0:28,51.9,51.8,223,240,TRUE
9/9/24 0:30,50.1,50.1,208,223,FALSE
9/9/24 0:32,49.9,49.9,208,223,FALSE
9/9/24 0:34,50.2,50.1,207,224,FALSE
9/9/24 0:36,50.2,50.2,207,224,FALSE
9/9/24 0:38,49.7,49.7,204,220,FALSE
9/9/24 0:40,49.8,49.8,205,222,FALSE
9/9/24 0:42,50,50,204,221,FALSE
9/9/24 0:44,50,50,206,222,FALSE
9/9/24 0:46,49.6,49.6,204,221,FALSE
9/9/24 0:48,49.9,49.9,204,220,FALSE
9/9/24 0:50,50,50,205,221,FALSE
9/9/24 0:52,50,49.9,202,219,FALSE
9/9/24 0:54,50.3,50.4,205,221,FALSE
9/9/24 0:56,50.4,50.3,204,220,FALSE
9/9/24 0:58,50.5,50.4,207,223,FALSE
9/9/24 1:00,50.2,50.2,207,223,FALSE
9/9/24 1:02,50.5,50.5,209,224,FALSE
9/9/24 1:04,50.2,50.2,207,223,FALSE
9/9/24 1:06,50,50,206,222,FALSE
9/9/24 1:08,49.9,49.9,207,223,FALSE
9/9/24 1:10,49.9,49.9,208,223,FALSE
9/9/24 1:12,50.1,50.1,205,221,FALSE
9/9/24 1:14,50.1,50.1,207,223,FALSE
9/9/24 1:16,50.3,50.4,208,223,FALSE
9/9/24 1:18,50.3,50.3,210,224,FALSE
9/9/24 1:20,50.3,50.2,208,223,FALSE
9/9/24 1:22,50.2,50.2,208,223,FALSE
9/9/24 1:24,50,50,207,223,FALSE
9/9/24 1:26,50.1,50.1,210,225,FALSE
9/9/24 1:28,50.1,50.1,207,224,FALSE
9/9/24 1:30,50,50,206,222,FALSE
9/9/24 1:32,50,50,209,224,FALSE
9/9/24 1:34,50,50,209,223,FALSE
9/9/24 1:36,49.9,49.9,207,223,FALSE
9/9/24 1:38,50.1,50.1,207,223,FALSE
9/9/24 1:40,50,50,209,223,FALSE
9/9/24 1:42,49.9,49.9,207,223,FALSE
9/9/24 1:44,50,49.9,206,223,FALSE
9/9/24 1:46,50.2,50.2,209,224,FALSE
9/9/24 1:48,50.2,50.2,202,221,FALSE
9/9/24 1:50,50.3,50.4,202,221,FALSE
9/9/24 1:52,50.4,50.4,203,221,FALSE
9/9/24 1:54,50.4,50.4,204,220,FALSE
9/9/24 1:56,50.3,50.3,209,223,FALSE
9/9/24 1:58,50.3,50.3,209,223,FALSE
9/9/24 2:00,50.2,50.2,211,223,FALSE
9/9/24 2:02,50,50.1,209,225,FALSE
9/9/24 2:04,50,50,209,225,FALSE
9/9/24 2:06,50.1,50.1,210,225,FALSE
9/9/24 2:08,50.1,50.2,210,225,FALSE
9/9/24 2:10,50,50,208,224,FALSE
9/9/24 2:12,50,50,208,224,FALSE
9/9/24 2:14,50,50,209,225,FALSE
9/9/24 2:16,50.2,50.1,208,225,FALSE
9/9/24 2:18,50,50,208,225,FALSE
9/9/24 2:20,50,50,211,226,FALSE
9/9/24 2:22,50,50,209,225,FALSE
9/9/24 2:24,50,50,208,225,FALSE
9/9/24 2:26,50,50,210,226,FALSE
9/9/24 2:28,49.9,49.9,209,225,FALSE
9/9/24 2:30,50.3,50.3,207,226,FALSE
9/9/24 2:32,50.4,50.5,207,226,FALSE
9/9/24 2:34,50.3,50.4,207,224,FALSE
9/9/24 2:36,50.4,50.3,206,225,FALSE
9/9/24 2:38,50.4,50.3,205,224,FALSE
9/9/24 2:40,50.3,50.3,209,226,FALSE
9/9/24 2:42,50.5,50.5,207,226,FALSE
9/9/24 2:44,50.5,50.5,207,225,FALSE
9/9/24 2:46,50.3,50.3,209,226,FALSE
9/9/24 2:48,50.4,50.4,209,226,FALSE
9/9/24 2:50,50.2,50.2,207,226,FALSE
9/9/24 2:52,50.2,50.2,207,225,FALSE
9/9/24 2:54,50.4,50.4,209,226,FALSE
9/9/24 2:56,50.2,50.2,207,224,FALSE
9/9/24 2:58,50.1,50.1,207,224,FALSE
9/9/24 3:00,50.1,50.1,209,225,FALSE
9/9/24 3:02,50.1,50.1,209,224,FALSE
