"Time","Frequency 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Frequency C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)","Voltage 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire)","Voltage C30F2E03 (Ch Cbca Bethesda Ndosho - clinique)"
2024-11-04 00:00:00,50.2,50.2,206,221
2024-11-04 00:02:00,50.1,50.1,205,224
2024-11-04 00:04:00,50.0,49.9,209,221
2024-11-04 00:06:00,50.0,49.9,207,223
2024-11-04 00:08:00,49.8,49.8,206,221
2024-11-04 00:10:00,49.4,49.4,207,222
2024-11-04 00:12:00,49.6,49.5,205,223
2024-11-04 00:14:00,49.5,49.5,207,223
2024-11-04 00:16:00,49.6,49.5,209,222
2024-11-04 00:18:00,49.7,49.7,208,223
2024-11-04 00:20:00,49.5,49.5,205,225
2024-11-04 00:22:00,49.6,49.6,208,223
2024-11-04 00:24:00,49.5,49.5,210,219
2024-11-04 00:26:00,49.6,49.6,210,218
2024-11-04 00:28:00,49.8,49.8,211,216
2024-11-04 00:30:00,49.7,49.7,208,221
2024-11-04 00:32:00,49.7,49.7,207,223
2024-11-04 00:34:00,49.6,49.7,209,223
2024-11-04 00:36:00,49.6,49.6,209,223
2024-11-04 00:38:00,49.7,49.6,208,223
2024-11-04 00:40:00,49.6,49.6,206,221
2024-11-04 00:42:00,49.6,49.6,205,223
2024-11-04 00:44:00,49.5,49.5,206,222
2024-11-04 00:46:00,49.6,49.6,208,221
2024-11-04 00:48:00,49.8,49.8,206,222
2024-11-04 00:50:00,49.9,49.9,207,221
2024-11-04 00:52:00,49.6,49.6,209,221
2024-11-04 00:54:00,50.0,50.0,208,223
2024-11-04 00:56:00,49.6,49.6,207,222
2024-11-04 00:58:00,49.5,49.5,209,222
2024-11-04 01:00:00,49.9,49.9,208,226
2024-11-04 01:02:00,49.8,49.8,206,228
2024-11-04 01:04:00,49.6,49.6,206,225
2024-11-04 01:06:00,49.5,49.6,209,226
2024-11-04 01:08:00,49.7,49.7,206,227
2024-11-04 01:10:00,49.7,49.7,204,227
2024-11-04 01:12:00,49.7,49.8,206,226
2024-11-04 01:14:00,49.9,49.9,205,228
2024-11-04 01:16:00,49.8,49.8,208,228
2024-11-04 01:18:00,49.8,49.8,210,224
2024-11-04 01:20:00,49.7,49.7,207,226
2024-11-04 01:22:00,49.8,49.8,208,226
2024-11-04 01:24:00,50.0,49.9,209,228
2024-11-04 01:26:00,49.7,49.8,206,225
2024-11-04 01:28:00,49.9,49.9,207,227
2024-11-04 01:30:00,49.7,49.7,209,226
2024-11-04 01:32:00,49.7,49.8,207,225
2024-11-04 01:34:00,49.8,49.9,208,226
2024-11-04 01:36:00,49.7,49.7,205,224
2024-11-04 01:38:00,49.8,49.8,205,226
2024-11-04 01:40:00,49.9,49.8,204,227
2024-11-04 01:42:00,49.6,49.6,207,227
2024-11-04 01:44:00,49.5,49.5,207,226
2024-11-04 01:46:00,49.6,49.7,204,227
2024-11-04 01:48:00,50.0,49.8,205,227
2024-11-04 01:50:00,49.8,49.8,209,226
2024-11-04 01:52:00,49.8,49.8,207,226
2024-11-04 01:54:00,49.8,49.8,208,226
2024-11-04 01:56:00,49.6,49.7,209,223
2024-11-04 01:58:00,49.9,49.9,206,226
2024-11-04 02:00:00,49.8,49.8,206,226
2024-11-04 02:02:00,49.9,49.9,206,225
2024-11-04 02:04:00,49.5,49.5,204,226
2024-11-04 02:06:00,49.7,49.7,204,226
2024-11-04 02:08:00,49.8,49.8,208,226
2024-11-04 02:10:00,49.6,49.7,204,227
2024-11-04 02:12:00,49.7,49.7,208,226
2024-11-04 02:14:00,49.5,49.5,209,225
2024-11-04 02:16:00,49.6,49.6,209,228
2024-11-04 02:18:00,49.6,49.7,207,228
2024-11-04 02:20:00,49.6,49.7,211,226
2024-11-04 02:22:00,49.8,49.8,208,227
2024-11-04 02:24:00,49.8,49.8,209,228
2024-11-04 02:26:00,49.9,49.9,211,227
2024-11-04 02:28:00,49.6,49.7,208,228
2024-11-04 02:30:00,50.0,50.0,209,228
2024-11-04 02:32:00,49.5,49.5,210,227
2024-11-04 02:34:00,49.8,49.9,209,228
2024-11-04 02:36:00,49.7,49.6,209,228
2024-11-04 02:38:00,49.8,49.8,210,229
2024-11-04 02:40:00,49.7,49.8,210,230
2024-11-04 02:42:00,49.6,49.5,209,229
2024-11-04 02:44:00,49.8,49.8,210,229
2024-11-04 02:46:00,49.9,49.9,211,228
2024-11-04 02:48:00,49.9,49.8,208,231
2024-11-04 02:50:00,49.8,49.7,211,228
2024-11-04 02:52:00,50.0,50.0,211,230
2024-11-04 02:54:00,49.8,49.8,209,232
2024-11-04 02:56:00,50.0,50.0,211,231
2024-11-04 02:58:00,49.7,49.7,211,229
2024-11-04 03:00:00,49.8,49.8,206,231
2024-11-04 03:02:00,49.8,49.7,209,229
2024-11-04 03:04:00,49.7,49.7,212,231
2024-11-04 03:06:00,50.0,50.0,210,228
2024-11-04 03:08:00,49.7,49.7,212,229
2024-11-04 03:10:00,49.8,49.8,211,229
2024-11-04 03:12:00,49.9,50.0,208,231
2024-11-04 03:14:00,49.7,49.6,208,231
2024-11-04 03:16:00,49.8,49.8,209,228
2024-11-04 03:18:00,49.8,49.8,209,231
2024-11-04 03:20:00,50.0,50.1,209,231
2024-11-04 03:22:00,49.8,49.8,211,229
2024-11-04 03:24:00,50.0,50.0,209,230
2024-11-04 03:26:00,49.6,49.6,208,229
2024-11-04 03:28:00,49.8,49.8,211,229
2024-11-04 03:30:00,49.9,49.8,209,231
2024-11-04 03:32:00,49.7,49.7,209,230
2024-11-04 03:34:00,49.8,49.8,210,229
2024-11-04 03:36:00,49.6,49.6,209,228
2024-11-04 03:38:00,50.0,50.0,207,229
2024-11-04 03:40:00,49.9,49.9,211,229
2024-11-04 03:42:00,50.0,50.0,209,229
2024-11-04 03:44:00,49.9,49.9,209,230
2024-11-04 03:46:00,49.9,49.9,211,227
2024-11-04 03:48:00,49.8,49.8,208,230
2024-11-04 03:50:00,50.0,49.9,209,231
2024-11-04 03:52:00,49.8,49.8,210,231
2024-11-04 03:54:00,49.9,49.9,209,228
2024-11-04 03:56:00,49.8,49.8,208,231
2024-11-04 03:58:00,49.6,49.7,211,231
2024-11-04 04:00:00,49.6,49.6,208,231
2024-11-04 04:02:00,49.7,49.8,209,232
2024-11-04 04:04:00,49.7,49.8,210,232
2024-11-04 04:06:00,49.8,49.9,209,231
2024-11-04 04:08:00,49.8,49.8,210,232
2024-11-04 04:10:00,49.8,49.8,211,231
2024-11-04 04:12:00,49.7,49.6,208,233
2024-11-04 04:14:00,49.9,49.9,208,231
2024-11-04 04:16:00,49.8,49.7,211,232
2024-11-04 04:18:00,49.8,49.8,209,230
2024-11-04 04:20:00,49.9,49.9,209,229
2024-11-04 04:22:00,49.7,49.7,208,231
2024-11-04 04:24:00,49.9,49.9,207,232
2024-11-04 04:26:00,49.8,49.8,211,229
2024-11-04 04:28:00,49.7,49.6,211,231
2024-11-04 04:30:00,49.7,49.8,209,231
2024-11-04 04:32:00,49.7,49.8,211,228
2024-11-04 04:34:00,49.7,49.8,211,231
2024-11-04 04:36:00,49.7,49.7,210,230
2024-11-04 04:38:00,49.8,49.8,211,228
2024-11-04 04:40:00,49.7,49.8,210,230
2024-11-04 04:42:00,49.7,49.7,207,229
2024-11-04 04:44:00,49.8,49.9,211,231
2024-11-04 04:46:00,49.7,49.7,209,228
2024-11-04 04:48:00,49.8,49.7,207,229
2024-11-04 04:50:00,49.5,49.5,208,228
2024-11-04 04:52:00,49.7,49.7,211,227
2024-11-04 04:54:00,49.8,49.8,209,228
2024-11-04 04:56:00,49.6,49.6,209,228
2024-11-04 04:58:00,50.0,50.0,210,228
2024-11-04 05:00:00,49.6,49.7,209,226
2024-11-04 05:02:00,49.7,49.7,210,224
