"Time","Frequency A27FD0AE (Ch Matanda - Control room)","Frequency E62B2EA3 (Ch Matanda - Radiologie)","Voltage A27FD0AE (Ch Matanda - Control room)","Voltage E62B2EA3 (Ch Matanda - Radiologie)"
2023-01-09 16:52:00,49.9,49.7,212,212
2023-01-09 16:54:00,50.5,50.4,219,220
2023-01-09 16:56:00,50.4,50.3,218,218
2023-01-09 16:58:00,50.2,50.2,219,219
2023-01-09 17:00:00,50.7,50.7,220,221
2023-01-09 17:02:00,50.4,50.6,216,216
2023-01-09 17:04:00,50.2,50.2,219,219
2023-01-09 17:06:00,49.9,50.0,219,218
2023-01-09 17:08:00,50.1,50.1,221,221
2023-01-09 17:10:00,50.1,50.2,219,219
2023-01-09 17:12:00,50.0,49.9,219,219
2023-01-09 17:14:00,49.8,49.7,218,217
2023-01-09 17:16:00,49.7,49.7,219,219
2023-01-09 17:18:00,50.1,50,219,219
2023-01-09 17:20:00,49.9,50.0,219,219
2023-01-09 17:22:00,50.0,50.1,219,219
2023-01-09 17:24:00,49.8,49.7,218,218
2023-01-09 17:26:00,50.2,50.2,218,218
2023-01-09 17:28:00,49.8,49.8,219,219
2023-01-09 17:30:00,49.9,49.9,217,217
2023-01-09 17:32:00,50.0,50.0,219,219
2023-01-09 17:34:00,49.6,49.7,219,218
2023-01-09 17:36:00,49.9,49.8,219,219
2023-01-09 17:38:00,50.3,50.3,220,220
2023-01-09 17:40:00,49.9,50.0,219,219
2023-01-09 17:42:00,50.2,50.2,218,219
2023-01-09 17:44:00,50.3,50.4,220,221
2023-01-09 17:46:00,50.1,50.2,222,223
2023-01-09 17:48:00,50.0,50.0,221,221
2023-01-09 17:50:00,50.1,50.1,221,221
2023-01-09 17:52:00,50.2,50.2,221,221
2023-01-09 17:54:00,50.0,50.0,221,221
2023-01-09 17:56:00,49.9,49.9,220,220
2023-01-09 17:58:00,49.7,49.6,220,221
2023-01-09 18:00:00,49.5,49.6,218,217
2023-01-09 18:02:00,49.7,49.7,219,220
2023-01-09 18:04:00,49.9,49.9,219,221
2023-01-09 18:06:00,49.9,50.0,219,219
2023-01-09 18:08:00,50.0,49.9,221,221
2023-01-09 18:10:00,50.0,49.9,217,216
2023-01-09 18:12:00,50.2,50.2,219,220
2023-01-09 18:14:00,50.3,50.4,213,212
2023-01-09 18:16:00,49.9,49.8,217,217
2023-01-09 18:18:00,49.9,49.9,217,218
2023-01-09 18:20:00,49.9,49.8,218,217
2023-01-09 18:22:00,49.7,49.7,217,218
2023-01-09 18:24:00,49.6,49.6,214,215
2023-01-09 18:26:00,49.8,49.8,216,216
2023-01-09 18:28:00,50.1,50.0,216,216
2023-01-09 18:30:00,50.2,50.1,216,216
2023-01-09 18:32:00,49.9,49.9,214,215
2023-01-09 18:34:00,49.7,49.7,214,214
2023-01-09 18:36:00,49.5,49.5,213,214
2023-01-09 18:38:00,49.9,49.9,215,215
2023-01-09 18:40:00,50.5,50.4,211,211
2023-01-09 18:42:00,50.7,50.7,209,209
2023-01-09 18:44:00,50.2,50.2,209,210
2023-01-09 18:46:00,50.1,50.1,209,209
2023-01-09 18:48:00,50.1,50.1,208,208
2023-01-09 18:50:00,49.9,50.0,208,208
2023-01-09 18:52:00,49.7,49.7,215,215
2023-01-09 18:54:00,49.7,49.7,212,212
2023-01-09 18:56:00,50.0,49.9,214,214
2023-01-09 18:58:00,49.9,49.9,213,214
2023-01-09 19:00:00,49.7,49.9,211,212
2023-01-09 19:02:00,49.8,49.8,211,212
2023-01-09 19:04:00,49.9,49.9,213,214
2023-01-09 19:06:00,49.8,49.9,210,211
2023-01-09 19:08:00,49.9,49.9,210,210
2023-01-09 19:10:00,49.8,49.8,212,212
2023-01-09 19:12:00,50.0,50.1,213,213
2023-01-09 19:14:00,49.9,49.8,212,213
2023-01-09 19:16:00,49.7,49.7,212,212
2023-01-09 19:18:00,50.2,50.2,213,214
2023-01-09 19:20:00,50.4,50.3,213,213
2023-01-09 19:22:00,50.0,50.0,213,213
2023-01-09 19:24:00,50.1,50.1,214,214
2023-01-09 19:26:00,49.9,49.9,212,212
2023-01-09 19:28:00,49.9,49.9,212,212
2023-01-09 19:30:00,50.1,50.1,211,211
2023-01-09 19:32:00,50.0,50.0,211,211
2023-01-09 19:34:00,49.9,49.9,212,212
2023-01-09 19:36:00,49.9,49.9,212,213
2023-01-09 19:38:00,49.8,49.8,208,208
2023-01-09 19:40:00,49.6,49.7,204,204
2023-01-09 19:42:00,49.9,49.9,212,212
2023-01-09 19:44:00,49.7,49.8,212,212
2023-01-09 19:46:00,49.9,49.9,207,207
2023-01-09 19:48:00,49.9,49.9,207,208
2023-01-09 19:50:00,49.9,49.9,207,207
2023-01-09 19:52:00,50.0,50.0,208,208
2023-01-09 19:54:00,49.9,49.9,211,211
2023-01-09 19:56:00,50.1,50.1,212,211
2023-01-09 19:58:00,49.9,49.9,213,213
2023-01-09 20:00:00,49.6,49.6,214,214
2023-01-09 20:02:00,49.8,49.9,212,212
2023-01-09 20:04:00,50.1,50.1,213,213
2023-01-09 20:06:00,49.9,49.9,211,211
2023-01-09 20:08:00,50.1,50.0,212,213
2023-01-09 20:10:00,49.9,49.9,214,213
2023-01-09 20:12:00,49.8,49.8,211,212
2023-01-09 20:14:00,49.9,49.9,214,216
2023-01-09 20:16:00,49.8,49.9,213,216
2023-01-09 20:18:00,50.0,50.0,211,213
2023-01-09 20:20:00,49.8,49.8,213,213
2023-01-09 20:22:00,49.9,49.9,212,213
2023-01-09 20:24:00,49.8,49.8,213,213
2023-01-09 20:26:00,49.8,49.8,215,214
2023-01-09 20:28:00,50.0,49.9,215,215
2023-01-09 20:30:00,50.1,50.1,214,216
2023-01-09 20:32:00,50.2,50.0,215,215
2023-01-09 20:34:00,49.9,49.9,214,214
2023-01-09 20:36:00,50.0,50.0,215,215
2023-01-09 20:38:00,49.9,49.9,214,215
2023-01-09 20:40:00,49.9,49.9,214,215
2023-01-09 20:42:00,49.8,49.9,215,215
2023-01-09 20:44:00,49.9,49.9,214,214
2023-01-09 20:46:00,49.8,49.9,216,215
2023-01-09 20:48:00,50.0,50.0,214,216
2023-01-09 20:50:00,50,50.0,219,217
2023-01-09 20:52:00,50.0,50.0,216,215
2023-01-09 20:54:00,49.9,50.0,212,213
2023-01-09 20:56:00,50.0,49.9,218,212
2023-01-09 20:58:00,49.9,49.8,211,211
2023-01-09 21:00:00,50.0,50.0,213,214
2023-01-09 21:02:00,50.0,50.1,219,220
2023-01-09 21:04:00,50.3,50.2,219,220
2023-01-09 21:06:00,50.0,50.1,219,219
2023-01-09 21:08:00,50.1,50.1,219,219
2023-01-09 21:10:00,50.1,50.1,219,218
2023-01-09 21:12:00,50.1,50.1,218,220
2023-01-09 21:14:00,49.9,49.8,220,220
2023-01-09 21:16:00,49.8,49.7,220,220
2023-01-09 21:18:00,49.9,49.8,219,220
2023-01-09 21:20:00,49.8,49.8,219,219
2023-01-09 21:22:00,49.8,49.9,219,219
2023-01-09 21:24:00,50.0,49.9,219,220
2023-01-09 21:26:00,50.0,49.9,219,219
2023-01-09 21:28:00,50.0,50.1,219,220
2023-01-09 21:30:00,50.2,50.1,219,220
2023-01-09 21:32:00,50.0,50.0,218,219
2023-01-09 21:34:00,50.0,50.0,219,219
2023-01-09 21:36:00,50.0,49.9,216,216
2023-01-09 21:38:00,49.9,49.9,219,220
2023-01-09 21:40:00,49.9,50.0,219,219
2023-01-09 21:42:00,49.9,49.9,221,220
2023-01-09 21:44:00,50.1,50.0,215,220
2023-01-09 21:46:00,50.1,50.1,221,221
2023-01-09 21:48:00,49.9,49.9,221,221
2023-01-09 21:50:00,50.0,50.0,222,223
2023-01-09 21:52:00,50.0,49.8,217,221
2023-01-09 21:54:00,50.0,49.9,221,220
2023-01-09 21:56:00,49.9,49.9,221,221
2023-01-09 21:58:00,50.0,49.8,222,223
2023-01-09 22:00:00,49.8,49.6,221,221
2023-01-09 22:02:00,49.9,49.9,218,219
2023-01-09 22:04:00,50.1,50.0,219,219
2023-01-09 22:06:00,49.9,49.9,220,220
2023-01-09 22:08:00,50.0,50.0,223,223
2023-01-09 22:10:00,49.8,49.8,220,222
2023-01-09 22:12:00,49.9,49.9,223,223
2023-01-09 22:14:00,49.9,49.8,220,221
2023-01-09 22:16:00,49.9,50.0,223,217
2023-01-09 22:18:00,49.9,50,222,221
2023-01-09 22:20:00,50.0,50.0,222,223
2023-01-09 22:22:00,50.1,50.2,223,223
2023-01-09 22:24:00,50.1,50.1,223,224
2023-01-09 22:26:00,50.0,50.0,223,223
2023-01-09 22:28:00,50,50.1,224,224
2023-01-09 22:30:00,49.9,49.9,223,224
2023-01-09 22:32:00,50.0,50.0,226,223
2023-01-09 22:34:00,49.8,49.9,223,224
2023-01-09 22:36:00,50.0,50.0,223,223
2023-01-09 22:38:00,49.9,49.9,225,224
2023-01-09 22:40:00,49.7,50.0,225,226
2023-01-09 22:42:00,50.0,49.9,226,222
2023-01-09 22:44:00,50.2,50,224,226
2023-01-09 22:46:00,50.0,50.1,224,230
2023-01-09 22:48:00,49.9,49.9,226,226
2023-01-09 22:50:00,49.6,49.6,225,226
2023-01-09 22:52:00,50.1,50.1,226,226
2023-01-09 22:54:00,50.0,50.0,226,226
2023-01-09 22:56:00,50.0,50,224,225
2023-01-09 22:58:00,50.0,49.9,225,226
2023-01-09 23:00:00,50.1,50,226,226
2023-01-09 23:02:00,49.9,50.0,226,226
2023-01-09 23:04:00,50.0,50.0,226,226
2023-01-09 23:06:00,49.8,50.0,224,222
2023-01-09 23:08:00,50.0,50.0,224,224
2023-01-09 23:10:00,50.0,49.9,224,224
2023-01-09 23:12:00,50.1,50,223,223
2023-01-09 23:14:00,49.9,49.9,225,225
2023-01-09 23:16:00,50.0,50.0,225,225
2023-01-09 23:18:00,49.9,49.9,225,225
2023-01-09 23:20:00,49.8,49.9,225,225
2023-01-09 23:22:00,50.0,50.0,225,225
2023-01-09 23:24:00,49.8,49.8,225,225
2023-01-09 23:26:00,49.9,49.8,225,225
2023-01-09 23:28:00,50.0,50.1,225,226
2023-01-09 23:30:00,49.9,50.0,226,226
2023-01-09 23:32:00,50.0,50.0,226,226
2023-01-09 23:34:00,50.1,50.1,226,226
2023-01-09 23:36:00,50.1,50.0,225,226
2023-01-09 23:38:00,49.8,50.0,225,226
2023-01-09 23:40:00,50.0,50.0,226,226
2023-01-09 23:42:00,50.2,50.1,226,226
2023-01-09 23:44:00,49.9,49.9,226,226
2023-01-09 23:46:00,50.0,50.0,225,226
2023-01-09 23:48:00,50.0,50.0,225,226
2023-01-09 23:50:00,50.0,50.1,226,226
2023-01-09 23:52:00,50.0,50.1,226,226
2023-01-09 23:54:00,50.1,50.0,227,227
2023-01-09 23:56:00,49.9,49.9,227,227
2023-01-09 23:58:00,50.0,50.0,227,227
2023-01-10 00:00:00,49.9,49.9,226,227
2023-01-10 00:02:00,50.1,50.1,227,228
2023-01-10 00:04:00,50.0,50.0,227,228
2023-01-10 00:06:00,50.0,49.9,227,228
2023-01-10 00:08:00,49.3,49.3,226,226
2023-01-10 00:10:00,50.0,50.0,227,227
2023-01-10 00:12:00,50.0,50.0,227,227
2023-01-10 00:14:00,50.0,49.9,227,228
2023-01-10 00:16:00,50.0,50.0,227,228
2023-01-10 00:18:00,50.1,50.1,226,227
2023-01-10 00:20:00,49.8,49.9,226,227
2023-01-10 00:22:00,50.0,50.0,224,225
2023-01-10 00:24:00,50.0,50.0,224,225
2023-01-10 00:26:00,50.0,50.0,225,225
2023-01-10 00:28:00,50.0,49.9,225,225
2023-01-10 00:30:00,50.1,50.0,225,226
2023-01-10 00:32:00,50.0,50.0,225,226
2023-01-10 00:34:00,50.0,50.0,226,226
2023-01-10 00:36:00,49.9,49.9,226,226
2023-01-10 00:38:00,50.0,50.0,226,226
2023-01-10 00:40:00,49.9,49.9,226,226
2023-01-10 00:42:00,50.0,50,226,226
2023-01-10 00:44:00,49.9,49.9,225,226
2023-01-10 00:46:00,50.0,50.0,225,226
2023-01-10 00:48:00,50.0,50.0,225,226
2023-01-10 00:50:00,49.9,49.9,225,226
2023-01-10 00:52:00,50.1,50.1,226,226
2023-01-10 00:54:00,49.9,49.9,226,226
2023-01-10 00:56:00,49.9,49.9,226,226
2023-01-10 00:58:00,50.0,50.0,226,226
2023-01-10 01:00:00,50.0,50,228,228
2023-01-10 01:02:00,50.0,49.9,228,228
2023-01-10 01:04:00,49.8,49.9,228,228
2023-01-10 01:06:00,49.9,49.9,228,228
2023-01-10 01:08:00,49.9,49.9,228,228
2023-01-10 01:10:00,50.1,50,228,228
2023-01-10 01:12:00,50.0,50.0,228,228
2023-01-10 01:14:00,49.9,49.9,228,228
2023-01-10 01:16:00,49.8,49.8,227,228
2023-01-10 01:18:00,50.0,50.0,228,228
2023-01-10 01:20:00,49.9,50.0,228,228
2023-01-10 01:22:00,50.0,50.0,228,229
2023-01-10 01:24:00,49.9,49.9,228,228
2023-01-10 01:26:00,50.0,50.0,228,228
2023-01-10 01:28:00,50.0,49.9,225,225
2023-01-10 01:30:00,49.9,49.9,226,226
2023-01-10 01:32:00,50.1,50.0,226,226
2023-01-10 01:34:00,49.9,49.9,226,226
2023-01-10 01:36:00,50.0,50.0,226,226
2023-01-10 01:38:00,50.0,50.0,226,226
2023-01-10 01:40:00,50,50.0,222,222
2023-01-10 01:42:00,49.8,49.8,226,226
2023-01-10 01:44:00,49.9,49.9,226,227
2023-01-10 01:46:00,49.8,49.8,226,226
2023-01-10 01:48:00,49.9,49.9,226,227
2023-01-10 01:50:00,50.0,50.0,226,227
2023-01-10 01:52:00,50.0,50.0,227,227
2023-01-10 01:54:00,50.0,50.0,227,227
2023-01-10 01:56:00,50.0,49.9,227,227
2023-01-10 01:58:00,50.0,50.0,227,227
2023-01-10 02:00:00,50.0,49.9,227,227
2023-01-10 02:02:00,49.9,49.9,228,228
2023-01-10 02:04:00,50.0,50.0,228,228
2023-01-10 02:06:00,50.0,49.9,228,228
2023-01-10 02:08:00,50.1,50.1,228,228
2023-01-10 02:10:00,50.0,50.0,228,228
2023-01-10 02:12:00,50.0,50.0,228,228
2023-01-10 02:14:00,50.0,49.9,228,228
2023-01-10 02:16:00,50.1,50.0,228,228
2023-01-10 02:18:00,49.9,50.0,228,228
2023-01-10 02:20:00,50.0,50.0,228,228
2023-01-10 02:22:00,50.0,50.0,228,228
2023-01-10 02:24:00,49.8,49.9,228,228
2023-01-10 02:26:00,49.8,49.8,228,228
2023-01-10 02:28:00,50.0,50.0,228,228
2023-01-10 02:30:00,50.0,50.0,228,229
2023-01-10 02:32:00,49.9,49.9,229,229
2023-01-10 02:34:00,50.0,50.0,228,228
2023-01-10 02:36:00,49.9,49.9,227,228
2023-01-10 02:38:00,50.0,50.0,228,228
2023-01-10 02:40:00,50.0,50.0,227,228
2023-01-10 02:42:00,50.0,50.1,227,228
2023-01-10 02:44:00,50.1,50.1,228,228
2023-01-10 02:46:00,50.1,50.0,228,228
2023-01-10 02:48:00,49.9,49.9,227,228
2023-01-10 02:50:00,49.9,49.9,227,228
2023-01-10 02:52:00,49.8,49.8,227,228
2023-01-10 02:54:00,49.9,49.9,227,228
2023-01-10 02:56:00,49.8,49.9,227,227
2023-01-10 02:58:00,50.0,50.0,227,227
2023-01-10 03:00:00,49.9,49.9,228,228
2023-01-10 03:02:00,50.0,50.0,227,228
2023-01-10 03:04:00,50.0,50.0,229,229
2023-01-10 03:06:00,50.1,50.1,229,229
2023-01-10 03:08:00,49.9,49.9,229,229
2023-01-10 03:10:00,50.1,50.0,229,230
2023-01-10 03:12:00,50.1,50.1,229,230
2023-01-10 03:14:00,50.1,50.1,229,229
2023-01-10 03:16:00,49.8,49.8,229,229
2023-01-10 03:18:00,50.0,50.0,228,228
2023-01-10 03:20:00,49.8,49.8,229,229
2023-01-10 03:22:00,49.9,50.0,229,229
2023-01-10 03:24:00,50.0,50.0,229,229
2023-01-10 03:26:00,50.0,50.0,229,230
2023-01-10 03:28:00,50.0,50,230,230
2023-01-10 03:30:00,50.0,50.0,230,230
2023-01-10 03:32:00,49.9,49.8,229,230
2023-01-10 03:34:00,49.8,49.9,230,230
2023-01-10 03:36:00,49.9,49.9,227,228
2023-01-10 03:38:00,50.1,50.1,228,228
2023-01-10 03:40:00,49.9,50.0,227,228
2023-01-10 03:42:00,49.8,49.9,227,227
2023-01-10 03:44:00,50.0,50.0,227,227
2023-01-10 03:46:00,50.0,49.9,227,227
2023-01-10 03:48:00,49.9,49.9,227,227
2023-01-10 03:50:00,50.1,50.1,227,228
2023-01-10 03:52:00,50.2,50.2,228,228
2023-01-10 03:54:00,49.9,49.9,227,228
2023-01-10 03:56:00,49.8,49.8,227,228
2023-01-10 03:58:00,50.0,50.0,228,228
2023-01-10 04:00:00,50.0,50.0,228,228
2023-01-10 04:02:00,50.1,50.1,228,228
2023-01-10 04:04:00,50.0,49.9,229,229
2023-01-10 04:06:00,50.1,50.0,228,229
2023-01-10 04:08:00,50.0,50.0,228,229
2023-01-10 04:10:00,49.9,49.8,229,229
2023-01-10 04:12:00,49.9,49.9,227,228
2023-01-10 04:14:00,50.0,49.9,227,228
2023-01-10 04:16:00,50.0,49.9,228,228
2023-01-10 04:18:00,49.9,50.0,228,228
2023-01-10 04:20:00,50.2,50.2,228,228
2023-01-10 04:22:00,49.9,50.0,228,228
2023-01-10 04:24:00,50.0,50.0,228,228
2023-01-10 04:26:00,50.0,50.1,228,228
2023-01-10 04:28:00,50.0,50.0,228,228
2023-01-10 04:30:00,49.9,49.9,228,228
2023-01-10 04:32:00,49.7,49.7,229,229
2023-01-10 04:34:00,49.9,49.9,229,230
2023-01-10 04:36:00,50.1,50.0,229,229
2023-01-10 04:38:00,50.0,50.0,229,229
2023-01-10 04:40:00,50.3,50.3,228,228
2023-01-10 04:42:00,50.0,50.0,228,228
2023-01-10 04:44:00,49.6,49.6,227,227
2023-01-10 04:46:00,49.8,49.8,227,227
2023-01-10 04:48:00,50.0,50.0,227,228
2023-01-10 04:50:00,50.0,50.0,228,228
2023-01-10 04:52:00,50.0,50.0,227,228
2023-01-10 04:54:00,49.9,49.9,227,228
2023-01-10 04:56:00,49.9,50.0,228,228
2023-01-10 04:58:00,49.9,50.0,227,227
2023-01-10 05:00:00,49.9,50.0,226,227
2023-01-10 05:02:00,50.1,50.1,226,226
2023-01-10 05:04:00,50.0,50.0,228,228
2023-01-10 05:06:00,50.0,49.9,228,228
2023-01-10 05:08:00,50.1,50.1,229,229
2023-01-10 05:10:00,50.1,50.0,228,229
2023-01-10 05:12:00,49.8,49.7,224,224
2023-01-10 05:14:00,49.9,49.9,224,224
2023-01-10 05:16:00,50.1,50.0,228,228
2023-01-10 05:18:00,49.9,49.9,228,228
2023-01-10 05:20:00,49.7,49.7,228,228
2023-01-10 05:22:00,50.0,50.0,223,223
2023-01-10 05:24:00,50.0,50.0,228,228
2023-01-10 05:26:00,49.9,50.0,228,228
2023-01-10 05:28:00,49.8,49.8,228,228
2023-01-10 05:30:00,50.1,50.0,226,227
2023-01-10 05:32:00,50.0,50.0,226,227
2023-01-10 05:34:00,50.0,50.0,227,227
2023-01-10 05:36:00,49.8,49.8,227,228
2023-01-10 05:38:00,49.9,50,228,229
2023-01-10 05:40:00,50.0,49.9,228,228
2023-01-10 05:42:00,50.1,50.1,227,227
2023-01-10 05:44:00,49.7,49.7,226,226
2023-01-10 05:46:00,49.7,49.7,225,225
2023-01-10 05:48:00,50.0,50.1,225,226
2023-01-10 05:50:00,50.0,50.1,227,228
2023-01-10 05:52:00,50.1,50.0,226,226
2023-01-10 05:54:00,50.0,50.0,225,226
2023-01-10 05:56:00,49.7,49.7,223,223
2023-01-10 05:58:00,50.3,50.3,225,225
2023-01-10 06:00:00,50.0,50.0,224,225
2023-01-10 06:02:00,50.2,50.2,223,223
2023-01-10 06:04:00,49.8,49.8,224,224
2023-01-10 06:06:00,50.1,50.0,228,228
2023-01-10 06:08:00,50.3,50.2,226,226
2023-01-10 06:10:00,50.0,50.0,227,227
2023-01-10 06:12:00,49.8,49.9,226,226
2023-01-10 06:14:00,50.1,50.1,223,223
2023-01-10 06:16:00,49.9,49.9,227,228
2023-01-10 06:18:00,49.9,49.9,227,227
2023-01-10 06:20:00,50.0,50.0,227,227
2023-01-10 06:22:00,49.8,49.8,226,226
2023-01-10 06:24:00,50.4,50.4,228,228
2023-01-10 06:26:00,50.1,50.1,227,228
2023-01-10 06:28:00,49.9,49.9,223,223
2023-01-10 06:30:00,50.0,50.1,226,226
2023-01-10 06:32:00,49.8,49.8,224,222
2023-01-10 06:34:00,49.8,49.8,224,224
2023-01-10 06:36:00,50.2,50.2,225,226
2023-01-10 06:38:00,50.1,50.2,225,226
2023-01-10 06:40:00,50.1,50.1,224,225
2023-01-10 06:42:00,49.8,49.8,223,223
2023-01-10 06:44:00,50.0,50.0,226,226
2023-01-10 06:46:00,49.8,49.9,219,219
2023-01-10 06:48:00,49.8,49.8,219,219
2023-01-10 06:50:00,49.6,49.7,219,219
2023-01-10 06:52:00,50.1,50.1,223,223
2023-01-10 06:54:00,49.9,50.0,221,222
2023-01-10 06:56:00,50.0,50.0,221,221
2023-01-10 06:58:00,49.7,49.7,222,223
2023-01-10 07:00:00,50.1,50.1,221,221
2023-01-10 07:02:00,50.1,50.1,223,223
2023-01-10 07:04:00,49.8,49.8,221,222
2023-01-10 07:06:00,49.7,49.7,223,223
2023-01-10 07:08:00,49.7,49.8,223,223
2023-01-10 07:10:00,50.1,50.0,224,224
2023-01-10 07:12:00,50.2,50.1,221,221
2023-01-10 07:14:00,49.8,49.8,224,224
2023-01-10 07:16:00,50.1,50.1,220,220
2023-01-10 07:18:00,49.6,49.7,218,219
2023-01-10 07:20:00,49.9,49.9,216,216
2023-01-10 07:22:00,49.9,49.8,219,219
2023-01-10 07:24:00,50.1,50.1,219,219
2023-01-10 07:26:00,50.5,50.5,223,223
2023-01-10 07:28:00,49.9,50.0,223,223
2023-01-10 07:30:00,50.0,50.1,221,221
2023-01-10 07:32:00,50.2,50.2,224,224
2023-01-10 07:34:00,49.6,49.6,222,222
2023-01-10 07:36:00,49.4,49.4,223,223
2023-01-10 07:38:00,50.1,50.0,225,225
2023-01-10 07:40:00,50.4,50.4,224,224
2023-01-10 07:42:00,49.9,50.0,224,224
2023-01-10 07:44:00,50.1,50.1,223,223
2023-01-10 07:46:00,49.9,49.9,222,222
2023-01-10 07:48:00,50,50.0,214,214
2023-01-10 07:50:00,50.0,50.0,217,217
2023-01-10 07:52:00,49.9,50.0,216,216
2023-01-10 07:54:00,49.8,49.7,215,215
2023-01-10 07:56:00,50.0,50.0,216,216
2023-01-10 07:58:00,49.8,49.7,216,216
2023-01-10 08:00:00,50.1,50.1,221,221
2023-01-10 08:02:00,50.0,50.0,221,221
2023-01-10 08:04:00,50.0,50.0,215,215
2023-01-10 08:06:00,50.1,50.2,215,215
2023-01-10 08:08:00,50.0,50.0,215,215
2023-01-10 08:10:00,50.3,50.3,217,218
2023-01-10 08:12:00,50.0,50.0,215,216
2023-01-10 08:14:00,50.1,50.1,221,221
2023-01-10 08:16:00,49.9,49.8,221,221
2023-01-10 08:18:00,49.9,50.0,220,220
2023-01-10 08:20:00,49.7,49.7,220,220
2023-01-10 08:22:00,49.9,49.9,219,219
2023-01-10 08:24:00,50.1,50.1,224,224
2023-01-10 08:26:00,50,50.0,223,223
2023-01-10 08:28:00,49.9,50.1,221,221
2023-01-10 08:30:00,49.9,49.9,220,220
2023-01-10 08:32:00,50.0,50.0,220,220
2023-01-10 08:34:00,50.0,49.9,219,220
2023-01-10 08:36:00,49.9,49.9,222,222
2023-01-10 08:38:00,50.3,50.3,219,219
2023-01-10 08:40:00,50.4,50.2,221,221
2023-01-10 08:42:00,50.1,49.9,216,216
2023-01-10 08:44:00,50.4,50.5,223,223
2023-01-10 08:46:00,50.0,50.1,222,223
2023-01-10 08:48:00,50.2,50.1,222,222
2023-01-10 08:50:00,50.1,50.0,221,222
2023-01-10 08:52:00,50.2,50.1,221,222
2023-01-10 08:54:00,49.3,49.3,220,220
2023-01-10 08:56:00,49.3,49.4,218,217
2023-01-10 08:58:00,49.5,49.5,221,222
2023-01-10 09:00:00,49.9,50.0,221,221
2023-01-10 09:02:00,50.0,49.9,219,219
2023-01-10 09:04:00,49.7,49.6,220,219
2023-01-10 09:06:00,49.9,49.7,214,214
2023-01-10 09:08:00,49.8,49.9,218,218
2023-01-10 09:10:00,50.1,50.2,219,219
2023-01-10 09:12:00,50.0,49.9,219,219
2023-01-10 09:14:00,49.7,49.7,220,220
2023-01-10 09:16:00,49.9,50.0,219,219
2023-01-10 09:18:00,49.9,49.9,223,223
2023-01-10 09:20:00,50.0,50.0,219,219
2023-01-10 09:22:00,50.2,50.2,221,221
2023-01-10 09:24:00,50.1,50.0,220,221
2023-01-10 09:26:00,50.8,50.7,223,223
2023-01-10 09:28:00,50.2,50.2,222,222
2023-01-10 09:30:00,50.0,49.9,222,221
2023-01-10 09:32:00,50.0,49.9,222,223
2023-01-10 09:34:00,50.1,50.1,221,221
2023-01-10 09:36:00,49.7,49.7,222,222
2023-01-10 09:38:00,49.4,49.6,221,221
2023-01-10 09:40:00,49.9,49.9,221,222
2023-01-10 09:42:00,49.9,49.9,222,222
2023-01-10 09:44:00,50.0,49.9,220,220
2023-01-10 09:46:00,49.9,50.0,223,223
2023-01-10 09:48:00,49.7,49.7,217,219
2023-01-10 09:50:00,50.1,49.9,216,217
2023-01-10 09:52:00,50.1,50.0,219,219
2023-01-10 09:54:00,49.8,49.7,218,217
2023-01-10 09:56:00,49.8,49.8,219,218
2023-01-10 09:58:00,49.8,49.7,220,219
2023-01-10 10:00:00,50.1,50.1,215,216
2023-01-10 10:02:00,49.9,49.9,210,211
2023-01-10 10:04:00,50.3,50.2,216,216
2023-01-10 10:06:00,49.9,49.9,216,216
2023-01-10 10:08:00,49.9,49.8,216,216
2023-01-10 10:10:00,49.6,49.6,214,214
2023-01-10 10:12:00,49.7,49.7,218,219
2023-01-10 10:14:00,50.0,50.0,216,218
2023-01-10 10:16:00,50.4,50.3,214,214
2023-01-10 10:18:00,49.8,49.9,216,216
2023-01-10 10:20:00,49.9,50.0,218,217
2023-01-10 10:22:00,49.8,49.7,216,216
2023-01-10 10:24:00,49.8,49.8,215,216
2023-01-10 10:26:00,49.9,50.0,216,217
2023-01-10 10:28:00,49.9,49.9,218,218
2023-01-10 10:30:00,50.2,50.1,216,217
2023-01-10 10:32:00,50.2,50.2,213,214
2023-01-10 10:34:00,50.5,50.4,214,213
2023-01-10 10:36:00,50.1,50.2,215,214
2023-01-10 10:38:00,49.8,49.7,215,215
2023-01-10 10:40:00,49.6,49.6,216,216
2023-01-10 10:42:00,49.6,49.7,213,211
2023-01-10 10:44:00,50.0,50.0,208,207
2023-01-10 10:46:00,50.1,50.0,199,199
2023-01-10 10:48:00,50.2,50.1,208,207
2023-01-10 10:50:00,50.0,49.9,212,211
2023-01-10 10:52:00,49.5,49.4,209,209
2023-01-10 10:54:00,49.8,49.7,212,214
2023-01-10 10:56:00,49.9,50.0,214,214
2023-01-10 10:58:00,50.1,50.2,209,208
2023-01-10 11:00:00,50.1,50.1,209,211
2023-01-10 11:02:00,49.6,49.6,214,214
2023-01-10 11:04:00,49.8,49.9,214,214
2023-01-10 11:06:00,50.1,50.0,214,214
2023-01-10 11:08:00,50.2,50.1,216,216
2023-01-10 11:10:00,50.3,50.3,216,216
2023-01-10 11:12:00,50.0,50.2,216,216
2023-01-10 11:14:00,50,50.1,211,211
2023-01-10 11:16:00,51.4,50.2,205,204
2023-01-10 11:18:00,50.1,50.0,211,210
2023-01-10 11:20:00,49.9,49.9,214,216
2023-01-10 11:22:00,49.8,50.0,209,209
