Time,Frequency 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire),Frequency C30F2E03 (Ch Cbca Bethesda Ndosho - clinique),Voltage 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire),Voltage C30F2E03 (Ch Cbca Bethesda Ndosho - clinique),Generator_ON
2/1/23 0:00,50.5,50.4,223,223,FALSE
2/1/23 0:02,50.6,50.5,223,224,FALSE
2/1/23 0:04,50.6,50.6,223,224,FALSE
2/1/23 0:06,50.6,50.5,224,225,FALSE
2/1/23 0:08,50.5,50.6,222,224,FALSE
2/1/23 0:10,50.5,50.6,223,224,FALSE
2/1/23 0:12,50.5,50.6,222,224,FALSE
2/1/23 0:14,50.5,50.5,223,224,FALSE
2/1/23 0:16,50.6,50.5,222,224,FALSE
2/1/23 0:18,50.6,50.6,223,224,FALSE
2/1/23 0:20,50.5,50.5,222,224,FALSE
2/1/23 0:22,50.5,50.6,223,225,FALSE
2/1/23 0:24,50.6,50.5,224,226,FALSE
2/1/23 0:26,50.6,50.6,224,226,FALSE
2/1/23 0:28,50.5,50.5,224,226,FALSE
2/1/23 0:30,50.4,50.4,224,226,FALSE
2/1/23 0:32,50.7,50.7,226,226,FALSE
2/1/23 0:34,50.4,50.4,224,226,FALSE
2/1/23 0:36,50.7,50.7,222,223,FALSE
2/1/23 0:38,50.5,50.5,225,226,FALSE
2/1/23 0:40,50.6,50.6,226,226,FALSE
2/1/23 0:42,50.6,50.6,226,226,FALSE
2/1/23 0:44,50.6,50.6,226,226,FALSE
2/1/23 0:46,50.7,50.7,226,228,FALSE
2/1/23 0:48,50.4,50.4,226,227,FALSE
2/1/23 0:50,50.5,50.5,226,227,FALSE
2/1/23 0:52,50.5,50.5,226,227,FALSE
2/1/23 0:54,50.6,50.6,223,225,FALSE
2/1/23 0:56,50.6,50.6,226,227,FALSE
2/1/23 0:58,50.5,50.5,225,226,FALSE
2/1/23 1:00,50.5,50.6,226,228,FALSE
2/1/23 1:02,50.6,50.5,226,227,FALSE
2/1/23 1:04,50.7,50.6,227,228,FALSE
2/1/23 1:06,50.7,50.6,226,228,FALSE
2/1/23 1:08,50.5,50.5,226,227,FALSE
2/1/23 1:10,50.5,50.5,226,227,FALSE
2/1/23 1:12,50.6,50.6,226,227,FALSE
2/1/23 1:14,50.6,50.6,226,227,FALSE
2/1/23 1:16,50.6,50.6,226,228,FALSE
2/1/23 1:18,50.5,50.5,226,228,FALSE
2/1/23 1:20,50.6,50.6,226,228,FALSE
2/1/23 1:22,50.5,50.6,226,227,FALSE
2/1/23 1:24,50.6,50.6,226,228,FALSE
2/1/23 1:26,50.7,50.6,226,227,FALSE
2/1/23 1:28,50.7,50.6,227,228,FALSE
2/1/23 1:30,50.6,50.6,227,228,FALSE
2/1/23 1:32,50.6,50.6,227,228,FALSE
2/1/23 1:34,50.5,50.5,227,229,FALSE
2/1/23 1:36,50.5,50.5,226,228,FALSE
2/1/23 1:38,50.5,50.5,228,228,FALSE
2/1/23 1:40,50.7,50.7,228,229,FALSE
2/1/23 1:42,50.5,50.5,224,226,FALSE
2/1/23 1:44,50.5,50.5,224,225,FALSE
2/1/23 1:46,50.7,50.7,227,228,FALSE
2/1/23 1:48,50.6,50.5,227,228,FALSE
2/1/23 1:50,50.6,50.7,226,228,FALSE
2/1/23 1:52,50.5,50.5,225,226,FALSE
2/1/23 1:54,50.5,50.5,226,226,FALSE
2/1/23 1:56,50.7,50.7,227,228,FALSE
2/1/23 1:58,50.6,50.6,226,228,FALSE
2/1/23 2:00,50.6,50.5,227,228,FALSE
2/1/23 2:02,50.5,50.5,227,228,FALSE
2/1/23 2:04,50.8,50.7,227,228,FALSE
2/1/23 2:06,50.5,50.5,227,228,FALSE
2/1/23 2:08,50.6,50.6,228,228,FALSE
2/1/23 2:10,50.5,50.6,228,228,FALSE
2/1/23 2:12,50.6,50.6,227,228,FALSE
2/1/23 2:14,50.7,50.7,226,228,FALSE
2/1/23 2:16,50.5,50.5,228,228,FALSE
2/1/23 2:18,50.6,50.6,228,229,FALSE
2/1/23 2:20,50.5,50.6,228,229,FALSE
2/1/23 2:22,50.7,50.7,228,229,FALSE
2/1/23 2:24,50.6,50.6,228,229,FALSE
2/1/23 2:26,50.5,50.5,228,229,FALSE
2/1/23 2:28,50.6,50.6,228,228,FALSE
2/1/23 2:30,50.6,50.6,227,228,FALSE
2/1/23 2:32,50.6,50.6,227,228,FALSE
2/1/23 2:34,50.6,50.6,226,228,FALSE
2/1/23 2:36,50.7,50.7,227,228,FALSE
2/1/23 2:38,50.6,50.6,227,228,FALSE
2/1/23 2:40,50.4,50.4,227,228,FALSE
2/1/23 2:42,50.6,50.6,227,229,FALSE
2/1/23 2:44,50.6,50.5,228,229,FALSE
2/1/23 2:46,50.6,50.5,228,229,FALSE
2/1/23 2:48,50.7,50.6,228,229,FALSE
2/1/23 2:50,50.5,50.5,228,229,FALSE
2/1/23 2:52,50.7,50.6,227,229,FALSE
2/1/23 2:54,50.5,50.5,228,229,FALSE
2/1/23 2:56,50.6,50.6,225,227,FALSE
2/1/23 2:58,50.7,50.7,223,224,FALSE
2/1/23 3:00,50.6,50.6,223,225,FALSE
2/1/23 3:02,50.5,50.5,221,221,FALSE
2/1/23 3:04,50.6,50.7,221,222,FALSE
2/1/23 3:06,50.7,50.7,223,224,FALSE
2/1/23 3:08,50.6,50.5,226,227,FALSE
2/1/23 3:10,50.5,50.5,226,227,FALSE
2/1/23 3:12,50.6,50.6,226,228,FALSE
2/1/23 3:14,50.7,50.6,227,228,FALSE
2/1/23 3:16,50.6,50.6,226,227,FALSE
2/1/23 3:18,50.6,50.6,226,227,FALSE
2/1/23 3:20,50.6,50.6,226,228,FALSE
2/1/23 3:22,50.7,50.7,227,228,FALSE
2/1/23 3:24,50.5,50.5,225,226,FALSE
2/1/23 3:26,50.6,50.5,228,229,FALSE
2/1/23 3:28,50.5,50.5,228,229,FALSE
2/1/23 3:30,50.8,50.6,226,227,FALSE
2/1/23 3:32,50.5,50.5,225,226,FALSE
2/1/23 3:34,50.7,50.7,228,230,FALSE
2/1/23 3:36,50.6,50.7,228,230,FALSE
2/1/23 3:38,50.6,50.5,228,230,FALSE
2/1/23 3:40,50.5,50.6,228,230,FALSE
2/1/23 3:42,50.6,50.6,229,230,FALSE
2/1/23 3:44,50.7,50.8,228,230,FALSE
2/1/23 3:46,50.6,50.6,228,229,FALSE
2/1/23 3:48,50.6,50.6,228,229,FALSE
2/1/23 3:50,50.6,50.5,227,229,FALSE
2/1/23 3:52,50.5,50.5,227,228,FALSE
2/1/23 3:54,50.6,50.5,228,230,FALSE
2/1/23 3:56,50.8,50.9,226,228,FALSE
2/1/23 3:58,50.5,50.6,226,226,FALSE
2/1/23 4:00,50.6,50.5,228,230,FALSE
2/1/23 4:02,50.5,50.5,229,231,FALSE
2/1/23 4:04,50.6,50.6,229,230,FALSE
2/1/23 4:06,50.6,50.6,229,230,FALSE
2/1/23 4:08,50.6,50.5,228,230,FALSE
2/1/23 4:10,50.5,50.5,228,230,FALSE
2/1/23 4:12,50.6,50.6,229,231,FALSE
2/1/23 4:14,50.7,50.7,230,231,FALSE
2/1/23 4:16,50.5,50.6,231,231,FALSE
2/1/23 4:18,50.5,50.5,230,231,FALSE
2/1/23 4:20,50.6,50.6,230,231,FALSE
2/1/23 4:22,50.5,50.5,229,230,FALSE
2/1/23 4:24,50.5,50.5,229,231,FALSE
2/1/23 4:26,50.6,50.6,229,230,FALSE
2/1/23 4:28,50.8,50.7,229,231,FALSE
2/1/23 4:30,50.5,50.5,229,231,FALSE
2/1/23 4:32,50.5,50.5,231,231,FALSE
2/1/23 4:34,50.7,50.7,231,232,FALSE
2/1/23 4:36,50.5,50.5,230,231,FALSE
2/1/23 4:38,50.7,50.7,231,231,FALSE
2/1/23 4:40,50.1,50.1,229,231,FALSE
2/1/23 4:42,50,50.1,229,231,FALSE
2/1/23 4:44,50.4,50.4,230,231,FALSE
2/1/23 4:46,50.1,50.1,229,231,FALSE
2/1/23 4:48,50.4,50.4,229,231,FALSE
2/1/23 4:50,50.1,50.1,230,231,FALSE
2/1/23 4:52,50.3,50.3,230,231,FALSE
2/1/23 4:54,50.2,50.2,229,231,FALSE
2/1/23 4:56,50.3,50.3,229,231,FALSE
2/1/23 4:58,50.4,50.3,228,231,FALSE
2/1/23 5:00,50.1,50.1,228,231,FALSE
2/1/23 5:02,50.3,50.4,223,225,FALSE
2/1/23 5:04,50.1,50.1,223,225,FALSE
2/1/23 5:06,50.1,50.1,223,224,FALSE
2/1/23 5:08,50.1,50.1,222,223,FALSE
2/1/23 5:10,50.2,50.1,221,223,FALSE
2/1/23 5:12,50.2,50.1,223,224,FALSE
2/1/23 5:14,50.2,50.2,222,223,FALSE
2/1/23 5:16,50.2,50.2,221,223,FALSE
2/1/23 5:18,50,50.1,221,222,FALSE
2/1/23 5:20,50.2,50.2,223,224,FALSE
2/1/23 5:22,50.2,50.3,221,222,FALSE
2/1/23 5:24,50.1,50.2,224,226,FALSE
2/1/23 5:26,50.1,50.1,222,224,FALSE
2/1/23 5:28,50.2,50.2,224,225,FALSE
2/1/23 5:30,50.2,50.2,222,223,FALSE
2/1/23 5:32,50,50,222,223,FALSE
2/1/23 5:34,50,50,221,222,FALSE
2/1/23 5:36,50,50.1,222,223,FALSE
2/1/23 5:38,50.1,50.1,219,220,FALSE
2/1/23 5:40,50,50,221,222,FALSE
2/1/23 5:42,50.1,50.1,221,222,FALSE
2/1/23 5:44,49.9,49.9,221,222,FALSE
2/1/23 5:46,50.1,50.1,222,223,FALSE
